LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,24,4233,187.3,3,4,Alpine,2022-09-06,2022-09-07
Ararat (RC),VIC220,11845,29,3712,244.8,4,5,Ararat,2022-09-06,2022-09-07
Ballarat (C),VIC241,109505,279,46379,254.8,44,5,Ballarat,2022-09-06,2022-09-07
Banyule (C),VIC188,131631,196,52787,148.9,37,4,Banyule,2022-09-06,2022-09-07
Bass Coast (S),VIC173,36320,48,13100,132.2,8,4,Bass Coast,2022-09-06,2022-09-07
Baw Baw (S),VIC194,53396,95,20274,177.9,22,4,Baw Baw,2022-09-06,2022-09-07
Bayside (C),VIC182,106862,175,40353,163.8,28,4,Bayside,2022-09-06,2022-09-07
Benalla (RC),VIC199,14037,61,4411,434.6,5,5,Benalla,2022-09-06,2022-09-07
Boroondara (C),VIC201,183199,293,66126,159.9,59,4,Boroondara,2022-09-06,2022-09-07
Brimbank (C),VIC189,209523,265,75105,126.5,48,4,Brimbank,2022-09-06,2022-09-07
Buloke (S),VIC183,6124,8,1439,130.6,0,4,Buloke,2022-09-06,2022-09-07
Campaspe (S),VIC239,37622,96,12203,255.2,14,5,Campaspe,2022-09-06,2022-09-07
Cardinia (S),VIC212,112159,187,46778,166.7,27,4,Cardinia,2022-09-06,2022-09-07
Casey (C),VIC213,353872,619,146935,174.9,88,4,Casey,2022-09-06,2022-09-07
Central Goldfields (S),VIC169,13186,21,3818,159.3,4,4,Central Goldfields,2022-09-06,2022-09-07
Colac-Otway (S),VIC224,21564,34,6667,157.7,3,4,Colac-Otway,2022-09-06,2022-09-07
Corangamite (S),VIC231,16020,9,4302,56.2,3,3,Corangamite,2022-09-06,2022-09-07
Darebin (C),VIC205,164184,322,66042,196.1,64,4,Darebin,2022-09-06,2022-09-07
East Gippsland (S),VIC243,47316,90,13342,190.2,19,4,East Gippsland,2022-09-06,2022-09-07
Frankston (C),VIC227,142643,307,55710,215.2,59,5,Frankston,2022-09-06,2022-09-07
Gannawarra (S),VIC214,10472,22,2668,210.1,3,5,Gannawarra,2022-09-06,2022-09-07
Glen Eira (C),VIC177,156511,265,63144,169.3,40,4,Glen Eira,2022-09-06,2022-09-07
Glenelg (S),VIC223,19674,33,5702,167.7,7,4,Glenelg,2022-09-06,2022-09-07
