postcode,population,active,cases,rate,new,band,data_date,file_processed_date,last7days_new
3000,37979,76,23273,200.1,7,5,2022-09-22,2022-09-23,96
3001,0,0,0,0,0,0,2022-09-22,2022-09-23,0
3002,4957,3,2129,60.5,0,3,2022-09-22,2022-09-23,5
3003,5516,12,4202,217.5,5,5,2022-09-22,2022-09-23,16
3004,9311,8,5156,85.9,0,3,2022-09-22,2022-09-23,7
3005,523,0,0,0,0,0,2022-09-22,2022-09-23,0
3006,18811,27,10577,143.5,2,4,2022-09-22,2022-09-23,30
3008,10438,23,6075,220.3,4,5,2022-09-22,2022-09-23,24
3010,1595,0,4,0,0,0,2022-09-22,2022-09-23,0
3011,21464,32,10709,149.1,1,4,2022-09-22,2022-09-23,40
3012,26295,23,12508,87.5,1,3,2022-09-22,2022-09-23,29
3013,14967,16,7286,106.9,1,4,2022-09-22,2022-09-23,17
3015,17472,23,8397,131.6,2,4,2022-09-22,2022-09-23,24
3016,15558,13,6615,83.6,3,3,2022-09-22,2022-09-23,15
3018,12685,20,5007,157.7,7,4,2022-09-22,2022-09-23,27
3019,9199,3,3967,32.6,1,2,2022-09-22,2022-09-23,5
3020,44784,48,17396,107.2,12,4,2022-09-22,2022-09-23,57
3021,54190,45,18868,83,7,3,2022-09-22,2022-09-23,59
3022,3102,3,1320,96.7,0,3,2022-09-22,2022-09-23,3
3023,63974,59,28161,92.2,16,3,2022-09-22,2022-09-23,75
3024,23852,54,14753,226.4,8,5,2022-09-22,2022-09-23,63
3025,12155,9,5576,74,2,3,2022-09-22,2022-09-23,9
3026,72,6,3840,8333.3,0,7,2022-09-22,2022-09-23,6
3027,6650,11,3935,165.4,1,4,2022-09-22,2022-09-23,11
3028,29198,37,11314,126.7,4,4,2022-09-22,2022-09-23,41
3029,93946,109,52290,116,18,4,2022-09-22,2022-09-23,157
3030,100311,160,48891,159.5,24,4,2022-09-22,2022-09-23,193
3031,18533,24,8287,129.5,4,4,2022-09-22,2022-09-23,31
3032,29449,44,13340,149.4,1,4,2022-09-22,2022-09-23,51
3033,14512,23,6159,158.5,5,4,2022-09-22,2022-09-23,27
3034,11633,19,5060,163.3,3,4,2022-09-22,2022-09-23,20
3036,5921,8,2250,135.1,1,4,2022-09-22,2022-09-23,8
3037,51156,38,22125,74.3,5,3,2022-09-22,2022-09-23,44
3038,27258,28,10620,102.7,2,4,2022-09-22,2022-09-23,35
3039,14252,20,7122,140.3,3,4,2022-09-22,2022-09-23,21
3040,25939,38,11612,146.5,4,4,2022-09-22,2022-09-23,49
3041,12412,9,5674,72.5,1,3,2022-09-22,2022-09-23,17
3042,15762,20,7067,126.9,1,4,2022-09-22,2022-09-23,21
3043,17715,18,7509,101.6,5,4,2022-09-22,2022-09-23,23
3044,27116,33,13056,121.7,3,4,2022-09-22,2022-09-23,41
