LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,27,4224,210.7,2,5,Alpine,2022-09-04,2022-09-05
Ararat (RC),VIC220,11845,30,3703,253.3,3,5,Ararat,2022-09-04,2022-09-05
Ballarat (C),VIC241,109505,303,46264,276.7,48,5,Ballarat,2022-09-04,2022-09-05
Banyule (C),VIC188,131631,238,52720,180.8,28,4,Banyule,2022-09-04,2022-09-05
Bass Coast (S),VIC173,36320,60,13083,165.2,8,4,Bass Coast,2022-09-04,2022-09-05
Baw Baw (S),VIC194,53396,102,20237,191,9,4,Baw Baw,2022-09-04,2022-09-05
Bayside (C),VIC182,106862,181,40292,169.4,25,4,Bayside,2022-09-04,2022-09-05
Benalla (RC),VIC199,14037,79,4397,562.8,13,6,Benalla,2022-09-04,2022-09-05
Boroondara (C),VIC201,183199,300,65999,163.8,31,4,Boroondara,2022-09-04,2022-09-05
Brimbank (C),VIC189,209523,274,75007,130.8,37,4,Brimbank,2022-09-04,2022-09-05
Buloke (S),VIC183,6124,15,1439,244.9,4,5,Buloke,2022-09-04,2022-09-05
Campaspe (S),VIC239,37622,111,12168,295,16,5,Campaspe,2022-09-04,2022-09-05
Cardinia (S),VIC212,112159,214,46708,190.8,23,4,Cardinia,2022-09-04,2022-09-05
Casey (C),VIC213,353872,697,146729,197,99,4,Casey,2022-09-04,2022-09-05
Central Goldfields (S),VIC169,13186,20,3810,151.7,1,4,Central Goldfields,2022-09-04,2022-09-05
Colac-Otway (S),VIC224,21564,40,6649,185.5,7,4,Colac-Otway,2022-09-04,2022-09-05
Corangamite (S),VIC231,16020,9,4297,56.2,1,3,Corangamite,2022-09-04,2022-09-05
Darebin (C),VIC205,164184,318,65920,193.7,41,4,Darebin,2022-09-04,2022-09-05
East Gippsland (S),VIC243,47316,103,13310,217.7,13,5,East Gippsland,2022-09-04,2022-09-05
Frankston (C),VIC227,142643,320,55582,224.3,45,5,Frankston,2022-09-04,2022-09-05
Gannawarra (S),VIC214,10472,26,2660,248.3,4,5,Gannawarra,2022-09-04,2022-09-05
Glen Eira (C),VIC177,156511,289,63063,184.7,50,4,Glen Eira,2022-09-04,2022-09-05
Glenelg (S),VIC223,19674,35,5687,177.9,5,4,Glenelg,2022-09-04,2022-09-05
Golden Plains (S),VIC230,23722,60,8842,252.9,14,5,Golden Plains,2022-09-04,2022-09-05
Greater Bendigo (C),VIC193,118093,292,47229,247.3,44,5,Greater Bendigo,2022-09-04,2022-09-05
Greater Dandenong (C),VIC247,168201,243,57885,144.5,29,4,Greater Dandenong,2022-09-04,2022-09-05
Greater Geelong (C),VIC215,258934,660,107499,254.9,72,5,Greater Geelong,2022-09-04,2022-09-05
Greater Shepparton (C),VIC93,66498,163,24927,245.1,33,5,Greater Shepparton,2022-09-04,2022-09-05
Hepburn (S),VIC94,15975,49,4785,306.7,1,5,Hepburn,2022-09-04,2022-09-05
Hindmarsh (S),VIC152,5588,14,1625,250.5,1,5,Hindmarsh,2022-09-04,2022-09-05
Hobsons Bay (C),VIC235,97751,178,37276,182.1,18,4,Hobsons Bay,2022-09-04,2022-09-05
Horsham (RC),VIC153,19921,31,7156,155.6,4,4,Horsham,2022-09-04,2022-09-05
Hume (C),VIC198,233471,404,97990,173,50,4,Hume,2022-09-04,2022-09-05
Indigo (S),VIC191,16701,34,5473,203.6,4,5,Indigo,2022-09-04,2022-09-05
Interstate,,,17,6083,0,1,0,,2022-09-04,2022-09-05
Kingston (C),VIC226,165782,330,64418,199.1,38,4,Kingston,2022-09-04,2022-09-05
Knox (C),VIC209,164538,357,63947,217,48,5,Knox,2022-09-04,2022-09-05
Latrobe (C),VIC219,75561,198,28294,262,20,5,Latrobe,2022-09-04,2022-09-05
Loddon (S),VIC185,7504,6,1852,80,1,3,Loddon,2022-09-04,2022-09-05
Macedon Ranges (S),VIC228,50231,93,18219,185.1,9,4,Macedon Ranges,2022-09-04,2022-09-05
Manningham (C),VIC195,127573,219,47711,171.7,29,4,Manningham,2022-09-04,2022-09-05
Mansfield (S),VIC244,9176,8,3229,87.2,1,3,Mansfield,2022-09-04,2022-09-05
Maribyrnong (C),VIC234,93448,159,38860,170.1,19,4,Maribyrnong,2022-09-04,2022-09-05
Maroondah (C),VIC207,118558,240,47129,202.4,26,5,Maroondah,2022-09-04,2022-09-05
Melbourne (C),VIC132,178955,356,71521,198.9,40,4,Melbourne,2022-09-04,2022-09-05
Melton (C),VIC237,164895,437,78417,265,60,5,Melton,2022-09-04,2022-09-05
Mildura (RC),VIC222,55777,154,20720,276.1,29,5,Mildura,2022-09-04,2022-09-05
Mitchell (S),VIC211,46082,121,18746,262.6,14,5,Mitchell,2022-09-04,2022-09-05
Moira (S),VIC190,29925,63,9473,210.5,5,5,Moira,2022-09-04,2022-09-05
Monash (C),VIC210,202847,404,74731,199.2,55,4,Monash,2022-09-04,2022-09-05
Moonee Valley (C),VIC121,130294,202,51958,155,25,4,Moonee Valley,2022-09-04,2022-09-05
Moorabool (S),VIC236,35049,94,13785,268.2,10,5,Moorabool,2022-09-04,2022-09-05
Moreland (C),VIC131,185767,296,77809,159.3,38,4,Moreland,2022-09-04,2022-09-05
Mornington Peninsula (S),VIC204,167636,356,61346,212.4,48,5,Mornington Peninsula,2022-09-04,2022-09-05
Mount Alexander (S),VIC105,19754,42,6603,212.6,6,5,Mount Alexander,2022-09-04,2022-09-05
Moyne (S),VIC229,16953,43,5294,253.6,1,5,Moyne,2022-09-04,2022-09-05
Murrindindi (S),VIC250,14570,23,4143,157.9,1,4,Murrindindi,2022-09-04,2022-09-05
Nillumbik (S),VIC216,65094,136,25818,208.9,14,5,Nillumbik,2022-09-04,2022-09-05
Northern Grampians (S),VIC166,11402,30,3831,263.1,5,5,Northern Grampians,2022-09-04,2022-09-05
