LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,15,4236,117.1,3,4,Alpine,2022-09-08,2022-09-09
Ararat (RC),VIC220,11845,19,3716,160.4,1,4,Ararat,2022-09-08,2022-09-09
Ballarat (C),VIC241,109505,308,46492,281.3,51,5,Ballarat,2022-09-08,2022-09-09
Banyule (C),VIC188,131631,197,52852,149.7,35,4,Banyule,2022-09-08,2022-09-09
Bass Coast (S),VIC173,36320,43,13118,118.4,8,4,Bass Coast,2022-09-08,2022-09-09
Baw Baw (S),VIC194,53396,98,20314,183.5,17,4,Baw Baw,2022-09-08,2022-09-09
Bayside (C),VIC182,106862,172,40398,161,25,4,Bayside,2022-09-08,2022-09-09
Benalla (RC),VIC199,14037,46,4422,327.7,4,5,Benalla,2022-09-08,2022-09-09
Boroondara (C),VIC201,183199,277,66221,151.2,45,4,Boroondara,2022-09-08,2022-09-09
Brimbank (C),VIC189,209523,248,75196,118.4,55,4,Brimbank,2022-09-08,2022-09-09
Buloke (S),VIC183,6124,8,1445,130.6,4,4,Buloke,2022-09-08,2022-09-09
Campaspe (S),VIC239,37622,80,12229,212.6,18,5,Campaspe,2022-09-08,2022-09-09
Cardinia (S),VIC212,112159,192,46856,171.2,37,4,Cardinia,2022-09-08,2022-09-09
Casey (C),VIC213,353872,593,147155,167.6,113,4,Casey,2022-09-08,2022-09-09
Central Goldfields (S),VIC169,13186,18,3827,136.5,3,4,Central Goldfields,2022-09-08,2022-09-09
Colac-Otway (S),VIC224,21564,30,6676,139.1,2,4,Colac-Otway,2022-09-08,2022-09-09
Corangamite (S),VIC231,16020,13,4308,81.1,1,3,Corangamite,2022-09-08,2022-09-09
Darebin (C),VIC205,164184,300,66144,182.7,52,4,Darebin,2022-09-08,2022-09-09
East Gippsland (S),VIC243,47316,78,13367,164.8,10,4,East Gippsland,2022-09-08,2022-09-09
Frankston (C),VIC227,142643,298,55795,208.9,52,5,Frankston,2022-09-08,2022-09-09
Gannawarra (S),VIC214,10472,24,2677,229.2,5,5,Gannawarra,2022-09-08,2022-09-09
Glen Eira (C),VIC177,156511,255,63227,162.9,47,4,Glen Eira,2022-09-08,2022-09-09
Glenelg (S),VIC223,19674,39,5717,198.2,3,4,Glenelg,2022-09-08,2022-09-09
Golden Plains (S),VIC230,23722,70,8895,295.1,11,5,Golden Plains,2022-09-08,2022-09-09
