postcode,population,active,cases,rate,new,band,data_date,file_processed_date,last7days_new
3000,37979,95,23388,250.1,18,5,2022-09-29,2022-09-30,115
3001,0,0,0,0,0,0,2022-09-29,2022-09-30,0
3002,4957,5,2135,100.9,0,4,2022-09-29,2022-09-30,5
3003,5516,21,4230,380.7,1,5,2022-09-29,2022-09-30,22
3004,9311,13,5174,139.6,7,4,2022-09-29,2022-09-30,17
3005,523,0,0,0,0,0,2022-09-29,2022-09-30,0
3006,18811,36,10621,191.4,5,4,2022-09-29,2022-09-30,42
3008,10438,16,6096,153.3,1,4,2022-09-29,2022-09-30,20
3010,1595,0,4,0,0,0,2022-09-29,2022-09-30,0
3011,21464,30,10738,139.8,5,4,2022-09-29,2022-09-30,35
3012,26295,39,12556,148.3,4,4,2022-09-29,2022-09-30,50
3013,14967,25,7314,167,3,4,2022-09-29,2022-09-30,30
3015,17472,21,8427,120.2,5,4,2022-09-29,2022-09-30,28
3016,15558,14,6629,90,0,3,2022-09-29,2022-09-30,15
3018,12685,17,5029,134,4,4,2022-09-29,2022-09-30,22
3019,9199,17,3987,184.8,2,4,2022-09-29,2022-09-30,21
3020,44784,28,17434,62.5,3,3,2022-09-29,2022-09-30,37
3021,54190,44,18930,81.2,4,3,2022-09-29,2022-09-30,61
3022,3102,16,1335,515.8,5,6,2022-09-29,2022-09-30,16
3023,63974,71,28250,111,11,4,2022-09-29,2022-09-30,95
3024,23852,56,14821,234.8,8,5,2022-09-29,2022-09-30,66
3025,12155,10,5589,82.3,3,3,2022-09-29,2022-09-30,15
3026,72,18,3860,25000,0,7,2022-09-29,2022-09-30,19
3027,6650,15,3953,225.6,3,5,2022-09-29,2022-09-30,17
3028,29198,20,11338,68.5,2,3,2022-09-29,2022-09-30,27
3029,93946,156,52482,166.1,35,4,2022-09-29,2022-09-30,190
3030,100311,133,49045,132.6,27,4,2022-09-29,2022-09-30,156
3031,18533,20,8307,107.9,2,4,2022-09-29,2022-09-30,22
3032,29449,34,13388,115.5,5,4,2022-09-29,2022-09-30,43
3033,14512,15,6178,103.4,4,4,2022-09-29,2022-09-30,19
3034,11633,15,5076,128.9,2,4,2022-09-29,2022-09-30,16
3036,5921,1,2253,16.9,1,1,2022-09-29,2022-09-30,3
3037,51156,45,22187,88,9,3,2022-09-29,2022-09-30,60
3038,27258,26,10648,95.4,5,3,2022-09-29,2022-09-30,29
3039,14252,28,7154,196.5,4,4,2022-09-29,2022-09-30,30
3040,25939,27,11644,104.1,6,4,2022-09-29,2022-09-30,34
3041,12412,10,5685,80.6,0,3,2022-09-29,2022-09-30,11
3042,15762,16,7085,101.5,3,4,2022-09-29,2022-09-30,17
3043,17715,19,7530,107.3,3,4,2022-09-29,2022-09-30,21
3044,27116,29,13092,106.9,6,4,2022-09-29,2022-09-30,34
3045,100,0,126,0,0,0,2022-09-29,2022-09-30,0
3046,34061,45,15927,132.1,7,4,2022-09-29,2022-09-30,50
3047,20901,24,8215,114.8,2,4,2022-09-29,2022-09-30,33
3048,18025,18,6616,99.9,2,3,2022-09-29,2022-09-30,20
3049,9266,7,4409,75.5,3,3,2022-09-29,2022-09-30,11
3050,119,0,2,0,0,0,2022-09-29,2022-09-30,0
3051,14939,27,7042,180.7,8,4,2022-09-29,2022-09-30,34
3052,5697,8,3509,140.4,0,4,2022-09-29,2022-09-30,10
3053,18538,30,8223,161.8,10,4,2022-09-29,2022-09-30,36
3054,8426,14,3852,166.2,4,4,2022-09-29,2022-09-30,15
3055,14160,33,6857,233.1,6,5,2022-09-29,2022-09-30,40
3056,24475,45,12372,183.9,8,4,2022-09-29,2022-09-30,49
3057,11502,19,6792,165.2,4,4,2022-09-29,2022-09-30,21
3058,33783,47,16756,139.1,11,4,2022-09-29,2022-09-30,53
3059,15466,12,9175,77.6,3,3,2022-09-29,2022-09-30,14
3060,14040,13,5523,92.6,4,3,2022-09-29,2022-09-30,16
3061,5059,4,1966,79.1,1,3,2022-09-29,2022-09-30,4
3062,0,1,6,0,0,0,2022-09-29,2022-09-30,1
3063,574,0,206,0,0,0,2022-09-29,2022-09-30,0
3064,75458,110,47229,145.8,18,4,2022-09-29,2022-09-30,135
3065,10447,14,4933,134,4,4,2022-09-29,2022-09-30,14
3066,8512,23,4431,270.2,2,5,2022-09-29,2022-09-30,25
3067,8199,14,4296,170.8,3,4,2022-09-29,2022-09-30,16
3068,18665,32,9425,171.4,7,4,2022-09-29,2022-09-30,34
3070,24567,39,12406,158.7,7,4,2022-09-29,2022-09-30,44
3071,18569,31,9152,166.9,9,4,2022-09-29,2022-09-30,35
3072,32848,41,15496,124.8,5,4,2022-09-29,2022-09-30,51
3073,50479,64,21208,126.8,8,4,2022-09-29,2022-09-30,76
3074,20522,20,7596,97.5,4,3,2022-09-29,2022-09-30,26
3075,22594,21,9138,92.9,4,3,2022-09-29,2022-09-30,27
3076,32395,33,14424,101.9,3,4,2022-09-29,2022-09-30,35
3078,11638,12,5720,103.1,1,4,2022-09-29,2022-09-30,17
3079,15990,19,7258,118.8,4,4,2022-09-29,2022-09-30,21
3081,13424,19,5983,141.5,7,4,2022-09-29,2022-09-30,19
3082,29713,52,11985,175,6,4,2022-09-29,2022-09-30,64
3083,31526,52,12949,164.9,7,4,2022-09-29,2022-09-30,60
3084,25514,45,11235,176.4,7,4,2022-09-29,2022-09-30,53
3085,13882,8,6012,57.6,2,3,2022-09-29,2022-09-30,11
3086,908,0,8,0,0,0,2022-09-29,2022-09-30,0
3087,9033,12,3809,132.8,2,4,2022-09-29,2022-09-30,15
3088,26890,37,11703,137.6,5,4,2022-09-29,2022-09-30,40
3089,11739,21,5493,178.9,6,4,2022-09-29,2022-09-30,20
3090,2362,1,1148,42.3,0,2,2022-09-29,2022-09-30,2
3091,1585,3,493,189.3,0,4,2022-09-29,2022-09-30,3
3093,3891,7,1682,179.9,0,4,2022-09-29,2022-09-30,7
3094,8963,8,3862,89.3,2,3,2022-09-29,2022-09-30,10
3095,27770,34,12219,122.4,4,4,2022-09-29,2022-09-30,41
3096,1966,2,782,101.7,0,4,2022-09-29,2022-09-30,2
3097,1443,5,548,346.5,0,5,2022-09-29,2022-09-30,5
3099,4877,6,1870,123,1,4,2022-09-29,2022-09-30,6
3101,24604,28,9801,113.8,4,4,2022-09-29,2022-09-30,30
3102,6634,6,2805,90.4,0,3,2022-09-29,2022-09-30,8
3103,15343,13,5509,84.7,2,3,2022-09-29,2022-09-30,20
3104,20404,22,8132,107.8,5,4,2022-09-29,2022-09-30,26
3105,10877,10,4499,91.9,2,3,2022-09-29,2022-09-30,14
3106,16620,15,6487,90.3,1,3,2022-09-29,2022-09-30,16
3107,13557,11,5619,81.1,0,3,2022-09-29,2022-09-30,11
3108,20823,27,9758,129.7,7,4,2022-09-29,2022-09-30,36
3109,28357,23,11599,81.1,4,3,2022-09-29,2022-09-30,26
3111,12348,19,4958,153.9,6,4,2022-09-29,2022-09-30,20
3113,8460,7,3581,82.7,1,3,2022-09-29,2022-09-30,7
3114,3823,5,1492,130.8,1,4,2022-09-29,2022-09-30,5
3115,3799,1,1483,26.3,0,2,2022-09-29,2022-09-30,1
3116,9872,16,4749,162.1,4,4,2022-09-29,2022-09-30,17
3121,30502,39,14150,127.9,7,4,2022-09-29,2022-09-30,41
3122,23508,27,9388,114.9,3,4,2022-09-29,2022-09-30,29
3123,14319,22,6141,153.6,1,4,2022-09-29,2022-09-30,23
3124,22091,40,9024,181.1,8,4,2022-09-29,2022-09-30,44
3125,15021,26,5889,173.1,5,4,2022-09-29,2022-09-30,31
3126,8060,6,2895,74.4,1,3,2022-09-29,2022-09-30,5
3127,18445,36,7370,195.2,15,4,2022-09-29,2022-09-30,39
3128,19832,32,8556,161.4,6,4,2022-09-29,2022-09-30,36
3129,17374,24,6958,138.1,4,4,2022-09-29,2022-09-30,24
3130,32171,54,13733,167.9,12,4,2022-09-29,2022-09-30,59
3131,22499,23,8995,102.2,3,4,2022-09-29,2022-09-30,24
3132,16148,23,6968,142.4,3,4,2022-09-29,2022-09-30,26
3133,22119,25,8988,113,2,4,2022-09-29,2022-09-30,35
3134,32782,37,14399,112.9,4,4,2022-09-29,2022-09-30,46
3135,19954,31,8686,155.4,7,4,2022-09-29,2022-09-30,40
3136,44373,60,19103,135.2,10,4,2022-09-29,2022-09-30,71
3137,13872,34,6229,245.1,7,5,2022-09-29,2022-09-30,43
3138,21964,32,9795,145.7,4,4,2022-09-29,2022-09-30,33
3139,13722,6,5036,43.7,0,2,2022-09-29,2022-09-30,8
3140,16532,28,7022,169.4,2,4,2022-09-29,2022-09-30,38
3141,25149,19,10537,75.5,5,3,2022-09-29,2022-09-30,25
3142,12912,8,4416,62,2,3,2022-09-29,2022-09-30,11
3143,9052,11,3649,121.5,1,4,2022-09-29,2022-09-30,11
3144,10885,11,4218,101.1,1,4,2022-09-29,2022-09-30,12
3145,23294,35,9776,150.3,5,4,2022-09-29,2022-09-30,35
3146,25256,31,10618,122.7,7,4,2022-09-29,2022-09-30,36
3147,14634,13,6396,88.8,2,3,2022-09-29,2022-09-30,17
3148,8643,14,3806,162,5,4,2022-09-29,2022-09-30,17
3149,33612,39,13732,116,4,4,2022-09-29,2022-09-30,49
3150,60082,77,23576,128.2,14,4,2022-09-29,2022-09-30,86
3151,10269,9,3915,87.6,3,3,2022-09-29,2022-09-30,14
3152,33089,56,14006,169.2,5,4,2022-09-29,2022-09-30,65
3153,20552,37,8959,180,3,4,2022-09-29,2022-09-30,46
3154,4418,13,1968,294.3,5,5,2022-09-29,2022-09-30,15
3155,22193,44,9530,198.3,2,4,2022-09-29,2022-09-30,48
3156,37458,59,15977,157.5,14,4,2022-09-29,2022-09-30,66
