postcode,population,active,cases,rate,new,band,data_date,file_processed_date,last7days_new
3000,37979,76,23720,200.1,23,5,2022-10-27,2022-10-28,84
3001,0,0,0,0,0,0,2022-10-27,2022-10-28,0
3002,4957,4,2157,80.7,0,3,2022-10-27,2022-10-28,4
3003,5516,15,4289,271.9,1,5,2022-10-27,2022-10-28,18
3004,9311,13,5234,139.6,2,4,2022-10-27,2022-10-28,11
3005,523,0,0,0,0,0,2022-10-27,2022-10-28,0
3006,18811,29,10770,154.2,1,4,2022-10-27,2022-10-28,33
3008,10438,12,6172,115,2,4,2022-10-27,2022-10-28,16
3010,1595,0,4,0,0,0,2022-10-27,2022-10-28,0
3011,21464,29,10856,135.1,7,4,2022-10-27,2022-10-28,30
3012,26295,33,12704,125.5,2,4,2022-10-27,2022-10-28,37
3013,14967,10,7393,66.8,3,3,2022-10-27,2022-10-28,12
3015,17472,20,8502,114.5,3,4,2022-10-27,2022-10-28,24
3016,15558,19,6710,122.1,4,4,2022-10-27,2022-10-28,21
3018,12685,15,5119,118.2,0,4,2022-10-27,2022-10-28,16
3019,9199,13,4050,141.3,1,4,2022-10-27,2022-10-28,16
3020,44784,41,17631,91.6,6,3,2022-10-27,2022-10-28,45
3021,54190,29,19080,53.5,3,3,2022-10-27,2022-10-28,34
3022,3102,0,1356,0,0,0,2022-10-27,2022-10-28,1
3023,63974,85,28502,132.9,13,4,2022-10-27,2022-10-28,96
3024,23852,35,15032,146.7,9,4,2022-10-27,2022-10-28,44
3025,12155,12,5636,98.7,2,3,2022-10-27,2022-10-28,14
3026,72,8,3887,11111.1,1,7,2022-10-27,2022-10-28,9
3027,6650,8,3984,120.3,3,4,2022-10-27,2022-10-28,11
3028,29198,27,11448,92.5,3,3,2022-10-27,2022-10-28,29
3029,93946,122,53053,129.9,30,4,2022-10-27,2022-10-28,136
3030,100311,126,49631,125.6,26,4,2022-10-27,2022-10-28,140
3031,18533,35,8416,188.9,7,4,2022-10-27,2022-10-28,40
3032,29449,36,13558,122.2,5,4,2022-10-27,2022-10-28,41
3033,14512,14,6260,96.5,3,3,2022-10-27,2022-10-28,16
3034,11633,14,5126,120.3,2,4,2022-10-27,2022-10-28,15
3036,5921,6,2278,101.3,3,4,2022-10-27,2022-10-28,7
3037,51156,38,22358,74.3,8,3,2022-10-27,2022-10-28,43
3038,27258,12,10739,44,1,2,2022-10-27,2022-10-28,13
3039,14252,23,7227,161.4,3,4,2022-10-27,2022-10-28,23
3040,25939,24,11782,92.5,5,3,2022-10-27,2022-10-28,28
3041,12412,10,5738,80.6,3,3,2022-10-27,2022-10-28,12
3042,15762,17,7148,107.9,3,4,2022-10-27,2022-10-28,21
3043,17715,14,7598,79,7,3,2022-10-27,2022-10-28,15
3044,27116,42,13228,154.9,12,4,2022-10-27,2022-10-28,44
3045,100,0,129,0,0,0,2022-10-27,2022-10-28,0
3046,34061,36,16077,105.7,5,4,2022-10-27,2022-10-28,40
3047,20901,18,8303,86.1,4,3,2022-10-27,2022-10-28,21
3048,18025,10,6672,55.5,1,3,2022-10-27,2022-10-28,11
3049,9266,13,4453,140.3,1,4,2022-10-27,2022-10-28,14
3050,119,0,2,0,0,0,2022-10-27,2022-10-28,0
3051,14939,28,7158,187.4,3,4,2022-10-27,2022-10-28,31
3052,5697,9,3541,158,2,4,2022-10-27,2022-10-28,9
3053,18538,27,8368,145.6,3,4,2022-10-27,2022-10-28,31
3054,8426,14,3909,166.2,5,4,2022-10-27,2022-10-28,15
3055,14160,34,6951,240.1,8,5,2022-10-27,2022-10-28,36
3056,24475,49,12549,200.2,13,5,2022-10-27,2022-10-28,54
3057,11502,26,6883,226,3,5,2022-10-27,2022-10-28,31
3058,33783,74,16978,219,12,5,2022-10-27,2022-10-28,80
3059,15466,11,9256,71.1,0,3,2022-10-27,2022-10-28,12
3060,14040,12,5569,85.5,3,3,2022-10-27,2022-10-28,11
3061,5059,0,1984,0,0,0,2022-10-27,2022-10-28,0
3062,0,0,6,0,0,0,2022-10-27,2022-10-28,0
3063,574,0,209,0,0,0,2022-10-27,2022-10-28,0
3064,75458,70,47633,92.8,14,3,2022-10-27,2022-10-28,84
3065,10447,15,4996,143.6,4,4,2022-10-27,2022-10-28,17
3066,8512,12,4489,141,6,4,2022-10-27,2022-10-28,17
3067,8199,10,4363,122,1,4,2022-10-27,2022-10-28,11
