postcode,population,active,cases,rate,new,band,data_date,file_processed_date,last7days_new
3000,37979,136,24323,358.1,20,5,2022-11-24,2022-11-25,153
3001,0,0,0,0,0,0,2022-11-24,2022-11-25,0
3002,4957,12,2214,242.1,4,5,2022-11-24,2022-11-25,13
3003,5516,31,4434,562,6,6,2022-11-24,2022-11-25,34
3004,9311,54,5411,580,5,6,2022-11-24,2022-11-25,57
3005,523,0,0,0,0,0,2022-11-24,2022-11-25,0
3006,18811,72,11087,382.8,12,5,2022-11-24,2022-11-25,80
3008,10438,46,6344,440.7,6,5,2022-11-24,2022-11-25,48
3010,1595,0,4,0,0,0,2022-11-24,2022-11-25,0
3011,21464,127,11225,591.7,28,6,2022-11-24,2022-11-25,140
3012,26295,114,13074,433.5,18,5,2022-11-24,2022-11-25,127
3013,14967,64,7625,427.6,17,5,2022-11-24,2022-11-25,71
3015,17472,77,8723,440.7,13,5,2022-11-24,2022-11-25,86
3016,15558,49,6914,315,6,5,2022-11-24,2022-11-25,54
3018,12685,25,5252,197.1,2,4,2022-11-24,2022-11-25,28
3019,9199,35,4147,380.5,8,5,2022-11-24,2022-11-25,37
3020,44784,122,18088,272.4,17,5,2022-11-24,2022-11-25,134
3021,54190,118,19463,217.8,30,5,2022-11-24,2022-11-25,134
3022,3102,10,1387,322.4,2,5,2022-11-24,2022-11-25,14
3023,63974,177,29168,276.7,27,5,2022-11-24,2022-11-25,193
3024,23852,83,15346,348,15,5,2022-11-24,2022-11-25,90
3025,12155,24,5749,197.4,4,4,2022-11-24,2022-11-25,30
3026,72,24,3977,33333.3,1,7,2022-11-24,2022-11-25,29
3027,6650,32,4082,481.2,8,5,2022-11-24,2022-11-25,35
3028,29198,80,11749,274,25,5,2022-11-24,2022-11-25,91
3029,93946,273,54045,290.6,49,5,2022-11-24,2022-11-25,312
3030,100311,381,50990,379.8,78,5,2022-11-24,2022-11-25,434
3031,18533,89,8752,480.2,18,5,2022-11-24,2022-11-25,96
3032,29449,86,13965,292,10,5,2022-11-24,2022-11-25,96
3033,14512,49,6434,337.7,10,5,2022-11-24,2022-11-25,53
3034,11633,42,5281,361,6,5,2022-11-24,2022-11-25,52
3036,5921,10,2328,168.9,2,4,2022-11-24,2022-11-25,14
3037,51156,105,22774,205.3,33,5,2022-11-24,2022-11-25,116
3038,27258,89,10977,326.5,14,5,2022-11-24,2022-11-25,97
3039,14252,64,7471,449.1,14,5,2022-11-24,2022-11-25,76
3040,25939,104,12152,400.9,20,5,2022-11-24,2022-11-25,122
3041,12412,58,5894,467.3,9,5,2022-11-24,2022-11-25,65
3042,15762,65,7354,412.4,12,5,2022-11-24,2022-11-25,78
3043,17715,63,7806,355.6,11,5,2022-11-24,2022-11-25,70
3044,27116,115,13601,424.1,19,5,2022-11-24,2022-11-25,124
3045,100,0,129,0,0,0,2022-11-24,2022-11-25,0
3046,34061,135,16462,396.3,21,5,2022-11-24,2022-11-25,148
3047,20901,47,8436,224.9,9,5,2022-11-24,2022-11-25,51
3048,18025,19,6772,105.4,4,4,2022-11-24,2022-11-25,20
3049,9266,40,4571,431.7,8,5,2022-11-24,2022-11-25,45
3050,119,0,2,0,0,0,2022-11-24,2022-11-25,0
3051,14939,66,7414,441.8,10,5,2022-11-24,2022-11-25,75
3052,5697,26,3649,456.4,1,5,2022-11-24,2022-11-25,28
3053,18538,82,8607,442.3,15,5,2022-11-24,2022-11-25,93
3054,8426,35,4034,415.4,5,5,2022-11-24,2022-11-25,38
3055,14160,65,7179,459,11,5,2022-11-24,2022-11-25,71
3056,24475,138,13029,563.8,19,6,2022-11-24,2022-11-25,149
3057,11502,80,7117,695.5,13,6,2022-11-24,2022-11-25,85
3058,33783,191,17571,565.4,28,6,2022-11-24,2022-11-25,211
3059,15466,73,9460,472,13,5,2022-11-24,2022-11-25,81
3060,14040,35,5665,249.3,6,5,2022-11-24,2022-11-25,36
3061,5059,9,2016,177.9,0,4,2022-11-24,2022-11-25,9
3062,0,0,6,0,0,0,2022-11-24,2022-11-25,0
3063,574,6,215,1045.3,2,7,2022-11-24,2022-11-25,6
3064,75458,250,48400,331.3,47,5,2022-11-24,2022-11-25,268
3065,10447,45,5166,430.7,9,5,2022-11-24,2022-11-25,48
3066,8512,38,4625,446.4,6,5,2022-11-24,2022-11-25,41
3067,8199,45,4493,548.8,3,6,2022-11-24,2022-11-25,48
3068,18665,96,9947,514.3,22,6,2022-11-24,2022-11-25,102
3070,24567,149,13101,606.5,22,6,2022-11-24,2022-11-25,165
3071,18569,94,9683,506.2,19,6,2022-11-24,2022-11-25,106
3072,32848,130,16162,395.8,19,5,2022-11-24,2022-11-25,153
3073,50479,177,22038,350.6,37,5,2022-11-24,2022-11-25,194
3074,20522,33,7810,160.8,3,4,2022-11-24,2022-11-25,36
3075,22594,48,9365,212.4,11,5,2022-11-24,2022-11-25,49
3076,32395,110,14853,339.6,22,5,2022-11-24,2022-11-25,115
3078,11638,62,6067,532.7,10,6,2022-11-24,2022-11-25,66
3079,15990,83,7618,519.1,14,6,2022-11-24,2022-11-25,87
3081,13424,52,6230,387.4,13,5,2022-11-24,2022-11-25,60
3082,29713,86,12378,289.4,15,5,2022-11-24,2022-11-25,96
3083,31526,137,13521,434.6,23,5,2022-11-24,2022-11-25,147
3084,25514,122,11865,478.2,20,5,2022-11-24,2022-11-25,142
3085,13882,49,6308,353,7,5,2022-11-24,2022-11-25,50
3086,908,0,8,0,0,0,2022-11-24,2022-11-25,0
3087,9033,32,3974,354.3,5,5,2022-11-24,2022-11-25,38
3088,26890,122,12204,453.7,27,5,2022-11-24,2022-11-25,129
3089,11739,56,5735,477,11,5,2022-11-24,2022-11-25,61
3090,2362,5,1189,211.7,2,5,2022-11-24,2022-11-25,8
3091,1585,3,508,189.3,0,4,2022-11-24,2022-11-25,4
3093,3891,25,1765,642.5,3,6,2022-11-24,2022-11-25,25
3094,8963,34,4082,379.3,12,5,2022-11-24,2022-11-25,41
3095,27770,112,12743,403.3,26,5,2022-11-24,2022-11-25,118
3096,1966,7,846,356.1,0,5,2022-11-24,2022-11-25,7
3097,1443,5,568,346.5,1,5,2022-11-24,2022-11-25,5
3099,4877,17,1938,348.6,3,5,2022-11-24,2022-11-25,17
3101,24604,111,10317,451.1,35,5,2022-11-24,2022-11-25,127
3102,6634,26,2931,391.9,4,5,2022-11-24,2022-11-25,27
3103,15343,73,5812,475.8,14,5,2022-11-24,2022-11-25,76
3104,20404,57,8459,279.4,8,5,2022-11-24,2022-11-25,63
3105,10877,33,4650,303.4,12,5,2022-11-24,2022-11-25,37
3106,16620,57,6747,343,13,5,2022-11-24,2022-11-25,63
3107,13557,55,5821,405.7,8,5,2022-11-24,2022-11-25,60
3108,20823,70,10176,336.2,22,5,2022-11-24,2022-11-25,77
3109,28357,65,12059,229.2,11,5,2022-11-24,2022-11-25,80
3111,12348,43,5179,348.2,6,5,2022-11-24,2022-11-25,49
3113,8460,22,3704,260,6,5,2022-11-24,2022-11-25,26
3114,3823,12,1562,313.9,1,5,2022-11-24,2022-11-25,15
3115,3799,10,1539,263.2,4,5,2022-11-24,2022-11-25,13
3116,9872,42,4919,425.4,10,5,2022-11-24,2022-11-25,46
3121,30502,119,14688,390.1,23,5,2022-11-24,2022-11-25,130
3122,23508,83,9811,353.1,10,5,2022-11-24,2022-11-25,89
3123,14319,50,6392,349.2,12,5,2022-11-24,2022-11-25,55
3124,22091,99,9498,448.1,19,5,2022-11-24,2022-11-25,105
