LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,62,3337,483.8,12,5,Alpine,27/06/2022,2022-06-28
Ararat (RC),VIC220,11845,40,2744,337.7,6,5,Ararat,27/06/2022,2022-06-28
Ballarat (C),VIC241,109505,801,36319,731.5,145,6,Ballarat,27/06/2022,2022-06-28
Banyule (C),VIC188,131631,947,42529,719.4,155,6,Banyule,27/06/2022,2022-06-28
Bass Coast (S),VIC173,36320,241,10516,663.5,52,6,Bass Coast,27/06/2022,2022-06-28
Baw Baw (S),VIC194,53396,371,16166,694.8,64,6,Baw Baw,27/06/2022,2022-06-28
Bayside (C),VIC182,106862,718,33337,671.9,137,6,Bayside,27/06/2022,2022-06-28
Benalla (RC),VIC199,14037,50,3288,356.2,13,5,Benalla,27/06/2022,2022-06-28
Boroondara (C),VIC201,183199,1190,53196,649.6,205,6,Boroondara,27/06/2022,2022-06-28
Brimbank (C),VIC189,209523,776,64513,370.4,155,5,Brimbank,27/06/2022,2022-06-28
Buloke (S),VIC183,6124,30,1049,489.9,6,5,Buloke,27/06/2022,2022-06-28
Campaspe (S),VIC239,37622,242,9564,643.2,46,6,Campaspe,27/06/2022,2022-06-28
Cardinia (S),VIC212,112159,765,37772,682.1,150,6,Cardinia,27/06/2022,2022-06-28
Casey (C),VIC213,353872,2066,120838,583.8,364,6,Casey,27/06/2022,2022-06-28
Central Goldfields (S),VIC169,13186,65,3014,492.9,9,5,Central Goldfields,27/06/2022,2022-06-28
Colac-Otway (S),VIC224,21564,126,5196,584.3,24,6,Colac-Otway,27/06/2022,2022-06-28
Corangamite (S),VIC231,16020,100,3442,624.2,22,6,Corangamite,27/06/2022,2022-06-28
Darebin (C),VIC205,164184,1241,53854,755.9,210,6,Darebin,27/06/2022,2022-06-28
East Gippsland (S),VIC243,47316,277,10528,585.4,51,6,East Gippsland,27/06/2022,2022-06-28
Frankston (C),VIC227,142643,926,44818,649.2,182,6,Frankston,27/06/2022,2022-06-28
Gannawarra (S),VIC214,10472,38,1980,362.9,4,5,Gannawarra,27/06/2022,2022-06-28
Glen Eira (C),VIC177,156511,984,51919,628.7,181,6,Glen Eira,27/06/2022,2022-06-28
Glenelg (S),VIC223,19674,127,4539,645.5,25,6,Glenelg,27/06/2022,2022-06-28
Golden Plains (S),VIC230,23722,205,6989,864.2,31,6,Golden Plains,27/06/2022,2022-06-28
Greater Bendigo (C),VIC193,118093,1153,36501,976.3,217,6,Greater Bendigo,27/06/2022,2022-06-28
Greater Dandenong (C),VIC247,168201,600,48853,356.7,129,5,Greater Dandenong,27/06/2022,2022-06-28
Greater Geelong (C),VIC215,258934,2346,85068,906,372,6,Greater Geelong,27/06/2022,2022-06-28
Greater Shepparton (C),VIC93,66498,463,19713,696.3,87,6,Greater Shepparton,27/06/2022,2022-06-28
Hepburn (S),VIC94,15975,116,3715,726.1,23,6,Hepburn,27/06/2022,2022-06-28
Hindmarsh (S),VIC152,5588,26,1298,465.3,4,5,Hindmarsh,27/06/2022,2022-06-28
Hobsons Bay (C),VIC235,97751,603,30114,616.9,83,6,Hobsons Bay,27/06/2022,2022-06-28
Horsham (RC),VIC153,19921,140,5580,702.8,24,6,Horsham,27/06/2022,2022-06-28
Hume (C),VIC198,233471,1131,83760,484.4,203,5,Hume,27/06/2022,2022-06-28
Indigo (S),VIC191,16701,101,4340,604.8,22,6,Indigo,27/06/2022,2022-06-28
Interstate,,,77,5402,0,15,0,,27/06/2022,2022-06-28
Kingston (C),VIC226,165782,1150,52624,693.7,213,6,Kingston,27/06/2022,2022-06-28
Knox (C),VIC209,164538,1173,50057,712.9,217,6,Knox,27/06/2022,2022-06-28
Latrobe (C),VIC219,75561,514,22523,680.2,117,6,Latrobe,27/06/2022,2022-06-28
Loddon (S),VIC185,7504,22,1418,293.2,5,5,Loddon,27/06/2022,2022-06-28
Macedon Ranges (S),VIC228,50231,322,14388,641,64,6,Macedon Ranges,27/06/2022,2022-06-28
Manningham (C),VIC195,127573,951,37927,745.5,168,6,Manningham,27/06/2022,2022-06-28
Mansfield (S),VIC244,9176,70,2634,762.9,14,6,Mansfield,27/06/2022,2022-06-28
Maribyrnong (C),VIC234,93448,616,32111,659.2,113,6,Maribyrnong,27/06/2022,2022-06-28
Maroondah (C),VIC207,118558,1051,36516,886.5,176,6,Maroondah,27/06/2022,2022-06-28
Melbourne (C),VIC132,178955,1236,58420,690.7,235,6,Melbourne,27/06/2022,2022-06-28
Melton (C),VIC237,164895,919,65275,557.3,147,6,Melton,27/06/2022,2022-06-28
Mildura (RC),VIC222,55777,299,16124,536.1,40,6,Mildura,27/06/2022,2022-06-28
Mitchell (S),VIC211,46082,325,14586,705.3,59,6,Mitchell,27/06/2022,2022-06-28
Moira (S),VIC190,29925,118,7699,394.3,23,5,Moira,27/06/2022,2022-06-28
Monash (C),VIC210,202847,1336,58520,658.6,247,6,Monash,27/06/2022,2022-06-28
Moonee Valley (C),VIC121,130294,822,43211,630.9,140,6,Moonee Valley,27/06/2022,2022-06-28
Moorabool (S),VIC236,35049,177,11099,505,33,6,Moorabool,27/06/2022,2022-06-28
Moreland (C),VIC131,185767,1374,64319,739.6,225,6,Moreland,27/06/2022,2022-06-28
Mornington Peninsula (S),VIC204,167636,1084,49835,646.6,203,6,Mornington Peninsula,27/06/2022,2022-06-28
Mount Alexander (S),VIC105,19754,143,4891,723.9,17,6,Mount Alexander,27/06/2022,2022-06-28
Moyne (S),VIC229,16953,96,4156,566.3,24,6,Moyne,27/06/2022,2022-06-28
Murrindindi (S),VIC250,14570,80,3250,549.1,17,6,Murrindindi,27/06/2022,2022-06-28
Nillumbik (S),VIC216,65094,453,20798,695.9,99,6,Nillumbik,27/06/2022,2022-06-28
Northern Grampians (S),VIC166,11402,54,2727,473.6,14,5,Northern Grampians,27/06/2022,2022-06-28
Overseas,,,2,121,0,1,0,,27/06/2022,2022-06-28
Overseas Traveller,,,0,621,0,0,0,,27/06/2022,2022-06-28
Port Phillip (C),VIC208,115601,762,37339,659.2,144,6,Port Phillip,27/06/2022,2022-06-28
Pyrenees (S),VIC217,7472,32,1670,428.3,8,5,Pyrenees,27/06/2022,2022-06-28
Queenscliffe (B),VIC238,2940,32,858,1088.4,6,7,Queenscliffe,27/06/2022,2022-06-28
South Gippsland (S),VIC178,29914,163,7115,544.9,20,6,South Gippsland,27/06/2022,2022-06-28
Southern Grampians (S),VIC233,16100,95,4052,590.1,26,6,Southern Grampians,27/06/2022,2022-06-28
Stonnington (C),VIC203,117768,650,35517,551.9,129,6,Stonnington,27/06/2022,2022-06-28
Strathbogie (S),VIC110,10781,34,2382,315.4,8,5,Strathbogie,27/06/2022,2022-06-28
Surf Coast (S),VIC225,33456,322,12015,962.5,46,6,Surf Coast,27/06/2022,2022-06-28
Swan Hill (RC),VIC180,20649,87,5381,421.3,30,5,Swan Hill,27/06/2022,2022-06-28
Towong (S),VIC187,6040,19,1213,314.6,4,5,Towong,27/06/2022,2022-06-28
Unincorporated Vic,,,41,239,0,8,0,,27/06/2022,2022-06-28
Unknown,,,123,8194,0,23,0,,27/06/2022,2022-06-28
Wangaratta (RC),VIC186,29187,156,8071,534.5,23,6,Wangaratta,27/06/2022,2022-06-28
Warrnambool (C),VIC179,35181,217,10294,616.8,42,6,Warrnambool,27/06/2022,2022-06-28
Wellington (S),VIC218,44380,303,11760,682.7,62,6,Wellington,27/06/2022,2022-06-28
West Wimmera (S),VIC232,3841,24,652,624.8,4,6,West Wimmera,27/06/2022,2022-06-28
Whitehorse (C),VIC196,178739,1382,50482,773.2,236,6,Whitehorse,27/06/2022,2022-06-28
Whittlesea (C),VIC197,230238,1314,79649,570.7,232,6,Whittlesea,27/06/2022,2022-06-28
Wodonga (C),VIC192,42083,239,13296,567.9,47,6,Wodonga,27/06/2022,2022-06-28
Wyndham (C),VIC221,270487,1700,95357,628.5,285,6,Wyndham,27/06/2022,2022-06-28
Yarra (C),VIC202,101495,744,35045,733,111,6,Yarra,27/06/2022,2022-06-28
Yarra Ranges (S),VIC206,159462,1169,47618,733.1,216,6,Yarra Ranges,27/06/2022,2022-06-28
Yarriambiack (S),VIC200,6639,35,1300,527.2,9,6,Yarriambiack,27/06/2022,2022-06-28
