LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,99,2964,772.6,16,6,Alpine,27/05/2022,2022-05-28
Ararat (RC),VIC220,11845,109,2443,920.2,21,6,Ararat,27/05/2022,2022-05-28
Ballarat (C),VIC241,109505,1939,31907,1770.7,216,7,Ballarat,27/05/2022,2022-05-28
Banyule (C),VIC188,131631,1443,37654,1096.2,221,7,Banyule,27/05/2022,2022-05-28
Bass Coast (S),VIC173,36320,448,8980,1233.5,78,7,Bass Coast,27/05/2022,2022-05-28
Baw Baw (S),VIC194,53396,647,14211,1211.7,72,7,Baw Baw,27/05/2022,2022-05-28
Bayside (C),VIC182,106862,866,29976,810.4,127,6,Bayside,27/05/2022,2022-05-28
Benalla (RC),VIC199,14037,129,2839,919,18,6,Benalla,27/05/2022,2022-05-28
Boroondara (C),VIC201,183199,1748,47138,954.2,227,6,Boroondara,27/05/2022,2022-05-28
Brimbank (C),VIC189,209523,1293,60384,617.1,175,6,Brimbank,27/05/2022,2022-05-28
Buloke (S),VIC183,6124,45,923,734.8,10,6,Buloke,27/05/2022,2022-05-28
Campaspe (S),VIC239,37622,328,8403,871.8,35,6,Campaspe,27/05/2022,2022-05-28
Cardinia (S),VIC212,112159,1094,33954,975.4,157,6,Cardinia,27/05/2022,2022-05-28
Casey (C),VIC213,353872,3129,110314,884.2,408,6,Casey,27/05/2022,2022-05-28
Central Goldfields (S),VIC169,13186,166,2598,1258.9,25,7,Central Goldfields,27/05/2022,2022-05-28
Colac-Otway (S),VIC224,21564,172,4558,797.6,24,6,Colac-Otway,27/05/2022,2022-05-28
Corangamite (S),VIC231,16020,106,2988,661.7,16,6,Corangamite,27/05/2022,2022-05-28
Darebin (C),VIC205,164184,1688,47939,1028.1,177,7,Darebin,27/05/2022,2022-05-28
East Gippsland (S),VIC243,47316,454,8983,959.5,41,6,East Gippsland,27/05/2022,2022-05-28
Frankston (C),VIC227,142643,1401,40140,982.2,174,6,Frankston,27/05/2022,2022-05-28
Gannawarra (S),VIC214,10472,80,1658,763.9,8,6,Gannawarra,27/05/2022,2022-05-28
Glen Eira (C),VIC177,156511,1353,46778,864.5,178,6,Glen Eira,27/05/2022,2022-05-28
Glenelg (S),VIC223,19674,192,3649,975.9,22,6,Glenelg,27/05/2022,2022-05-28
Golden Plains (S),VIC230,23722,317,5929,1336.3,50,7,Golden Plains,27/05/2022,2022-05-28
Greater Bendigo (C),VIC193,118093,1465,31197,1240.5,218,7,Greater Bendigo,27/05/2022,2022-05-28
Greater Dandenong (C),VIC247,168201,1170,45735,695.6,173,6,Greater Dandenong,27/05/2022,2022-05-28
Greater Geelong (C),VIC215,258934,3526,72961,1361.7,456,7,Greater Geelong,27/05/2022,2022-05-28
Greater Shepparton (C),VIC93,66498,648,17737,974.5,69,6,Greater Shepparton,27/05/2022,2022-05-28
Hepburn (S),VIC94,15975,179,3180,1120.5,19,7,Hepburn,27/05/2022,2022-05-28
Hindmarsh (S),VIC152,5588,58,1107,1037.9,7,7,Hindmarsh,27/05/2022,2022-05-28
Hobsons Bay (C),VIC235,97751,920,26942,941.2,110,6,Hobsons Bay,27/05/2022,2022-05-28
Horsham (RC),VIC153,19921,303,4736,1521,53,7,Horsham,27/05/2022,2022-05-28
Hume (C),VIC198,233471,1739,78118,744.8,248,6,Hume,27/05/2022,2022-05-28
Indigo (S),VIC191,16701,207,3687,1239.4,35,7,Indigo,27/05/2022,2022-05-28
Interstate,,,129,5035,0,26,0,,27/05/2022,2022-05-28
Kingston (C),VIC226,165782,1655,47319,998.3,233,6,Kingston,27/05/2022,2022-05-28
Knox (C),VIC209,164538,1863,44080,1132.3,233,7,Knox,27/05/2022,2022-05-28
Latrobe (C),VIC219,75561,870,19818,1151.4,127,7,Latrobe,27/05/2022,2022-05-28
