LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,65,3360,507.3,10,6,Alpine,29/06/2022,2022-06-30
Ararat (RC),VIC220,11845,41,2757,346.1,7,5,Ararat,29/06/2022,2022-06-30
Ballarat (C),VIC241,109505,856,36684,781.7,187,6,Ballarat,29/06/2022,2022-06-30
Banyule (C),VIC188,131631,1002,42930,761.2,200,6,Banyule,29/06/2022,2022-06-30
Bass Coast (S),VIC173,36320,250,10593,688.3,37,6,Bass Coast,29/06/2022,2022-06-30
Baw Baw (S),VIC194,53396,391,16319,732.3,79,6,Baw Baw,29/06/2022,2022-06-30
Bayside (C),VIC182,106862,775,33615,725.2,143,6,Bayside,29/06/2022,2022-06-30
Benalla (RC),VIC199,14037,48,3306,342,11,5,Benalla,29/06/2022,2022-06-30
Boroondara (C),VIC201,183199,1255,53686,685,257,6,Boroondara,29/06/2022,2022-06-30
Brimbank (C),VIC189,209523,816,64841,389.5,172,5,Brimbank,29/06/2022,2022-06-30
Buloke (S),VIC183,6124,32,1066,522.5,10,6,Buloke,29/06/2022,2022-06-30
Campaspe (S),VIC239,37622,314,9773,834.6,50,6,Campaspe,29/06/2022,2022-06-30
Cardinia (S),VIC212,112159,832,38106,741.8,161,6,Cardinia,29/06/2022,2022-06-30
Casey (C),VIC213,353872,2216,121733,626.2,452,6,Casey,29/06/2022,2022-06-30
Central Goldfields (S),VIC169,13186,86,3055,652.2,17,6,Central Goldfields,29/06/2022,2022-06-30
Colac-Otway (S),VIC224,21564,128,5238,593.6,24,6,Colac-Otway,29/06/2022,2022-06-30
Corangamite (S),VIC231,16020,97,3474,605.5,14,6,Corangamite,29/06/2022,2022-06-30
Darebin (C),VIC205,164184,1276,54352,777.2,266,6,Darebin,29/06/2022,2022-06-30
East Gippsland (S),VIC243,47316,293,10640,619.2,53,6,East Gippsland,29/06/2022,2022-06-30
Frankston (C),VIC227,142643,1055,45271,739.6,234,6,Frankston,29/06/2022,2022-06-30
Gannawarra (S),VIC214,10472,37,1993,353.3,4,5,Gannawarra,29/06/2022,2022-06-30
Glen Eira (C),VIC177,156511,1078,52355,688.8,223,6,Glen Eira,29/06/2022,2022-06-30
Glenelg (S),VIC223,19674,106,4579,538.8,20,6,Glenelg,29/06/2022,2022-06-30
Golden Plains (S),VIC230,23722,210,7055,885.3,32,6,Golden Plains,29/06/2022,2022-06-30
