LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,156,2830,1217.4,28,7,Alpine,20/05/2022,2022-05-21
Ararat (RC),VIC220,11845,134,2325,1131.3,11,7,Ararat,20/05/2022,2022-05-21
Ballarat (C),VIC241,109505,2214,29791,2021.8,345,7,Ballarat,20/05/2022,2022-05-21
Banyule (C),VIC188,131631,1633,36091,1240.6,236,7,Banyule,20/05/2022,2022-05-21
Bass Coast (S),VIC173,36320,562,8451,1547.4,86,7,Bass Coast,20/05/2022,2022-05-21
Baw Baw (S),VIC194,53396,759,13490,1421.5,122,7,Baw Baw,20/05/2022,2022-05-21
Bayside (C),VIC182,106862,1200,28975,1122.9,171,7,Bayside,20/05/2022,2022-05-21
Benalla (RC),VIC199,14037,128,2690,911.9,19,6,Benalla,20/05/2022,2022-05-21
Boroondara (C),VIC201,183199,2007,45180,1095.5,320,7,Boroondara,20/05/2022,2022-05-21
Brimbank (C),VIC189,209523,1636,58907,780.8,254,6,Brimbank,20/05/2022,2022-05-21
Buloke (S),VIC183,6124,70,872,1143,6,7,Buloke,20/05/2022,2022-05-21
Campaspe (S),VIC239,37622,362,8016,962.2,64,6,Campaspe,20/05/2022,2022-05-21
Cardinia (S),VIC212,112159,1378,32735,1228.6,210,7,Cardinia,20/05/2022,2022-05-21
Casey (C),VIC213,353872,3805,106756,1075.2,552,7,Casey,20/05/2022,2022-05-21
Central Goldfields (S),VIC169,13186,157,2420,1190.7,16,7,Central Goldfields,20/05/2022,2022-05-21
Colac-Otway (S),VIC224,21564,153,4358,709.5,22,6,Colac-Otway,20/05/2022,2022-05-21
Corangamite (S),VIC231,16020,146,2865,911.4,28,6,Corangamite,20/05/2022,2022-05-21
Darebin (C),VIC205,164184,1919,46063,1168.8,284,7,Darebin,20/05/2022,2022-05-21
East Gippsland (S),VIC243,47316,610,8464,1289.2,104,7,East Gippsland,20/05/2022,2022-05-21
Frankston (C),VIC227,142643,1697,38570,1189.7,265,7,Frankston,20/05/2022,2022-05-21
Gannawarra (S),VIC214,10472,111,1562,1060,19,7,Gannawarra,20/05/2022,2022-05-21
Glen Eira (C),VIC177,156511,1682,45262,1074.7,276,7,Glen Eira,20/05/2022,2022-05-21
Glenelg (S),VIC223,19674,148,3433,752.3,30,6,Glenelg,20/05/2022,2022-05-21
Golden Plains (S),VIC230,23722,340,5573,1433.3,55,7,Golden Plains,20/05/2022,2022-05-21
Greater Bendigo (C),VIC193,118093,1637,29575,1386.2,242,7,Greater Bendigo,20/05/2022,2022-05-21
Greater Dandenong (C),VIC247,168201,1451,44398,862.7,229,6,Greater Dandenong,20/05/2022,2022-05-21
Greater Geelong (C),VIC215,258934,3598,69041,1389.5,570,7,Greater Geelong,20/05/2022,2022-05-21
Greater Shepparton (C),VIC93,66498,836,17007,1257.2,138,7,Greater Shepparton,20/05/2022,2022-05-21
Hepburn (S),VIC94,15975,198,2982,1239.4,36,7,Hepburn,20/05/2022,2022-05-21
Hindmarsh (S),VIC152,5588,79,1045,1413.7,6,7,Hindmarsh,20/05/2022,2022-05-21
Hobsons Bay (C),VIC235,97751,1149,25881,1175.4,172,7,Hobsons Bay,20/05/2022,2022-05-21
Horsham (RC),VIC153,19921,268,4403,1345.3,48,7,Horsham,20/05/2022,2022-05-21
Hume (C),VIC198,233471,2097,76150,898.2,305,6,Hume,20/05/2022,2022-05-21
Indigo (S),VIC191,16701,281,3456,1682.5,44,7,Indigo,20/05/2022,2022-05-21
Interstate,,,143,4927,0,40,0,,20/05/2022,2022-05-21
Kingston (C),VIC226,165782,2106,45442,1270.3,301,7,Kingston,20/05/2022,2022-05-21
Knox (C),VIC209,164538,2177,41979,1323.1,336,7,Knox,20/05/2022,2022-05-21
Latrobe (C),VIC219,75561,981,18868,1298.3,164,7,Latrobe,20/05/2022,2022-05-21
Loddon (S),VIC185,7504,83,1152,1106.1,8,7,Loddon,20/05/2022,2022-05-21
Macedon Ranges (S),VIC228,50231,657,12160,1308,104,7,Macedon Ranges,20/05/2022,2022-05-21
Manningham (C),VIC195,127573,1449,31843,1135.8,262,7,Manningham,20/05/2022,2022-05-21
Mansfield (S),VIC244,9176,68,2215,741.1,10,6,Mansfield,20/05/2022,2022-05-21
Maribyrnong (C),VIC234,93448,970,27955,1038,140,7,Maribyrnong,20/05/2022,2022-05-21
Maroondah (C),VIC207,118558,1639,30034,1382.4,247,7,Maroondah,20/05/2022,2022-05-21
Melbourne (C),VIC132,178955,1576,51375,880.7,280,6,Melbourne,20/05/2022,2022-05-21
Melton (C),VIC237,164895,2161,58297,1310.5,340,7,Melton,20/05/2022,2022-05-21
Mildura (RC),VIC222,55777,452,14133,810.4,73,6,Mildura,20/05/2022,2022-05-21
Mitchell (S),VIC211,46082,516,12499,1119.7,75,7,Mitchell,20/05/2022,2022-05-21
Moira (S),VIC190,29925,365,6731,1219.7,56,7,Moira,20/05/2022,2022-05-21
Monash (C),VIC210,202847,2382,49432,1174.3,376,7,Monash,20/05/2022,2022-05-21
Moonee Valley (C),VIC121,130294,1428,37845,1096,226,7,Moonee Valley,20/05/2022,2022-05-21
Moorabool (S),VIC236,35049,561,9521,1600.6,110,7,Moorabool,20/05/2022,2022-05-21
Moreland (C),VIC131,185767,2099,56244,1129.9,331,7,Moreland,20/05/2022,2022-05-21
Mornington Peninsula (S),VIC204,167636,1874,43041,1117.9,294,7,Mornington Peninsula,20/05/2022,2022-05-21
Mount Alexander (S),VIC105,19754,246,3985,1245.3,30,7,Mount Alexander,20/05/2022,2022-05-21
Moyne (S),VIC229,16953,292,3434,1722.4,60,7,Moyne,20/05/2022,2022-05-21
Murrindindi (S),VIC250,14570,104,2634,713.8,15,6,Murrindindi,20/05/2022,2022-05-21
Nillumbik (S),VIC216,65094,943,17445,1448.7,129,7,Nillumbik,20/05/2022,2022-05-21
Northern Grampians (S),VIC166,11402,107,2303,938.4,14,6,Northern Grampians,20/05/2022,2022-05-21
Overseas,,,2,89,0,0,0,,20/05/2022,2022-05-21
Overseas Traveller,,,0,621,0,0,0,,20/05/2022,2022-05-21
Port Phillip (C),VIC208,115601,974,32465,842.6,122,6,Port Phillip,20/05/2022,2022-05-21
Pyrenees (S),VIC217,7472,111,1343,1485.5,9,7,Pyrenees,20/05/2022,2022-05-21
Queenscliffe (B),VIC238,2940,23,720,782.3,3,6,Queenscliffe,20/05/2022,2022-05-21
South Gippsland (S),VIC178,29914,326,5839,1089.8,47,7,South Gippsland,20/05/2022,2022-05-21
Southern Grampians (S),VIC233,16100,212,3222,1316.8,34,7,Southern Grampians,20/05/2022,2022-05-21
Stonnington (C),VIC203,117768,991,31292,841.5,150,6,Stonnington,20/05/2022,2022-05-21
Strathbogie (S),VIC110,10781,143,2028,1326.4,22,7,Strathbogie,20/05/2022,2022-05-21
Surf Coast (S),VIC225,33456,407,10032,1216.5,68,7,Surf Coast,20/05/2022,2022-05-21
Swan Hill (RC),VIC180,20649,184,4779,891.1,30,6,Swan Hill,20/05/2022,2022-05-21
Towong (S),VIC187,6040,103,976,1705.3,19,7,Towong,20/05/2022,2022-05-21
