LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,86,3134,671.1,8,6,Alpine,09/06/2022,2022-06-10
Ararat (RC),VIC220,11845,95,2632,802,15,6,Ararat,09/06/2022,2022-06-10
Ballarat (C),VIC241,109505,1073,34226,979.9,165,6,Ballarat,09/06/2022,2022-06-10
Banyule (C),VIC188,131631,1114,39933,846.3,171,6,Banyule,09/06/2022,2022-06-10
Bass Coast (S),VIC173,36320,288,9727,793,55,6,Bass Coast,09/06/2022,2022-06-10
Baw Baw (S),VIC194,53396,396,15076,741.6,64,6,Baw Baw,09/06/2022,2022-06-10
Bayside (C),VIC182,106862,753,31514,704.6,102,6,Bayside,09/06/2022,2022-06-10
Benalla (RC),VIC199,14037,138,3107,983.1,20,6,Benalla,09/06/2022,2022-06-10
Boroondara (C),VIC201,183199,1367,49979,746.2,221,6,Boroondara,09/06/2022,2022-06-10
Brimbank (C),VIC189,209523,950,62346,453.4,165,5,Brimbank,09/06/2022,2022-06-10
Buloke (S),VIC183,6124,22,979,359.2,2,5,Buloke,09/06/2022,2022-06-10
Campaspe (S),VIC239,37622,216,8933,574.1,30,6,Campaspe,09/06/2022,2022-06-10
Cardinia (S),VIC212,112159,849,35747,757,135,6,Cardinia,09/06/2022,2022-06-10
Casey (C),VIC213,353872,2271,115207,641.8,348,6,Casey,09/06/2022,2022-06-10
Central Goldfields (S),VIC169,13186,118,2832,894.9,25,6,Central Goldfields,09/06/2022,2022-06-10
Colac-Otway (S),VIC224,21564,109,4868,505.5,12,6,Colac-Otway,09/06/2022,2022-06-10
Corangamite (S),VIC231,16020,90,3193,561.8,14,6,Corangamite,09/06/2022,2022-06-10
Darebin (C),VIC205,164184,1277,50650,777.8,175,6,Darebin,09/06/2022,2022-06-10
East Gippsland (S),VIC243,47316,343,9729,724.9,54,6,East Gippsland,09/06/2022,2022-06-10
Frankston (C),VIC227,142643,1043,42287,731.2,186,6,Frankston,09/06/2022,2022-06-10
Gannawarra (S),VIC214,10472,91,1812,869,13,6,Gannawarra,09/06/2022,2022-06-10
Glen Eira (C),VIC177,156511,1105,49173,706,167,6,Glen Eira,09/06/2022,2022-06-10
Glenelg (S),VIC223,19674,248,4058,1260.5,31,7,Glenelg,09/06/2022,2022-06-10
Golden Plains (S),VIC230,23722,290,6459,1222.5,61,7,Golden Plains,09/06/2022,2022-06-10
Greater Bendigo (C),VIC193,118093,1378,33661,1166.9,274,7,Greater Bendigo,09/06/2022,2022-06-10
Greater Dandenong (C),VIC247,168201,729,47266,433.4,129,5,Greater Dandenong,09/06/2022,2022-06-10
Greater Geelong (C),VIC215,258934,2763,78622,1067.1,504,7,Greater Geelong,09/06/2022,2022-06-10
