LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,111,2949,866.2,17,6,Alpine,26/05/2022,2022-05-27
Ararat (RC),VIC220,11845,97,2422,818.9,22,6,Ararat,26/05/2022,2022-05-27
Ballarat (C),VIC241,109505,2035,31702,1858.4,337,7,Ballarat,26/05/2022,2022-05-27
Banyule (C),VIC188,131631,1469,37444,1116,239,7,Banyule,26/05/2022,2022-05-27
Bass Coast (S),VIC173,36320,450,8902,1239,62,7,Bass Coast,26/05/2022,2022-05-27
Baw Baw (S),VIC194,53396,670,14141,1254.8,108,7,Baw Baw,26/05/2022,2022-05-27
Bayside (C),VIC182,106862,912,29858,853.4,168,6,Bayside,26/05/2022,2022-05-27
Benalla (RC),VIC199,14037,130,2820,926.1,15,6,Benalla,26/05/2022,2022-05-27
Boroondara (C),VIC201,183199,1833,46927,1000.6,297,7,Boroondara,26/05/2022,2022-05-27
Brimbank (C),VIC189,209523,1356,60218,647.2,206,6,Brimbank,26/05/2022,2022-05-27
Buloke (S),VIC183,6124,42,913,685.8,8,6,Buloke,26/05/2022,2022-05-27
Campaspe (S),VIC239,37622,355,8368,943.6,41,6,Campaspe,26/05/2022,2022-05-27
Cardinia (S),VIC212,112159,1104,33801,984.3,182,6,Cardinia,26/05/2022,2022-05-27
Casey (C),VIC213,353872,3231,109914,913,523,6,Casey,26/05/2022,2022-05-27
Central Goldfields (S),VIC169,13186,155,2574,1175.5,28,7,Central Goldfields,26/05/2022,2022-05-27
Colac-Otway (S),VIC224,21564,167,4534,774.4,32,6,Colac-Otway,26/05/2022,2022-05-27
Corangamite (S),VIC231,16020,111,2973,692.9,16,6,Corangamite,26/05/2022,2022-05-27
Darebin (C),VIC205,164184,1769,47769,1077.4,256,7,Darebin,26/05/2022,2022-05-27
East Gippsland (S),VIC243,47316,496,8942,1048.3,89,7,East Gippsland,26/05/2022,2022-05-27
Frankston (C),VIC227,142643,1458,39976,1022.1,242,7,Frankston,26/05/2022,2022-05-27
Gannawarra (S),VIC214,10472,92,1651,878.5,16,6,Gannawarra,26/05/2022,2022-05-27
Glen Eira (C),VIC177,156511,1395,46608,891.3,209,6,Glen Eira,26/05/2022,2022-05-27
Glenelg (S),VIC223,19674,196,3626,996.2,36,6,Glenelg,26/05/2022,2022-05-27
Golden Plains (S),VIC230,23722,318,5878,1340.5,62,7,Golden Plains,26/05/2022,2022-05-27
Greater Bendigo (C),VIC193,118093,1477,31003,1250.7,305,7,Greater Bendigo,26/05/2022,2022-05-27
Greater Dandenong (C),VIC247,168201,1175,45567,698.6,199,6,Greater Dandenong,26/05/2022,2022-05-27
Greater Geelong (C),VIC215,258934,3597,72534,1389.2,712,7,Greater Geelong,26/05/2022,2022-05-27
Greater Shepparton (C),VIC93,66498,678,17674,1019.6,128,7,Greater Shepparton,26/05/2022,2022-05-27
Hepburn (S),VIC94,15975,189,3164,1183.1,40,7,Hepburn,26/05/2022,2022-05-27
Hindmarsh (S),VIC152,5588,57,1101,1020,10,7,Hindmarsh,26/05/2022,2022-05-27
Hobsons Bay (C),VIC235,97751,960,26836,982.1,205,6,Hobsons Bay,26/05/2022,2022-05-27
Horsham (RC),VIC153,19921,311,4699,1561.2,68,7,Horsham,26/05/2022,2022-05-27
Hume (C),VIC198,233471,1772,77880,759,307,6,Hume,26/05/2022,2022-05-27
Indigo (S),VIC191,16701,211,3652,1263.4,29,7,Indigo,26/05/2022,2022-05-27
Interstate,,,135,5032,0,50,0,,26/05/2022,2022-05-27
Kingston (C),VIC226,165782,1702,47096,1026.6,302,7,Kingston,26/05/2022,2022-05-27
Knox (C),VIC209,164538,1963,43871,1193,312,7,Knox,26/05/2022,2022-05-27
Latrobe (C),VIC219,75561,864,19693,1143.4,157,7,Latrobe,26/05/2022,2022-05-27
Loddon (S),VIC185,7504,56,1206,746.3,7,6,Loddon,26/05/2022,2022-05-27
Macedon Ranges (S),VIC228,50231,529,12687,1053.1,77,7,Macedon Ranges,26/05/2022,2022-05-27
Manningham (C),VIC195,127573,1200,32975,940.6,184,6,Manningham,26/05/2022,2022-05-27
Mansfield (S),VIC244,9176,51,2272,555.8,10,6,Mansfield,26/05/2022,2022-05-27
Maribyrnong (C),VIC234,93448,896,28838,958.8,144,6,Maribyrnong,26/05/2022,2022-05-27
Maroondah (C),VIC207,118558,1412,31387,1191,214,7,Maroondah,26/05/2022,2022-05-27
Melbourne (C),VIC132,178955,1467,52807,819.8,240,6,Melbourne,26/05/2022,2022-05-27
Melton (C),VIC237,164895,2029,60272,1230.5,331,7,Melton,26/05/2022,2022-05-27
Mildura (RC),VIC222,55777,423,14545,758.4,69,6,Mildura,26/05/2022,2022-05-27
Mitchell (S),VIC211,46082,483,12956,1048.1,86,7,Mitchell,26/05/2022,2022-05-27
Moira (S),VIC190,29925,286,7013,955.7,42,6,Moira,26/05/2022,2022-05-27
Monash (C),VIC210,202847,2172,51591,1070.8,311,7,Monash,26/05/2022,2022-05-27
Moonee Valley (C),VIC121,130294,1236,39025,948.6,182,6,Moonee Valley,26/05/2022,2022-05-27
Moorabool (S),VIC236,35049,527,10011,1503.6,87,7,Moorabool,26/05/2022,2022-05-27
Moreland (C),VIC131,185767,1815,57965,977,302,6,Moreland,26/05/2022,2022-05-27
Mornington Peninsula (S),VIC204,167636,1640,44641,978.3,253,6,Mornington Peninsula,26/05/2022,2022-05-27
Mount Alexander (S),VIC105,19754,199,4180,1007.4,34,7,Mount Alexander,26/05/2022,2022-05-27
Moyne (S),VIC229,16953,181,3600,1067.7,34,7,Moyne,26/05/2022,2022-05-27
Murrindindi (S),VIC250,14570,161,2803,1105,36,7,Murrindindi,26/05/2022,2022-05-27
Nillumbik (S),VIC216,65094,758,18178,1164.5,135,7,Nillumbik,26/05/2022,2022-05-27
Northern Grampians (S),VIC166,11402,73,2377,640.2,13,6,Northern Grampians,26/05/2022,2022-05-27
Overseas,,,9,100,0,4,0,,26/05/2022,2022-05-27
Overseas Traveller,,,0,621,0,0,0,,26/05/2022,2022-05-27
Port Phillip (C),VIC208,115601,900,33370,778.5,162,6,Port Phillip,26/05/2022,2022-05-27
Pyrenees (S),VIC217,7472,84,1425,1124.2,16,7,Pyrenees,26/05/2022,2022-05-27
Queenscliffe (B),VIC238,2940,16,733,544.2,5,6,Queenscliffe,26/05/2022,2022-05-27
South Gippsland (S),VIC178,29914,310,6141,1036.3,57,7,South Gippsland,26/05/2022,2022-05-27
Southern Grampians (S),VIC233,16100,202,3420,1254.7,29,7,Southern Grampians,26/05/2022,2022-05-27
Stonnington (C),VIC203,117768,901,32155,765.1,155,6,Stonnington,26/05/2022,2022-05-27
Strathbogie (S),VIC110,10781,107,2132,992.5,18,6,Strathbogie,26/05/2022,2022-05-27
Surf Coast (S),VIC225,33456,392,10410,1171.7,81,7,Surf Coast,26/05/2022,2022-05-27
Swan Hill (RC),VIC180,20649,152,4932,736.1,27,6,Swan Hill,26/05/2022,2022-05-27
Towong (S),VIC187,6040,70,1043,1158.9,12,7,Towong,26/05/2022,2022-05-27
Unincorporated Vic,,,9,136,0,0,0,,26/05/2022,2022-05-27
Unknown,,,162,7573,0,43,0,,26/05/2022,2022-05-27
Wangaratta (RC),VIC186,29187,361,6964,1236.9,42,7,Wangaratta,26/05/2022,2022-05-27
Warrnambool (C),VIC179,35181,393,9277,1117.1,87,7,Warrnambool,26/05/2022,2022-05-27
Wellington (S),VIC218,44380,588,9788,1324.9,96,7,Wellington,26/05/2022,2022-05-27
West Wimmera (S),VIC232,3841,38,549,989.3,6,6,West Wimmera,26/05/2022,2022-05-27
Whitehorse (C),VIC196,178739,1973,43245,1103.8,344,7,Whitehorse,26/05/2022,2022-05-27
Whittlesea (C),VIC197,230238,2056,72666,893,308,6,Whittlesea,26/05/2022,2022-05-27
Wodonga (C),VIC192,42083,638,11522,1516.1,84,7,Wodonga,26/05/2022,2022-05-27
Wyndham (C),VIC221,270487,2882,86567,1065.5,468,7,Wyndham,26/05/2022,2022-05-27
Yarra (C),VIC202,101495,1083,31408,1067,184,7,Yarra,26/05/2022,2022-05-27
Yarra Ranges (S),VIC206,159462,1762,41494,1105,304,7,Yarra Ranges,26/05/2022,2022-05-27
Yarriambiack (S),VIC200,6639,65,1036,979.1,11,6,Yarriambiack,26/05/2022,2022-05-27
