LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,66,3316,515.1,6,6,Alpine,25/06/2022,2022-06-26
Ararat (RC),VIC220,11845,39,2734,329.3,6,5,Ararat,25/06/2022,2022-06-26
Ballarat (C),VIC241,109505,830,36060,758,90,6,Ballarat,25/06/2022,2022-06-26
Banyule (C),VIC188,131631,939,42239,713.4,119,6,Banyule,25/06/2022,2022-06-26
Bass Coast (S),VIC173,36320,221,10414,608.5,34,6,Bass Coast,25/06/2022,2022-06-26
Baw Baw (S),VIC194,53396,401,16062,751,40,6,Baw Baw,25/06/2022,2022-06-26
Bayside (C),VIC182,106862,656,33085,613.9,115,6,Bayside,25/06/2022,2022-06-26
Benalla (RC),VIC199,14037,50,3267,356.2,3,5,Benalla,25/06/2022,2022-06-26
Boroondara (C),VIC201,183199,1201,52824,655.6,174,6,Boroondara,25/06/2022,2022-06-26
Brimbank (C),VIC189,209523,760,64265,362.7,109,5,Brimbank,25/06/2022,2022-06-26
Buloke (S),VIC183,6124,27,1042,440.9,3,5,Buloke,25/06/2022,2022-06-26
Campaspe (S),VIC239,37622,233,9487,619.3,30,6,Campaspe,25/06/2022,2022-06-26
Cardinia (S),VIC212,112159,753,37515,671.4,103,6,Cardinia,25/06/2022,2022-06-26
Casey (C),VIC213,353872,2109,120201,596,270,6,Casey,25/06/2022,2022-06-26
Central Goldfields (S),VIC169,13186,65,2997,492.9,16,5,Central Goldfields,25/06/2022,2022-06-26
Colac-Otway (S),VIC224,21564,121,5148,561.1,16,6,Colac-Otway,25/06/2022,2022-06-26
Corangamite (S),VIC231,16020,91,3403,568,16,6,Corangamite,25/06/2022,2022-06-26
Darebin (C),VIC205,164184,1251,53475,762,164,6,Darebin,25/06/2022,2022-06-26
East Gippsland (S),VIC243,47316,272,10437,574.9,40,6,East Gippsland,25/06/2022,2022-06-26
Frankston (C),VIC227,142643,898,44501,629.5,138,6,Frankston,25/06/2022,2022-06-26
Gannawarra (S),VIC214,10472,43,1969,410.6,2,5,Gannawarra,25/06/2022,2022-06-26
Glen Eira (C),VIC177,156511,1014,51609,647.9,134,6,Glen Eira,25/06/2022,2022-06-26
Glenelg (S),VIC223,19674,162,4502,823.4,14,6,Glenelg,25/06/2022,2022-06-26
Golden Plains (S),VIC230,23722,201,6924,847.3,32,6,Golden Plains,25/06/2022,2022-06-26
Greater Bendigo (C),VIC193,118093,1108,36106,938.2,159,6,Greater Bendigo,25/06/2022,2022-06-26
Greater Dandenong (C),VIC247,168201,583,48646,346.6,74,5,Greater Dandenong,25/06/2022,2022-06-26
Greater Geelong (C),VIC215,258934,2364,84355,913,337,6,Greater Geelong,25/06/2022,2022-06-26
Greater Shepparton (C),VIC93,66498,456,19564,685.7,47,6,Greater Shepparton,25/06/2022,2022-06-26
Hepburn (S),VIC94,15975,116,3674,726.1,14,6,Hepburn,25/06/2022,2022-06-26
Hindmarsh (S),VIC152,5588,35,1291,626.3,0,6,Hindmarsh,25/06/2022,2022-06-26
Hobsons Bay (C),VIC235,97751,621,29944,635.3,87,6,Hobsons Bay,25/06/2022,2022-06-26
Horsham (RC),VIC153,19921,150,5536,753,20,6,Horsham,25/06/2022,2022-06-26
Hume (C),VIC198,233471,1095,83396,469,136,5,Hume,25/06/2022,2022-06-26
Indigo (S),VIC191,16701,100,4306,598.8,13,6,Indigo,25/06/2022,2022-06-26
Interstate,,,92,5396,0,33,0,,25/06/2022,2022-06-26
Kingston (C),VIC226,165782,1108,52259,668.3,159,6,Kingston,25/06/2022,2022-06-26
Knox (C),VIC209,164538,1167,49676,709.3,175,6,Knox,25/06/2022,2022-06-26
Latrobe (C),VIC219,75561,493,22324,652.5,58,6,Latrobe,25/06/2022,2022-06-26
Loddon (S),VIC185,7504,22,1410,293.2,0,5,Loddon,25/06/2022,2022-06-26
Macedon Ranges (S),VIC228,50231,313,14286,623.1,43,6,Macedon Ranges,25/06/2022,2022-06-26
Manningham (C),VIC195,127573,918,37606,719.6,109,6,Manningham,25/06/2022,2022-06-26
Mansfield (S),VIC244,9176,61,2603,664.8,11,6,Mansfield,25/06/2022,2022-06-26
Maribyrnong (C),VIC234,93448,584,31910,624.9,76,6,Maribyrnong,25/06/2022,2022-06-26
Maroondah (C),VIC207,118558,981,36152,827.4,155,6,Maroondah,25/06/2022,2022-06-26
Melbourne (C),VIC132,178955,1237,58017,691.2,155,6,Melbourne,25/06/2022,2022-06-26
Melton (C),VIC237,164895,911,65000,552.5,119,6,Melton,25/06/2022,2022-06-26
Mildura (RC),VIC222,55777,347,16038,622.1,54,6,Mildura,25/06/2022,2022-06-26
Mitchell (S),VIC211,46082,299,14483,648.8,41,6,Mitchell,25/06/2022,2022-06-26
Moira (S),VIC190,29925,106,7653,354.2,9,5,Moira,25/06/2022,2022-06-26
