LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,64,3271,499.5,9,5,Alpine,21/06/2022,2022-06-22
Ararat (RC),VIC220,11845,44,2706,371.5,7,5,Ararat,21/06/2022,2022-06-22
Ballarat (C),VIC241,109505,790,35563,721.4,143,6,Ballarat,21/06/2022,2022-06-22
Banyule (C),VIC188,131631,956,41650,726.3,178,6,Banyule,21/06/2022,2022-06-22
Bass Coast (S),VIC173,36320,257,10260,707.6,30,6,Bass Coast,21/06/2022,2022-06-22
Baw Baw (S),VIC194,53396,423,15810,792.2,74,6,Baw Baw,21/06/2022,2022-06-22
Bayside (C),VIC182,106862,574,32633,537.1,94,6,Bayside,21/06/2022,2022-06-22
Benalla (RC),VIC199,14037,77,3244,548.6,11,6,Benalla,21/06/2022,2022-06-22
Boroondara (C),VIC201,183199,1192,52055,650.7,202,6,Boroondara,21/06/2022,2022-06-22
Brimbank (C),VIC189,209523,779,63761,371.8,135,5,Brimbank,21/06/2022,2022-06-22
Buloke (S),VIC183,6124,17,1022,277.6,5,5,Buloke,21/06/2022,2022-06-22
Campaspe (S),VIC239,37622,231,9340,614,47,6,Campaspe,21/06/2022,2022-06-22
Cardinia (S),VIC212,112159,763,37053,680.3,149,6,Cardinia,21/06/2022,2022-06-22
Casey (C),VIC213,353872,2070,118839,585,361,6,Casey,21/06/2022,2022-06-22
Central Goldfields (S),VIC169,13186,55,2944,417.1,7,5,Central Goldfields,21/06/2022,2022-06-22
Colac-Otway (S),VIC224,21564,121,5071,561.1,23,6,Colac-Otway,21/06/2022,2022-06-22
Corangamite (S),VIC231,16020,99,3347,618,21,6,Corangamite,21/06/2022,2022-06-22
Darebin (C),VIC205,164184,1127,52674,686.4,238,6,Darebin,21/06/2022,2022-06-22
East Gippsland (S),VIC243,47316,288,10267,608.7,44,6,East Gippsland,21/06/2022,2022-06-22
Frankston (C),VIC227,142643,901,43931,631.6,168,6,Frankston,21/06/2022,2022-06-22
Gannawarra (S),VIC214,10472,58,1943,553.9,8,6,Gannawarra,21/06/2022,2022-06-22
Glen Eira (C),VIC177,156511,1014,50949,647.9,167,6,Glen Eira,21/06/2022,2022-06-22
Glenelg (S),VIC223,19674,202,4419,1026.7,32,7,Glenelg,21/06/2022,2022-06-22
Golden Plains (S),VIC230,23722,199,6798,838.9,38,6,Golden Plains,21/06/2022,2022-06-22
Greater Bendigo (C),VIC193,118093,1051,35419,890,185,6,Greater Bendigo,21/06/2022,2022-06-22
Greater Dandenong (C),VIC247,168201,568,48275,337.7,110,5,Greater Dandenong,21/06/2022,2022-06-22
Greater Geelong (C),VIC215,258934,2347,82771,906.4,423,6,Greater Geelong,21/06/2022,2022-06-22
Greater Shepparton (C),VIC93,66498,433,19287,651.1,95,6,Greater Shepparton,21/06/2022,2022-06-22
Hepburn (S),VIC94,15975,91,3610,569.6,23,6,Hepburn,21/06/2022,2022-06-22
Hindmarsh (S),VIC152,5588,45,1274,805.3,4,6,Hindmarsh,21/06/2022,2022-06-22
Hobsons Bay (C),VIC235,97751,587,29531,600.5,110,6,Hobsons Bay,21/06/2022,2022-06-22
Horsham (RC),VIC153,19921,171,5440,858.4,21,6,Horsham,21/06/2022,2022-06-22
Hume (C),VIC198,233471,1038,82681,444.6,190,5,Hume,21/06/2022,2022-06-22
Indigo (S),VIC191,16701,146,4250,874.2,21,6,Indigo,21/06/2022,2022-06-22
Interstate,,,82,5342,0,23,0,,21/06/2022,2022-06-22
Kingston (C),VIC226,165782,1001,51539,603.8,202,6,Kingston,21/06/2022,2022-06-22
Knox (C),VIC209,164538,1228,48907,746.3,197,6,Knox,21/06/2022,2022-06-22
Latrobe (C),VIC219,75561,517,22042,684.2,100,6,Latrobe,21/06/2022,2022-06-22
Loddon (S),VIC185,7504,44,1403,586.4,9,6,Loddon,21/06/2022,2022-06-22
Macedon Ranges (S),VIC228,50231,312,14091,621.1,59,6,Macedon Ranges,21/06/2022,2022-06-22
Manningham (C),VIC195,127573,831,36998,651.4,171,6,Manningham,21/06/2022,2022-06-22
Mansfield (S),VIC244,9176,56,2565,610.3,10,6,Mansfield,21/06/2022,2022-06-22
Maribyrnong (C),VIC234,93448,596,31538,637.8,109,6,Maribyrnong,21/06/2022,2022-06-22
Maroondah (C),VIC207,118558,903,35467,761.7,179,6,Maroondah,21/06/2022,2022-06-22
Melbourne (C),VIC132,178955,1186,57270,662.7,238,6,Melbourne,21/06/2022,2022-06-22
Melton (C),VIC237,164895,855,64391,518.5,164,6,Melton,21/06/2022,2022-06-22
Mildura (RC),VIC222,55777,319,15817,571.9,68,6,Mildura,21/06/2022,2022-06-22
Mitchell (S),VIC211,46082,274,14277,594.6,57,6,Mitchell,21/06/2022,2022-06-22
Moira (S),VIC190,29925,123,7590,411,15,5,Moira,21/06/2022,2022-06-22
Monash (C),VIC210,202847,1196,57241,589.6,223,6,Monash,21/06/2022,2022-06-22
Moonee Valley (C),VIC121,130294,771,42436,591.7,164,6,Moonee Valley,21/06/2022,2022-06-22
Moorabool (S),VIC236,35049,208,10934,593.5,46,6,Moorabool,21/06/2022,2022-06-22
Moreland (C),VIC131,185767,1197,63035,644.4,280,6,Moreland,21/06/2022,2022-06-22
Mornington Peninsula (S),VIC204,167636,1009,48823,601.9,227,6,Mornington Peninsula,21/06/2022,2022-06-22
Mount Alexander (S),VIC105,19754,134,4759,678.3,31,6,Mount Alexander,21/06/2022,2022-06-22
Moyne (S),VIC229,16953,101,4054,595.8,19,6,Moyne,21/06/2022,2022-06-22
Murrindindi (S),VIC250,14570,90,3172,617.7,10,6,Murrindindi,21/06/2022,2022-06-22
Nillumbik (S),VIC216,65094,448,20356,688.2,62,6,Nillumbik,21/06/2022,2022-06-22
Northern Grampians (S),VIC166,11402,45,2672,394.7,11,5,Northern Grampians,21/06/2022,2022-06-22
Overseas,,,0,119,0,0,0,,21/06/2022,2022-06-22
Overseas Traveller,,,0,621,0,0,0,,21/06/2022,2022-06-22
Port Phillip (C),VIC208,115601,744,36601,643.6,141,6,Port Phillip,21/06/2022,2022-06-22
Pyrenees (S),VIC217,7472,28,1640,374.7,4,5,Pyrenees,21/06/2022,2022-06-22
Queenscliffe (B),VIC238,2940,15,820,510.2,2,6,Queenscliffe,21/06/2022,2022-06-22
South Gippsland (S),VIC178,29914,168,6958,561.6,39,6,South Gippsland,21/06/2022,2022-06-22
Southern Grampians (S),VIC233,16100,85,3956,528,18,6,Southern Grampians,21/06/2022,2022-06-22
