LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,73,3262,569.7,16,6,Alpine,20/06/2022,2022-06-21
Ararat (RC),VIC220,11845,44,2699,371.5,4,5,Ararat,20/06/2022,2022-06-21
Ballarat (C),VIC241,109505,815,35428,744.3,179,6,Ballarat,20/06/2022,2022-06-21
Banyule (C),VIC188,131631,976,41472,741.5,165,6,Banyule,20/06/2022,2022-06-21
Bass Coast (S),VIC173,36320,288,10231,793,43,6,Bass Coast,20/06/2022,2022-06-21
Baw Baw (S),VIC194,53396,429,15737,803.4,82,6,Baw Baw,20/06/2022,2022-06-21
Bayside (C),VIC182,106862,598,32535,559.6,113,6,Bayside,20/06/2022,2022-06-21
Benalla (RC),VIC199,14037,86,3233,612.7,10,6,Benalla,20/06/2022,2022-06-21
Boroondara (C),VIC201,183199,1188,51852,648.5,204,6,Boroondara,20/06/2022,2022-06-21
Brimbank (C),VIC189,209523,834,63630,398,134,5,Brimbank,20/06/2022,2022-06-21
Buloke (S),VIC183,6124,18,1017,293.9,1,5,Buloke,20/06/2022,2022-06-21
Campaspe (S),VIC239,37622,223,9293,592.7,34,6,Campaspe,20/06/2022,2022-06-21
Cardinia (S),VIC212,112159,768,36905,684.7,165,6,Cardinia,20/06/2022,2022-06-21
Casey (C),VIC213,353872,2092,118485,591.2,377,6,Casey,20/06/2022,2022-06-21
Central Goldfields (S),VIC169,13186,59,2938,447.4,8,5,Central Goldfields,20/06/2022,2022-06-21
Colac-Otway (S),VIC224,21564,122,5048,565.8,29,6,Colac-Otway,20/06/2022,2022-06-21
Corangamite (S),VIC231,16020,90,3326,561.8,17,6,Corangamite,20/06/2022,2022-06-21
Darebin (C),VIC205,164184,1079,52438,657.2,195,6,Darebin,20/06/2022,2022-06-21
East Gippsland (S),VIC243,47316,309,10224,653.1,55,6,East Gippsland,20/06/2022,2022-06-21
Frankston (C),VIC227,142643,921,43769,645.7,158,6,Frankston,20/06/2022,2022-06-21
Gannawarra (S),VIC214,10472,72,1935,687.5,5,6,Gannawarra,20/06/2022,2022-06-21
Glen Eira (C),VIC177,156511,1039,50785,663.9,200,6,Glen Eira,20/06/2022,2022-06-21
Glenelg (S),VIC223,19674,210,4388,1067.4,32,7,Glenelg,20/06/2022,2022-06-21
Golden Plains (S),VIC230,23722,203,6763,855.7,30,6,Golden Plains,20/06/2022,2022-06-21
Greater Bendigo (C),VIC193,118093,1069,35233,905.2,212,6,Greater Bendigo,20/06/2022,2022-06-21
Greater Dandenong (C),VIC247,168201,575,48169,341.9,107,5,Greater Dandenong,20/06/2022,2022-06-21
Greater Geelong (C),VIC215,258934,2420,82344,934.6,378,6,Greater Geelong,20/06/2022,2022-06-21
Greater Shepparton (C),VIC93,66498,409,19191,615.1,80,6,Greater Shepparton,20/06/2022,2022-06-21
Hepburn (S),VIC94,15975,94,3588,588.4,20,6,Hepburn,20/06/2022,2022-06-21
Hindmarsh (S),VIC152,5588,46,1270,823.2,12,6,Hindmarsh,20/06/2022,2022-06-21
Hobsons Bay (C),VIC235,97751,568,29422,581.1,112,6,Hobsons Bay,20/06/2022,2022-06-21
Horsham (RC),VIC153,19921,189,5419,948.7,27,6,Horsham,20/06/2022,2022-06-21
Hume (C),VIC198,233471,1083,82492,463.9,190,5,Hume,20/06/2022,2022-06-21
Indigo (S),VIC191,16701,144,4230,862.2,24,6,Indigo,20/06/2022,2022-06-21
Interstate,,,79,5333,0,31,0,,20/06/2022,2022-06-21
Kingston (C),VIC226,165782,979,51343,590.5,178,6,Kingston,20/06/2022,2022-06-21
Knox (C),VIC209,164538,1265,48710,768.8,206,6,Knox,20/06/2022,2022-06-21
Latrobe (C),VIC219,75561,510,21941,675,99,6,Latrobe,20/06/2022,2022-06-21
Loddon (S),VIC185,7504,47,1395,626.3,7,6,Loddon,20/06/2022,2022-06-21
Macedon Ranges (S),VIC228,50231,312,14033,621.1,45,6,Macedon Ranges,20/06/2022,2022-06-21
Manningham (C),VIC195,127573,831,36836,651.4,149,6,Manningham,20/06/2022,2022-06-21
Mansfield (S),VIC244,9176,60,2555,653.9,15,6,Mansfield,20/06/2022,2022-06-21
Maribyrnong (C),VIC234,93448,617,31431,660.3,95,6,Maribyrnong,20/06/2022,2022-06-21
Maroondah (C),VIC207,118558,899,35290,758.3,152,6,Maroondah,20/06/2022,2022-06-21
Melbourne (C),VIC132,178955,1114,57032,622.5,236,6,Melbourne,20/06/2022,2022-06-21
