LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,62,3297,483.8,11,5,Alpine,23/06/2022,2022-06-24
Ararat (RC),VIC220,11845,35,2718,295.5,6,5,Ararat,23/06/2022,2022-06-24
Ballarat (C),VIC241,109505,833,35865,760.7,147,6,Ballarat,23/06/2022,2022-06-24
Banyule (C),VIC188,131631,959,41999,728.6,185,6,Banyule,23/06/2022,2022-06-24
Bass Coast (S),VIC173,36320,236,10347,649.8,46,6,Bass Coast,23/06/2022,2022-06-24
Baw Baw (S),VIC194,53396,394,15942,737.9,72,6,Baw Baw,23/06/2022,2022-06-24
Bayside (C),VIC182,106862,601,32850,562.4,102,6,Bayside,23/06/2022,2022-06-24
Benalla (RC),VIC199,14037,68,3259,484.4,11,5,Benalla,23/06/2022,2022-06-24
Boroondara (C),VIC201,183199,1198,52457,653.9,211,6,Boroondara,23/06/2022,2022-06-24
Brimbank (C),VIC189,209523,761,64029,363.2,134,5,Brimbank,23/06/2022,2022-06-24
Buloke (S),VIC183,6124,26,1035,424.6,4,5,Buloke,23/06/2022,2022-06-24
Campaspe (S),VIC239,37622,227,9426,603.4,54,6,Campaspe,23/06/2022,2022-06-24
Cardinia (S),VIC212,112159,755,37309,673.2,130,6,Cardinia,23/06/2022,2022-06-24
Casey (C),VIC213,353872,2089,119579,590.3,387,6,Casey,23/06/2022,2022-06-24
Central Goldfields (S),VIC169,13186,57,2969,432.3,11,5,Central Goldfields,23/06/2022,2022-06-24
Colac-Otway (S),VIC224,21564,124,5116,575,24,6,Colac-Otway,23/06/2022,2022-06-24
Corangamite (S),VIC231,16020,93,3376,580.5,9,6,Corangamite,23/06/2022,2022-06-24
Darebin (C),VIC205,164184,1178,53118,717.5,206,6,Darebin,23/06/2022,2022-06-24
East Gippsland (S),VIC243,47316,286,10361,604.4,53,6,East Gippsland,23/06/2022,2022-06-24
Frankston (C),VIC227,142643,877,44234,614.8,152,6,Frankston,23/06/2022,2022-06-24
Gannawarra (S),VIC214,10472,49,1961,467.9,12,5,Gannawarra,23/06/2022,2022-06-24
Glen Eira (C),VIC177,156511,1034,51313,660.7,166,6,Glen Eira,23/06/2022,2022-06-24
Glenelg (S),VIC223,19674,186,4470,945.4,27,6,Glenelg,23/06/2022,2022-06-24
Golden Plains (S),VIC230,23722,191,6861,805.2,37,6,Golden Plains,23/06/2022,2022-06-24
Greater Bendigo (C),VIC193,118093,1036,35771,877.3,196,6,Greater Bendigo,23/06/2022,2022-06-24
Greater Dandenong (C),VIC247,168201,565,48468,335.9,105,5,Greater Dandenong,23/06/2022,2022-06-24
Greater Geelong (C),VIC215,258934,2355,83662,909.5,434,6,Greater Geelong,23/06/2022,2022-06-24
Greater Shepparton (C),VIC93,66498,450,19446,676.7,103,6,Greater Shepparton,23/06/2022,2022-06-24
Hepburn (S),VIC94,15975,109,3647,682.3,24,6,Hepburn,23/06/2022,2022-06-24
Hindmarsh (S),VIC152,5588,40,1287,715.8,9,6,Hindmarsh,23/06/2022,2022-06-24
Hobsons Bay (C),VIC235,97751,602,29760,615.9,131,6,Hobsons Bay,23/06/2022,2022-06-24
Horsham (RC),VIC153,19921,160,5493,803.2,25,6,Horsham,23/06/2022,2022-06-24
Hume (C),VIC198,233471,1093,83091,468.2,199,5,Hume,23/06/2022,2022-06-24
Indigo (S),VIC191,16701,120,4289,718.5,15,6,Indigo,23/06/2022,2022-06-24
Interstate,,,95,5377,0,36,0,,23/06/2022,2022-06-24
Kingston (C),VIC226,165782,1026,51919,618.9,175,6,Kingston,23/06/2022,2022-06-24
Knox (C),VIC209,164538,1197,49338,727.5,211,6,Knox,23/06/2022,2022-06-24
