LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,67,3229,522.9,9,6,Alpine,17/06/2022,2022-06-18
Ararat (RC),VIC220,11845,42,2687,354.6,11,5,Ararat,17/06/2022,2022-06-18
Ballarat (C),VIC241,109505,754,35063,688.6,110,6,Ballarat,17/06/2022,2022-06-18
Banyule (C),VIC188,131631,1007,41095,765,159,6,Banyule,17/06/2022,2022-06-18
Bass Coast (S),VIC173,36320,334,10119,919.6,52,6,Bass Coast,17/06/2022,2022-06-18
Baw Baw (S),VIC194,53396,398,15555,745.4,64,6,Baw Baw,17/06/2022,2022-06-18
Bayside (C),VIC182,106862,611,32268,571.8,95,6,Bayside,17/06/2022,2022-06-18
Benalla (RC),VIC199,14037,78,3195,555.7,10,6,Benalla,17/06/2022,2022-06-18
Boroondara (C),VIC201,183199,1086,51280,592.8,198,6,Boroondara,17/06/2022,2022-06-18
Brimbank (C),VIC189,209523,814,63277,388.5,119,5,Brimbank,17/06/2022,2022-06-18
Buloke (S),VIC183,6124,20,1012,326.6,4,5,Buloke,17/06/2022,2022-06-18
Campaspe (S),VIC239,37622,234,9212,622,36,6,Campaspe,17/06/2022,2022-06-18
Cardinia (S),VIC212,112159,694,36552,618.8,104,6,Cardinia,17/06/2022,2022-06-18
Casey (C),VIC213,353872,2013,117550,568.8,338,6,Casey,17/06/2022,2022-06-18
Central Goldfields (S),VIC169,13186,74,2917,561.2,12,6,Central Goldfields,17/06/2022,2022-06-18
Colac-Otway (S),VIC224,21564,108,4994,500.8,24,6,Colac-Otway,17/06/2022,2022-06-18
Corangamite (S),VIC231,16020,88,3288,549.3,15,6,Corangamite,17/06/2022,2022-06-18
Darebin (C),VIC205,164184,1090,51968,663.9,160,6,Darebin,17/06/2022,2022-06-18
East Gippsland (S),VIC243,47316,312,10102,659.4,65,6,East Gippsland,17/06/2022,2022-06-18
Frankston (C),VIC227,142643,936,43385,656.2,132,6,Frankston,17/06/2022,2022-06-18
Gannawarra (S),VIC214,10472,83,1911,792.6,8,6,Gannawarra,17/06/2022,2022-06-18
Glen Eira (C),VIC177,156511,940,50310,600.6,164,6,Glen Eira,17/06/2022,2022-06-18
Glenelg (S),VIC223,19674,189,4288,960.7,19,6,Glenelg,17/06/2022,2022-06-18
Golden Plains (S),VIC230,23722,189,6673,796.7,27,6,Golden Plains,17/06/2022,2022-06-18
Greater Bendigo (C),VIC193,118093,1055,34776,893.4,167,6,Greater Bendigo,17/06/2022,2022-06-18
Greater Dandenong (C),VIC247,168201,552,47915,328.2,94,5,Greater Dandenong,17/06/2022,2022-06-18
Greater Geelong (C),VIC215,258934,2398,81339,926.1,368,6,Greater Geelong,17/06/2022,2022-06-18
Greater Shepparton (C),VIC93,66498,384,19018,577.5,55,6,Greater Shepparton,17/06/2022,2022-06-18
Hepburn (S),VIC94,15975,93,3544,582.2,15,6,Hepburn,17/06/2022,2022-06-18
Hindmarsh (S),VIC152,5588,42,1250,751.6,8,6,Hindmarsh,17/06/2022,2022-06-18
Hobsons Bay (C),VIC235,97751,541,29155,553.4,83,6,Hobsons Bay,17/06/2022,2022-06-18
Horsham (RC),VIC153,19921,194,5345,973.8,27,6,Horsham,17/06/2022,2022-06-18
Hume (C),VIC198,233471,1145,82031,490.4,186,5,Hume,17/06/2022,2022-06-18
Indigo (S),VIC191,16701,136,4173,814.3,28,6,Indigo,17/06/2022,2022-06-18
Interstate,,,64,5305,0,30,0,,17/06/2022,2022-06-18
Kingston (C),VIC226,165782,949,50917,572.4,125,6,Kingston,17/06/2022,2022-06-18
Knox (C),VIC209,164538,1164,48140,707.4,224,6,Knox,17/06/2022,2022-06-18
Latrobe (C),VIC219,75561,459,21699,607.5,68,6,Latrobe,17/06/2022,2022-06-18
Loddon (S),VIC185,7504,45,1377,599.7,2,6,Loddon,17/06/2022,2022-06-18
Macedon Ranges (S),VIC228,50231,339,13911,674.9,48,6,Macedon Ranges,17/06/2022,2022-06-18
Manningham (C),VIC195,127573,869,36452,681.2,132,6,Manningham,17/06/2022,2022-06-18
Mansfield (S),VIC244,9176,69,2530,752,11,6,Mansfield,17/06/2022,2022-06-18
Maribyrnong (C),VIC234,93448,632,31197,676.3,110,6,Maribyrnong,17/06/2022,2022-06-18
Maroondah (C),VIC207,118558,868,34878,732.1,118,6,Maroondah,17/06/2022,2022-06-18
Melbourne (C),VIC132,178955,1005,56510,561.6,198,6,Melbourne,17/06/2022,2022-06-18
Melton (C),VIC237,164895,903,63866,547.6,144,6,Melton,17/06/2022,2022-06-18
Mildura (RC),VIC222,55777,280,15590,502,46,6,Mildura,17/06/2022,2022-06-18
Mitchell (S),VIC211,46082,290,14115,629.3,45,6,Mitchell,17/06/2022,2022-06-18
Moira (S),VIC190,29925,138,7527,461.2,26,5,Moira,17/06/2022,2022-06-18
Monash (C),VIC210,202847,1140,56463,562,200,6,Monash,17/06/2022,2022-06-18
Moonee Valley (C),VIC121,130294,726,41936,557.2,113,6,Moonee Valley,17/06/2022,2022-06-18
Moorabool (S),VIC236,35049,187,10797,533.5,33,6,Moorabool,17/06/2022,2022-06-18
Moreland (C),VIC131,185767,1083,62267,583,173,6,Moreland,17/06/2022,2022-06-18
