LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,57,3236,444.8,6,5,Alpine,18/06/2022,2022-06-19
Ararat (RC),VIC220,11845,41,2690,346.1,3,5,Ararat,18/06/2022,2022-06-19
Ballarat (C),VIC241,109505,752,35151,686.7,89,6,Ballarat,18/06/2022,2022-06-19
Banyule (C),VIC188,131631,979,41193,743.7,102,6,Banyule,18/06/2022,2022-06-19
Bass Coast (S),VIC173,36320,316,10152,870,32,6,Bass Coast,18/06/2022,2022-06-19
Baw Baw (S),VIC194,53396,401,15598,751,47,6,Baw Baw,18/06/2022,2022-06-19
Bayside (C),VIC182,106862,610,32361,570.8,91,6,Bayside,18/06/2022,2022-06-19
Benalla (RC),VIC199,14037,87,3213,619.8,18,6,Benalla,18/06/2022,2022-06-19
Boroondara (C),VIC201,183199,1097,51451,598.8,170,6,Boroondara,18/06/2022,2022-06-19
Brimbank (C),VIC189,209523,807,63384,385.2,110,5,Brimbank,18/06/2022,2022-06-19
Buloke (S),VIC183,6124,20,1014,326.6,2,5,Buloke,18/06/2022,2022-06-19
Campaspe (S),VIC239,37622,224,9239,595.4,27,6,Campaspe,18/06/2022,2022-06-19
Cardinia (S),VIC212,112159,726,36660,647.3,109,6,Cardinia,18/06/2022,2022-06-19
Casey (C),VIC213,353872,2015,117811,569.4,270,6,Casey,18/06/2022,2022-06-19
Central Goldfields (S),VIC169,13186,69,2925,523.3,8,6,Central Goldfields,18/06/2022,2022-06-19
Colac-Otway (S),VIC224,21564,106,5006,491.6,12,5,Colac-Otway,18/06/2022,2022-06-19
Corangamite (S),VIC231,16020,85,3297,530.6,9,6,Corangamite,18/06/2022,2022-06-19
Darebin (C),VIC205,164184,1074,52093,654.1,122,6,Darebin,18/06/2022,2022-06-19
East Gippsland (S),VIC243,47316,305,10136,644.6,36,6,East Gippsland,18/06/2022,2022-06-19
Frankston (C),VIC227,142643,909,43498,637.3,112,6,Frankston,18/06/2022,2022-06-19
Gannawarra (S),VIC214,10472,76,1920,725.7,7,6,Gannawarra,18/06/2022,2022-06-19
Glen Eira (C),VIC177,156511,975,50461,623,153,6,Glen Eira,18/06/2022,2022-06-19
Glenelg (S),VIC223,19674,200,4323,1016.6,35,7,Glenelg,18/06/2022,2022-06-19
Golden Plains (S),VIC230,23722,188,6697,792.5,27,6,Golden Plains,18/06/2022,2022-06-19
Greater Bendigo (C),VIC193,118093,1046,34897,885.7,123,6,Greater Bendigo,18/06/2022,2022-06-19
Greater Dandenong (C),VIC247,168201,550,47989,327,72,5,Greater Dandenong,18/06/2022,2022-06-19
Greater Geelong (C),VIC215,258934,2422,81659,935.4,316,6,Greater Geelong,18/06/2022,2022-06-19
Greater Shepparton (C),VIC93,66498,382,19060,574.5,42,6,Greater Shepparton,18/06/2022,2022-06-19
Hepburn (S),VIC94,15975,90,3551,563.4,7,6,Hepburn,18/06/2022,2022-06-19
Hindmarsh (S),VIC152,5588,41,1253,733.7,3,6,Hindmarsh,18/06/2022,2022-06-19
Hobsons Bay (C),VIC235,97751,541,29234,553.4,80,6,Hobsons Bay,18/06/2022,2022-06-19
Horsham (RC),VIC153,19921,197,5373,988.9,28,6,Horsham,18/06/2022,2022-06-19
Hume (C),VIC198,233471,1121,82161,480.1,130,5,Hume,18/06/2022,2022-06-19
Indigo (S),VIC191,16701,137,4191,820.3,18,6,Indigo,18/06/2022,2022-06-19
Interstate,,,51,5302,0,16,0,,18/06/2022,2022-06-19
Kingston (C),VIC226,165782,956,51051,576.7,133,6,Kingston,18/06/2022,2022-06-19
Knox (C),VIC209,164538,1196,48333,726.9,193,6,Knox,18/06/2022,2022-06-19
Latrobe (C),VIC219,75561,466,21761,616.7,63,6,Latrobe,18/06/2022,2022-06-19
Loddon (S),VIC185,7504,48,1383,639.7,6,6,Loddon,18/06/2022,2022-06-19
Macedon Ranges (S),VIC228,50231,332,13946,660.9,37,6,Macedon Ranges,18/06/2022,2022-06-19
