LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,80,3075,624.3,12,6,Alpine,04/06/2022,2022-06-05
Ararat (RC),VIC220,11845,117,2577,987.8,28,6,Ararat,04/06/2022,2022-06-05
Ballarat (C),VIC241,109505,1214,33430,1108.6,132,7,Ballarat,04/06/2022,2022-06-05
Banyule (C),VIC188,131631,1159,39107,880.5,165,6,Banyule,04/06/2022,2022-06-05
Bass Coast (S),VIC173,36320,392,9492,1079.3,37,7,Bass Coast,04/06/2022,2022-06-05
Baw Baw (S),VIC194,53396,425,14760,795.9,42,6,Baw Baw,04/06/2022,2022-06-05
Bayside (C),VIC182,106862,794,30941,743,115,6,Bayside,04/06/2022,2022-06-05
Benalla (RC),VIC199,14037,148,3009,1054.4,24,7,Benalla,04/06/2022,2022-06-05
Boroondara (C),VIC201,183199,1444,48946,788.2,203,6,Boroondara,04/06/2022,2022-06-05
Brimbank (C),VIC189,209523,955,61621,455.8,127,5,Brimbank,04/06/2022,2022-06-05
Buloke (S),VIC183,6124,28,964,457.2,0,5,Buloke,04/06/2022,2022-06-05
Campaspe (S),VIC239,37622,274,8765,728.3,28,6,Campaspe,04/06/2022,2022-06-05
Cardinia (S),VIC212,112159,927,35118,826.5,129,6,Cardinia,04/06/2022,2022-06-05
Casey (C),VIC213,353872,2544,113525,718.9,313,6,Casey,04/06/2022,2022-06-05
Central Goldfields (S),VIC169,13186,116,2749,879.7,18,6,Central Goldfields,04/06/2022,2022-06-05
Colac-Otway (S),VIC224,21564,179,4789,830.1,16,6,Colac-Otway,04/06/2022,2022-06-05
Corangamite (S),VIC231,16020,109,3128,680.4,7,6,Corangamite,04/06/2022,2022-06-05
Darebin (C),VIC205,164184,1425,49681,867.9,181,6,Darebin,04/06/2022,2022-06-05
East Gippsland (S),VIC243,47316,380,9463,803.1,41,6,East Gippsland,04/06/2022,2022-06-05
Frankston (C),VIC227,142643,1070,41506,750.1,118,6,Frankston,04/06/2022,2022-06-05
Gannawarra (S),VIC214,10472,96,1760,916.7,15,6,Gannawarra,04/06/2022,2022-06-05
Glen Eira (C),VIC177,156511,1234,48295,788.4,156,6,Glen Eira,04/06/2022,2022-06-05
Glenelg (S),VIC223,19674,189,3880,960.7,35,6,Glenelg,04/06/2022,2022-06-05
Golden Plains (S),VIC230,23722,263,6252,1108.7,34,7,Golden Plains,04/06/2022,2022-06-05
Greater Bendigo (C),VIC193,118093,1315,32711,1113.5,227,7,Greater Bendigo,04/06/2022,2022-06-05
Greater Dandenong (C),VIC247,168201,813,46764,483.4,97,5,Greater Dandenong,04/06/2022,2022-06-05
Greater Geelong (C),VIC215,258934,3051,76640,1178.3,428,7,Greater Geelong,04/06/2022,2022-06-05
Greater Shepparton (C),VIC93,66498,424,18280,637.6,48,6,Greater Shepparton,04/06/2022,2022-06-05
Hepburn (S),VIC94,15975,123,3331,770,11,6,Hepburn,04/06/2022,2022-06-05
Hindmarsh (S),VIC152,5588,69,1180,1234.8,17,7,Hindmarsh,04/06/2022,2022-06-05
Hobsons Bay (C),VIC235,97751,840,27940,859.3,133,6,Hobsons Bay,04/06/2022,2022-06-05
Horsham (RC),VIC153,19921,220,4985,1104.4,31,7,Horsham,04/06/2022,2022-06-05
Hume (C),VIC198,233471,1305,79728,559,151,6,Hume,04/06/2022,2022-06-05
Indigo (S),VIC191,16701,146,3875,874.2,17,6,Indigo,04/06/2022,2022-06-05
Interstate,,,109,5165,0,20,0,,04/06/2022,2022-06-05
Kingston (C),VIC226,165782,1289,48937,777.5,167,6,Kingston,04/06/2022,2022-06-05
Knox (C),VIC209,164538,1395,45779,847.8,193,6,Knox,04/06/2022,2022-06-05
Latrobe (C),VIC219,75561,735,20723,972.7,101,6,Latrobe,04/06/2022,2022-06-05
Loddon (S),VIC185,7504,62,1288,826.2,12,6,Loddon,04/06/2022,2022-06-05
Macedon Ranges (S),VIC228,50231,433,13284,862,64,6,Macedon Ranges,04/06/2022,2022-06-05
Manningham (C),VIC195,127573,1124,34552,881.1,167,6,Manningham,04/06/2022,2022-06-05
Mansfield (S),VIC244,9176,64,2371,697.5,5,6,Mansfield,04/06/2022,2022-06-05
Maribyrnong (C),VIC234,93448,759,29889,812.2,100,6,Maribyrnong,04/06/2022,2022-06-05
Maroondah (C),VIC207,118558,1161,32983,979.3,138,6,Maroondah,04/06/2022,2022-06-05
Melbourne (C),VIC132,178955,1231,54529,687.9,159,6,Melbourne,04/06/2022,2022-06-05
Melton (C),VIC237,164895,1287,62021,780.5,206,6,Melton,04/06/2022,2022-06-05
Mildura (RC),VIC222,55777,328,15004,588.1,29,6,Mildura,04/06/2022,2022-06-05
Mitchell (S),VIC211,46082,454,13546,985.2,62,6,Mitchell,04/06/2022,2022-06-05
Moira (S),VIC190,29925,216,7338,721.8,19,6,Moira,04/06/2022,2022-06-05
Monash (C),VIC210,202847,1676,53972,826.2,270,6,Monash,04/06/2022,2022-06-05
Moonee Valley (C),VIC121,130294,981,40412,752.9,98,6,Moonee Valley,04/06/2022,2022-06-05
Moorabool (S),VIC236,35049,266,10392,758.9,25,6,Moorabool,04/06/2022,2022-06-05
Moreland (C),VIC131,185767,1487,60005,800.5,198,6,Moreland,04/06/2022,2022-06-05
Mornington Peninsula (S),VIC204,167636,1201,46342,716.4,132,6,Mornington Peninsula,04/06/2022,2022-06-05
Mount Alexander (S),VIC105,19754,181,4428,916.3,25,6,Mount Alexander,04/06/2022,2022-06-05
Moyne (S),VIC229,16953,106,3751,625.3,17,6,Moyne,04/06/2022,2022-06-05
Murrindindi (S),VIC250,14570,106,2963,727.5,12,6,Murrindindi,04/06/2022,2022-06-05
Nillumbik (S),VIC216,65094,629,19053,966.3,71,6,Nillumbik,04/06/2022,2022-06-05
Northern Grampians (S),VIC166,11402,94,2502,824.4,12,6,Northern Grampians,04/06/2022,2022-06-05
Overseas,,,6,108,0,0,0,,04/06/2022,2022-06-05
Overseas Traveller,,,0,621,0,0,0,,04/06/2022,2022-06-05
Port Phillip (C),VIC208,115601,908,34593,785.5,135,6,Port Phillip,04/06/2022,2022-06-05
Pyrenees (S),VIC217,7472,80,1521,1070.7,10,7,Pyrenees,04/06/2022,2022-06-05
Queenscliffe (B),VIC238,2940,28,770,952.4,4,6,Queenscliffe,04/06/2022,2022-06-05
South Gippsland (S),VIC178,29914,228,6509,762.2,22,6,South Gippsland,04/06/2022,2022-06-05
Southern Grampians (S),VIC233,16100,192,3678,1192.5,35,7,Southern Grampians,04/06/2022,2022-06-05
Stonnington (C),VIC203,117768,782,33223,664,114,6,Stonnington,04/06/2022,2022-06-05
Strathbogie (S),VIC110,10781,77,2242,714.2,3,6,Strathbogie,04/06/2022,2022-06-05
Surf Coast (S),VIC225,33456,325,10863,971.4,57,6,Surf Coast,04/06/2022,2022-06-05
Swan Hill (RC),VIC180,20649,88,5060,426.2,12,5,Swan Hill,04/06/2022,2022-06-05
Towong (S),VIC187,6040,30,1102,496.7,4,5,Towong,04/06/2022,2022-06-05
Unincorporated Vic,,,11,145,0,2,0,,04/06/2022,2022-06-05
Unknown,,,134,7753,0,11,0,,04/06/2022,2022-06-05
Wangaratta (RC),VIC186,29187,276,7357,945.6,31,6,Wangaratta,04/06/2022,2022-06-05
Warrnambool (C),VIC179,35181,259,9628,736.2,46,6,Warrnambool,04/06/2022,2022-06-05
Wellington (S),VIC218,44380,466,10430,1050,64,7,Wellington,04/06/2022,2022-06-05
West Wimmera (S),VIC232,3841,38,593,989.3,2,6,West Wimmera,04/06/2022,2022-06-05
Whitehorse (C),VIC196,178739,1664,45536,931,224,6,Whitehorse,04/06/2022,2022-06-05
Whittlesea (C),VIC197,230238,1532,74852,665.4,231,6,Whittlesea,04/06/2022,2022-06-05
Wodonga (C),VIC192,42083,428,12122,1017,45,7,Wodonga,04/06/2022,2022-06-05
Wyndham (C),VIC221,270487,2177,89571,804.8,289,6,Wyndham,04/06/2022,2022-06-05
Yarra (C),VIC202,101495,776,32502,764.6,107,6,Yarra,04/06/2022,2022-06-05
Yarra Ranges (S),VIC206,159462,1439,43450,902.4,178,6,Yarra Ranges,04/06/2022,2022-06-05
Yarriambiack (S),VIC200,6639,62,1121,933.9,13,6,Yarriambiack,04/06/2022,2022-06-05
