LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,104,3017,811.6,25,6,Alpine,30/05/2022,2022-05-31
Ararat (RC),VIC220,11845,99,2475,835.8,13,6,Ararat,30/05/2022,2022-05-31
Ballarat (C),VIC241,109505,1661,32534,1516.8,220,7,Ballarat,30/05/2022,2022-05-31
Banyule (C),VIC188,131631,1361,38217,1034,212,7,Banyule,30/05/2022,2022-05-31
Bass Coast (S),VIC173,36320,444,9188,1222.5,78,7,Bass Coast,30/05/2022,2022-05-31
Baw Baw (S),VIC194,53396,558,14432,1045,84,7,Baw Baw,30/05/2022,2022-05-31
Bayside (C),VIC182,106862,784,30282,733.7,127,6,Bayside,30/05/2022,2022-05-31
Benalla (RC),VIC199,14037,110,2893,783.6,29,6,Benalla,30/05/2022,2022-05-31
Boroondara (C),VIC201,183199,1605,47796,876.1,239,6,Boroondara,30/05/2022,2022-05-31
Brimbank (C),VIC189,209523,1173,60846,559.8,175,6,Brimbank,30/05/2022,2022-05-31
Buloke (S),VIC183,6124,47,940,767.5,3,6,Buloke,30/05/2022,2022-05-31
Campaspe (S),VIC239,37622,283,8535,752.2,42,6,Campaspe,30/05/2022,2022-05-31
Cardinia (S),VIC212,112159,1006,34382,896.9,170,6,Cardinia,30/05/2022,2022-05-31
Casey (C),VIC213,353872,2840,111541,802.6,505,6,Casey,30/05/2022,2022-05-31
Central Goldfields (S),VIC169,13186,162,2658,1228.6,21,7,Central Goldfields,30/05/2022,2022-05-31
Colac-Otway (S),VIC224,21564,165,4655,765.2,35,6,Colac-Otway,30/05/2022,2022-05-31
Corangamite (S),VIC231,16020,119,3050,742.8,21,6,Corangamite,30/05/2022,2022-05-31
Darebin (C),VIC205,164184,1461,48529,889.9,232,6,Darebin,30/05/2022,2022-05-31
East Gippsland (S),VIC243,47316,393,9167,830.6,83,6,East Gippsland,30/05/2022,2022-05-31
Frankston (C),VIC227,142643,1198,40634,839.9,214,6,Frankston,30/05/2022,2022-05-31
Gannawarra (S),VIC214,10472,56,1674,534.8,6,6,Gannawarra,30/05/2022,2022-05-31
Glen Eira (C),VIC177,156511,1265,47317,808.2,209,6,Glen Eira,30/05/2022,2022-05-31
Glenelg (S),VIC223,19674,180,3718,914.9,17,6,Glenelg,30/05/2022,2022-05-31
Golden Plains (S),VIC230,23722,281,6033,1184.6,39,7,Golden Plains,30/05/2022,2022-05-31
Greater Bendigo (C),VIC193,118093,1314,31667,1112.7,234,7,Greater Bendigo,30/05/2022,2022-05-31
Greater Dandenong (C),VIC247,168201,1016,46122,604,162,6,Greater Dandenong,30/05/2022,2022-05-31
Greater Geelong (C),VIC215,258934,3197,74217,1234.7,518,7,Greater Geelong,30/05/2022,2022-05-31
Greater Shepparton (C),VIC93,66498,558,17953,839.1,99,6,Greater Shepparton,30/05/2022,2022-05-31
Hepburn (S),VIC94,15975,163,3240,1020.3,16,7,Hepburn,30/05/2022,2022-05-31
Hindmarsh (S),VIC152,5588,42,1119,751.6,3,6,Hindmarsh,30/05/2022,2022-05-31
Hobsons Bay (C),VIC235,97751,817,27263,835.8,141,6,Hobsons Bay,30/05/2022,2022-05-31
Horsham (RC),VIC153,19921,238,4816,1194.7,41,7,Horsham,30/05/2022,2022-05-31
Hume (C),VIC198,233471,1525,78695,653.2,263,6,Hume,30/05/2022,2022-05-31
Indigo (S),VIC191,16701,176,3763,1053.8,38,7,Indigo,30/05/2022,2022-05-31
Interstate,,,117,5078,0,26,0,,30/05/2022,2022-05-31
Kingston (C),VIC226,165782,1552,47980,936.2,252,6,Kingston,30/05/2022,2022-05-31
Knox (C),VIC209,164538,1541,44658,936.6,253,6,Knox,30/05/2022,2022-05-31
Latrobe (C),VIC219,75561,806,20141,1066.7,152,7,Latrobe,30/05/2022,2022-05-31
Loddon (S),VIC185,7504,59,1241,786.2,9,6,Loddon,30/05/2022,2022-05-31
Macedon Ranges (S),VIC228,50231,407,12925,810.3,75,6,Macedon Ranges,30/05/2022,2022-05-31
Manningham (C),VIC195,127573,1071,33624,839.5,183,6,Manningham,30/05/2022,2022-05-31
Mansfield (S),VIC244,9176,61,2317,664.8,15,6,Mansfield,30/05/2022,2022-05-31
Maribyrnong (C),VIC234,93448,783,29270,837.9,129,6,Maribyrnong,30/05/2022,2022-05-31
Maroondah (C),VIC207,118558,1235,32079,1041.7,213,7,Maroondah,30/05/2022,2022-05-31
Melbourne (C),VIC132,178955,1258,53497,703,194,6,Melbourne,30/05/2022,2022-05-31
Melton (C),VIC237,164895,1507,60971,913.9,239,6,Melton,30/05/2022,2022-05-31
Mildura (RC),VIC222,55777,369,14750,661.6,68,6,Mildura,30/05/2022,2022-05-31
Mitchell (S),VIC211,46082,443,13205,961.3,85,6,Mitchell,30/05/2022,2022-05-31
Moira (S),VIC190,29925,276,7177,922.3,56,6,Moira,30/05/2022,2022-05-31
Monash (C),VIC210,202847,1842,52637,908.1,304,6,Monash,30/05/2022,2022-05-31
Moonee Valley (C),VIC121,130294,1093,39608,838.9,172,6,Moonee Valley,30/05/2022,2022-05-31
Moorabool (S),VIC236,35049,378,10198,1078.5,59,7,Moorabool,30/05/2022,2022-05-31
Moreland (C),VIC131,185767,1578,58794,849.5,250,6,Moreland,30/05/2022,2022-05-31
Mornington Peninsula (S),VIC204,167636,1383,45391,825,232,6,Mornington Peninsula,30/05/2022,2022-05-31
Mount Alexander (S),VIC105,19754,179,4287,906.1,34,6,Mount Alexander,30/05/2022,2022-05-31
Moyne (S),VIC229,16953,136,3666,802.2,13,6,Moyne,30/05/2022,2022-05-31
Murrindindi (S),VIC250,14570,139,2875,954,25,6,Murrindindi,30/05/2022,2022-05-31
Nillumbik (S),VIC216,65094,673,18567,1033.9,119,7,Nillumbik,30/05/2022,2022-05-31
Northern Grampians (S),VIC166,11402,74,2419,649,13,6,Northern Grampians,30/05/2022,2022-05-31
Overseas,,,9,103,0,2,0,,30/05/2022,2022-05-31
Overseas Traveller,,,0,621,0,0,0,,30/05/2022,2022-05-31
Port Phillip (C),VIC208,115601,834,33834,721.4,146,6,Port Phillip,30/05/2022,2022-05-31
Pyrenees (S),VIC217,7472,57,1452,762.8,12,6,Pyrenees,30/05/2022,2022-05-31
Queenscliffe (B),VIC238,2940,21,746,714.3,1,6,Queenscliffe,30/05/2022,2022-05-31
South Gippsland (S),VIC178,29914,307,6344,1026.3,55,7,South Gippsland,30/05/2022,2022-05-31
Southern Grampians (S),VIC233,16100,177,3511,1099.4,24,7,Southern Grampians,30/05/2022,2022-05-31
Stonnington (C),VIC203,117768,809,32595,686.9,138,6,Stonnington,30/05/2022,2022-05-31
Strathbogie (S),VIC110,10781,73,2176,677.1,11,6,Strathbogie,30/05/2022,2022-05-31
Surf Coast (S),VIC225,33456,340,10581,1016.3,52,7,Surf Coast,30/05/2022,2022-05-31
Swan Hill (RC),VIC180,20649,122,5004,590.8,22,6,Swan Hill,30/05/2022,2022-05-31
Towong (S),VIC187,6040,51,1073,844.4,5,6,Towong,30/05/2022,2022-05-31
Unincorporated Vic,,,1,134,0,1,0,,30/05/2022,2022-05-31
Unknown,,,170,7683,0,30,0,,30/05/2022,2022-05-31
Wangaratta (RC),VIC186,29187,291,7162,997,47,6,Wangaratta,30/05/2022,2022-05-31
Warrnambool (C),VIC179,35181,301,9413,855.6,45,6,Warrnambool,30/05/2022,2022-05-31
Wellington (S),VIC218,44380,479,10053,1079.3,81,7,Wellington,30/05/2022,2022-05-31
West Wimmera (S),VIC232,3841,27,560,702.9,5,6,West Wimmera,30/05/2022,2022-05-31
Whitehorse (C),VIC196,178739,1787,44242,999.8,262,6,Whitehorse,30/05/2022,2022-05-31
Whittlesea (C),VIC197,230238,1701,73620,738.8,277,6,Whittlesea,30/05/2022,2022-05-31
Wodonga (C),VIC192,42083,513,11784,1219,78,7,Wodonga,30/05/2022,2022-05-31
Wyndham (C),VIC221,270487,2336,87816,863.6,407,6,Wyndham,30/05/2022,2022-05-31
Yarra (C),VIC202,101495,899,31882,885.8,145,6,Yarra,30/05/2022,2022-05-31
Yarra Ranges (S),VIC206,159462,1488,42312,933.1,257,6,Yarra Ranges,30/05/2022,2022-05-31
Yarriambiack (S),VIC200,6639,55,1069,828.4,7,6,Yarriambiack,30/05/2022,2022-05-31
