LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,70,3194,546.3,11,6,Alpine,14/06/2022,2022-06-15
Ararat (RC),VIC220,11845,43,2658,363,5,5,Ararat,14/06/2022,2022-06-15
Ballarat (C),VIC241,109505,739,34672,674.9,150,6,Ballarat,14/06/2022,2022-06-15
Banyule (C),VIC188,131631,930,40582,706.5,199,6,Banyule,14/06/2022,2022-06-15
Bass Coast (S),VIC173,36320,316,9955,870,64,6,Bass Coast,14/06/2022,2022-06-15
Baw Baw (S),VIC194,53396,370,15341,692.9,83,6,Baw Baw,14/06/2022,2022-06-15
Bayside (C),VIC182,106862,603,31957,564.3,138,6,Bayside,14/06/2022,2022-06-15
Benalla (RC),VIC199,14037,84,3154,598.4,20,6,Benalla,14/06/2022,2022-06-15
Boroondara (C),VIC201,183199,1066,50697,581.9,215,6,Boroondara,14/06/2022,2022-06-15
Brimbank (C),VIC189,209523,766,62855,365.6,198,5,Brimbank,14/06/2022,2022-06-15
Buloke (S),VIC183,6124,31,1004,506.2,6,6,Buloke,14/06/2022,2022-06-15
Campaspe (S),VIC239,37622,182,9072,483.8,39,5,Campaspe,14/06/2022,2022-06-15
Cardinia (S),VIC212,112159,660,36192,588.5,166,6,Cardinia,14/06/2022,2022-06-15
Casey (C),VIC213,353872,1876,116487,530.1,371,6,Casey,14/06/2022,2022-06-15
Central Goldfields (S),VIC169,13186,88,2888,667.4,17,6,Central Goldfields,14/06/2022,2022-06-15
Colac-Otway (S),VIC224,21564,83,4923,384.9,20,5,Colac-Otway,14/06/2022,2022-06-15
Corangamite (S),VIC231,16020,70,3240,437,12,5,Corangamite,14/06/2022,2022-06-15
Darebin (C),VIC205,164184,1076,51402,655.4,239,6,Darebin,14/06/2022,2022-06-15
East Gippsland (S),VIC243,47316,304,9936,642.5,61,6,East Gippsland,14/06/2022,2022-06-15
Frankston (C),VIC227,142643,943,42912,661.1,202,6,Frankston,14/06/2022,2022-06-15
Gannawarra (S),VIC214,10472,68,1863,649.4,12,6,Gannawarra,14/06/2022,2022-06-15
Glen Eira (C),VIC177,156511,875,49782,559.1,200,6,Glen Eira,14/06/2022,2022-06-15
Glenelg (S),VIC223,19674,198,4201,1006.4,40,7,Glenelg,14/06/2022,2022-06-15
Golden Plains (S),VIC230,23722,215,6586,906.3,40,6,Golden Plains,14/06/2022,2022-06-15
Greater Bendigo (C),VIC193,118093,1044,34257,884,190,6,Greater Bendigo,14/06/2022,2022-06-15
Greater Dandenong (C),VIC247,168201,523,47586,310.9,112,5,Greater Dandenong,14/06/2022,2022-06-15
Greater Geelong (C),VIC215,258934,2193,80035,846.9,498,6,Greater Geelong,14/06/2022,2022-06-15
Greater Shepparton (C),VIC93,66498,321,18802,482.7,70,5,Greater Shepparton,14/06/2022,2022-06-15
Hepburn (S),VIC94,15975,94,3500,588.4,21,6,Hepburn,14/06/2022,2022-06-15
Hindmarsh (S),VIC152,5588,39,1227,697.9,5,6,Hindmarsh,14/06/2022,2022-06-15
Hobsons Bay (C),VIC235,97751,560,28873,572.9,131,6,Hobsons Bay,14/06/2022,2022-06-15
Horsham (RC),VIC153,19921,170,5234,853.4,23,6,Horsham,14/06/2022,2022-06-15
Hume (C),VIC198,233471,1164,81474,498.6,235,5,Hume,14/06/2022,2022-06-15
Indigo (S),VIC191,16701,118,4087,706.5,16,6,Indigo,14/06/2022,2022-06-15
Interstate,,,75,5276,0,19,0,,14/06/2022,2022-06-15
Kingston (C),VIC226,165782,940,50425,567,199,6,Kingston,14/06/2022,2022-06-15
Knox (C),VIC209,164538,1049,47463,637.5,259,6,Knox,14/06/2022,2022-06-15
Latrobe (C),VIC219,75561,453,21449,599.5,91,6,Latrobe,14/06/2022,2022-06-15
Loddon (S),VIC185,7504,46,1353,613,13,6,Loddon,14/06/2022,2022-06-15
Macedon Ranges (S),VIC228,50231,293,13736,583.3,59,6,Macedon Ranges,14/06/2022,2022-06-15
Manningham (C),VIC195,127573,927,36023,726.6,248,6,Manningham,14/06/2022,2022-06-15
Mansfield (S),VIC244,9176,70,2492,762.9,13,6,Mansfield,14/06/2022,2022-06-15
Maribyrnong (C),VIC234,93448,613,30868,656,141,6,Maribyrnong,14/06/2022,2022-06-15
Maroondah (C),VIC207,118558,907,34423,765,231,6,Maroondah,14/06/2022,2022-06-15
Melbourne (C),VIC132,178955,931,55987,520.2,185,6,Melbourne,14/06/2022,2022-06-15
Melton (C),VIC237,164895,895,63377,542.8,210,6,Melton,14/06/2022,2022-06-15
Mildura (RC),VIC222,55777,288,15453,516.3,65,6,Mildura,14/06/2022,2022-06-15
Mitchell (S),VIC211,46082,254,13954,551.2,57,6,Mitchell,14/06/2022,2022-06-15
Moira (S),VIC190,29925,127,7451,424.4,19,5,Moira,14/06/2022,2022-06-15
Monash (C),VIC210,202847,1161,55860,572.4,257,6,Monash,14/06/2022,2022-06-15
Moonee Valley (C),VIC121,130294,698,41574,535.7,139,6,Moonee Valley,14/06/2022,2022-06-15
Moorabool (S),VIC236,35049,192,10708,547.8,42,6,Moorabool,14/06/2022,2022-06-15
Moreland (C),VIC131,185767,1081,61711,581.9,269,6,Moreland,14/06/2022,2022-06-15
Mornington Peninsula (S),VIC204,167636,855,47666,510,171,6,Mornington Peninsula,14/06/2022,2022-06-15
Mount Alexander (S),VIC105,19754,115,4611,582.2,25,6,Mount Alexander,14/06/2022,2022-06-15
Moyne (S),VIC229,16953,115,3938,678.3,28,6,Moyne,14/06/2022,2022-06-15
Murrindindi (S),VIC250,14570,66,3068,453,14,5,Murrindindi,14/06/2022,2022-06-15
Nillumbik (S),VIC216,65094,467,19829,717.4,107,6,Nillumbik,14/06/2022,2022-06-15
Northern Grampians (S),VIC166,11402,79,2623,692.9,11,6,Northern Grampians,14/06/2022,2022-06-15
Overseas,,,5,117,0,1,0,,14/06/2022,2022-06-15
Overseas Traveller,,,0,621,0,0,0,,14/06/2022,2022-06-15
Port Phillip (C),VIC208,115601,680,35735,588.2,128,6,Port Phillip,14/06/2022,2022-06-15
Pyrenees (S),VIC217,7472,54,1603,722.7,8,6,Pyrenees,14/06/2022,2022-06-15
Queenscliffe (B),VIC238,2940,17,797,578.2,2,6,Queenscliffe,14/06/2022,2022-06-15
South Gippsland (S),VIC178,29914,158,6769,528.2,23,6,South Gippsland,14/06/2022,2022-06-15
Southern Grampians (S),VIC233,16100,99,3852,614.9,22,6,Southern Grampians,14/06/2022,2022-06-15
Stonnington (C),VIC203,117768,586,34143,497.6,125,5,Stonnington,14/06/2022,2022-06-15
Strathbogie (S),VIC110,10781,49,2304,454.5,13,5,Strathbogie,14/06/2022,2022-06-15
Surf Coast (S),VIC225,33456,308,11366,920.6,61,6,Surf Coast,14/06/2022,2022-06-15
Swan Hill (RC),VIC180,20649,78,5204,377.7,15,5,Swan Hill,14/06/2022,2022-06-15
Towong (S),VIC187,6040,43,1160,711.9,4,6,Towong,14/06/2022,2022-06-15
Unincorporated Vic,,,13,166,0,2,0,,14/06/2022,2022-06-15
Unknown,,,103,7934,0,12,0,,14/06/2022,2022-06-15
Wangaratta (RC),VIC186,29187,251,7733,860,37,6,Wangaratta,14/06/2022,2022-06-15
Warrnambool (C),VIC179,35181,170,9853,483.2,41,5,Warrnambool,14/06/2022,2022-06-15
Wellington (S),VIC218,44380,337,11019,759.4,57,6,Wellington,14/06/2022,2022-06-15
