LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,65,3325,507.3,10,6,Alpine,26/06/2022,2022-06-27
Ararat (RC),VIC220,11845,42,2739,354.6,5,5,Ararat,26/06/2022,2022-06-27
Ballarat (C),VIC241,109505,820,36176,748.8,115,6,Ballarat,26/06/2022,2022-06-27
Banyule (C),VIC188,131631,957,42379,727,141,6,Banyule,26/06/2022,2022-06-27
Bass Coast (S),VIC173,36320,228,10462,627.8,44,6,Bass Coast,26/06/2022,2022-06-27
Baw Baw (S),VIC194,53396,383,16104,717.3,41,6,Baw Baw,26/06/2022,2022-06-27
Bayside (C),VIC182,106862,691,33201,646.6,120,6,Bayside,26/06/2022,2022-06-27
Benalla (RC),VIC199,14037,48,3275,342,8,5,Benalla,26/06/2022,2022-06-27
Boroondara (C),VIC201,183199,1185,52991,646.8,164,6,Boroondara,26/06/2022,2022-06-27
Brimbank (C),VIC189,209523,753,64358,359.4,92,5,Brimbank,26/06/2022,2022-06-27
Buloke (S),VIC183,6124,25,1043,408.2,1,5,Buloke,26/06/2022,2022-06-27
Campaspe (S),VIC239,37622,241,9519,640.6,32,6,Campaspe,26/06/2022,2022-06-27
Cardinia (S),VIC212,112159,756,37624,674,108,6,Cardinia,26/06/2022,2022-06-27
Casey (C),VIC213,353872,2080,120478,587.8,283,6,Casey,26/06/2022,2022-06-27
Central Goldfields (S),VIC169,13186,67,3005,508.1,8,6,Central Goldfields,26/06/2022,2022-06-27
Colac-Otway (S),VIC224,21564,131,5172,607.5,24,6,Colac-Otway,26/06/2022,2022-06-27
Corangamite (S),VIC231,16020,92,3420,574.3,17,6,Corangamite,26/06/2022,2022-06-27
Darebin (C),VIC205,164184,1255,53641,764.4,164,6,Darebin,26/06/2022,2022-06-27
East Gippsland (S),VIC243,47316,273,10477,577,40,6,East Gippsland,26/06/2022,2022-06-27
Frankston (C),VIC227,142643,913,44641,640.1,139,6,Frankston,26/06/2022,2022-06-27
Gannawarra (S),VIC214,10472,40,1976,382,7,5,Gannawarra,26/06/2022,2022-06-27
Glen Eira (C),VIC177,156511,1002,51738,640.2,130,6,Glen Eira,26/06/2022,2022-06-27
Glenelg (S),VIC223,19674,136,4514,691.3,12,6,Glenelg,26/06/2022,2022-06-27
Golden Plains (S),VIC230,23722,197,6956,830.5,32,6,Golden Plains,26/06/2022,2022-06-27
Greater Bendigo (C),VIC193,118093,1139,36288,964.5,182,6,Greater Bendigo,26/06/2022,2022-06-27
Greater Dandenong (C),VIC247,168201,574,48723,341.3,78,5,Greater Dandenong,26/06/2022,2022-06-27
Greater Geelong (C),VIC215,258934,2364,84694,913,340,6,Greater Geelong,26/06/2022,2022-06-27
Greater Shepparton (C),VIC93,66498,453,19625,681.2,61,6,Greater Shepparton,26/06/2022,2022-06-27
Hepburn (S),VIC94,15975,114,3692,713.6,18,6,Hepburn,26/06/2022,2022-06-27
Hindmarsh (S),VIC152,5588,33,1294,590.6,3,6,Hindmarsh,26/06/2022,2022-06-27
Hobsons Bay (C),VIC235,97751,620,30034,634.3,87,6,Hobsons Bay,26/06/2022,2022-06-27
Horsham (RC),VIC153,19921,152,5556,763,20,6,Horsham,26/06/2022,2022-06-27
Hume (C),VIC198,233471,1110,83555,475.4,163,5,Hume,26/06/2022,2022-06-27
Indigo (S),VIC191,16701,105,4319,628.7,11,6,Indigo,26/06/2022,2022-06-27
Interstate,,,90,5397,0,19,0,,26/06/2022,2022-06-27
