LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,143,2912,1116,20,7,Alpine,24/05/2022,2022-05-25
Ararat (RC),VIC220,11845,97,2385,818.9,22,6,Ararat,24/05/2022,2022-05-25
Ballarat (C),VIC241,109505,2015,31011,1840.1,429,7,Ballarat,24/05/2022,2022-05-25
Banyule (C),VIC188,131631,1451,36929,1102.3,246,7,Banyule,24/05/2022,2022-05-25
Bass Coast (S),VIC173,36320,485,8756,1335.4,84,7,Bass Coast,24/05/2022,2022-05-25
Baw Baw (S),VIC194,53396,711,13922,1331.6,156,7,Baw Baw,24/05/2022,2022-05-25
Bayside (C),VIC182,106862,944,29541,883.4,162,6,Bayside,24/05/2022,2022-05-25
Benalla (RC),VIC199,14037,129,2781,919,22,6,Benalla,24/05/2022,2022-05-25
Boroondara (C),VIC201,183199,1816,46286,991.3,322,6,Boroondara,24/05/2022,2022-05-25
Brimbank (C),VIC189,209523,1392,59752,664.4,266,6,Brimbank,24/05/2022,2022-05-25
Buloke (S),VIC183,6124,41,895,669.5,6,6,Buloke,24/05/2022,2022-05-25
Campaspe (S),VIC239,37622,380,8269,1010,73,7,Campaspe,24/05/2022,2022-05-25
Cardinia (S),VIC212,112159,1185,33437,1056.5,219,7,Cardinia,24/05/2022,2022-05-25
Casey (C),VIC213,353872,3397,108820,960,582,6,Casey,24/05/2022,2022-05-25
Central Goldfields (S),VIC169,13186,132,2503,1001.1,30,7,Central Goldfields,24/05/2022,2022-05-25
Colac-Otway (S),VIC224,21564,175,4480,811.5,43,6,Colac-Otway,24/05/2022,2022-05-25
Corangamite (S),VIC231,16020,119,2940,742.8,26,6,Corangamite,24/05/2022,2022-05-25
Darebin (C),VIC205,164184,1782,47182,1085.4,335,7,Darebin,24/05/2022,2022-05-25
East Gippsland (S),VIC243,47316,500,8768,1056.7,59,7,East Gippsland,24/05/2022,2022-05-25
Frankston (C),VIC227,142643,1526,39490,1069.8,256,7,Frankston,24/05/2022,2022-05-25
Gannawarra (S),VIC214,10472,99,1617,945.4,12,6,Gannawarra,24/05/2022,2022-05-25
Glen Eira (C),VIC177,156511,1442,46139,921.3,267,6,Glen Eira,24/05/2022,2022-05-25
Glenelg (S),VIC223,19674,165,3547,838.7,31,6,Glenelg,24/05/2022,2022-05-25
Golden Plains (S),VIC230,23722,330,5770,1391.1,58,7,Golden Plains,24/05/2022,2022-05-25
Greater Bendigo (C),VIC193,118093,1439,30455,1218.5,290,7,Greater Bendigo,24/05/2022,2022-05-25
Greater Dandenong (C),VIC247,168201,1247,45165,741.4,248,6,Greater Dandenong,24/05/2022,2022-05-25
Greater Geelong (C),VIC215,258934,3373,71206,1302.6,734,7,Greater Geelong,24/05/2022,2022-05-25
Greater Shepparton (C),VIC93,66498,704,17433,1058.7,108,7,Greater Shepparton,24/05/2022,2022-05-25
Hepburn (S),VIC94,15975,184,3092,1151.8,36,7,Hepburn,24/05/2022,2022-05-25
Hindmarsh (S),VIC152,5588,56,1085,1002.1,14,7,Hindmarsh,24/05/2022,2022-05-25
Hobsons Bay (C),VIC235,97751,980,26464,1002.5,186,7,Hobsons Bay,24/05/2022,2022-05-25
Horsham (RC),VIC153,19921,300,4593,1505.9,68,7,Horsham,24/05/2022,2022-05-25
Hume (C),VIC198,233471,1840,77288,788.1,341,6,Hume,24/05/2022,2022-05-25
Indigo (S),VIC191,16701,222,3590,1329.3,30,7,Indigo,24/05/2022,2022-05-25
Interstate,,,137,4995,0,58,0,,24/05/2022,2022-05-25
Kingston (C),VIC226,165782,1749,46509,1055,330,7,Kingston,24/05/2022,2022-05-25
Knox (C),VIC209,164538,1999,43241,1214.9,421,7,Knox,24/05/2022,2022-05-25
Latrobe (C),VIC219,75561,851,19380,1126.2,160,7,Latrobe,24/05/2022,2022-05-25
Loddon (S),VIC185,7504,56,1182,746.3,6,6,Loddon,24/05/2022,2022-05-25
Macedon Ranges (S),VIC228,50231,612,12534,1218.4,103,7,Macedon Ranges,24/05/2022,2022-05-25
Manningham (C),VIC195,127573,1272,32613,997.1,238,6,Manningham,24/05/2022,2022-05-25
Mansfield (S),VIC244,9176,57,2255,621.2,10,6,Mansfield,24/05/2022,2022-05-25
Maribyrnong (C),VIC234,93448,864,28516,924.6,162,6,Maribyrnong,24/05/2022,2022-05-25
