LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,99,2992,772.6,11,6,Alpine,29/05/2022,2022-05-30
Ararat (RC),VIC220,11845,97,2459,818.9,8,6,Ararat,29/05/2022,2022-05-30
Ballarat (C),VIC241,109505,1826,32328,1667.5,231,7,Ballarat,29/05/2022,2022-05-30
Banyule (C),VIC188,131631,1421,38030,1079.5,226,7,Banyule,29/05/2022,2022-05-30
Bass Coast (S),VIC173,36320,448,9115,1233.5,77,7,Bass Coast,29/05/2022,2022-05-30
Baw Baw (S),VIC194,53396,608,14351,1138.7,87,7,Baw Baw,29/05/2022,2022-05-30
Bayside (C),VIC182,106862,816,30168,763.6,93,6,Bayside,29/05/2022,2022-05-30
Benalla (RC),VIC199,14037,108,2867,769.4,20,6,Benalla,29/05/2022,2022-05-30
Boroondara (C),VIC201,183199,1668,47570,910.5,244,6,Boroondara,29/05/2022,2022-05-30
Brimbank (C),VIC189,209523,1238,60678,590.9,145,6,Brimbank,29/05/2022,2022-05-30
Buloke (S),VIC183,6124,53,940,865.4,9,6,Buloke,29/05/2022,2022-05-30
Campaspe (S),VIC239,37622,313,8494,832,51,6,Campaspe,29/05/2022,2022-05-30
Cardinia (S),VIC212,112159,1041,34220,928.1,154,6,Cardinia,29/05/2022,2022-05-30
Casey (C),VIC213,353872,2961,111058,836.7,417,6,Casey,29/05/2022,2022-05-30
Central Goldfields (S),VIC169,13186,170,2637,1289.2,16,7,Central Goldfields,29/05/2022,2022-05-30
Colac-Otway (S),VIC224,21564,188,4623,871.8,38,6,Colac-Otway,29/05/2022,2022-05-30
Corangamite (S),VIC231,16020,118,3029,736.6,24,6,Corangamite,29/05/2022,2022-05-30
Darebin (C),VIC205,164184,1523,48300,927.6,198,6,Darebin,29/05/2022,2022-05-30
East Gippsland (S),VIC243,47316,398,9084,841.2,45,6,East Gippsland,29/05/2022,2022-05-30
Frankston (C),VIC227,142643,1276,40426,894.5,150,6,Frankston,29/05/2022,2022-05-30
Gannawarra (S),VIC214,10472,67,1669,639.8,8,6,Gannawarra,29/05/2022,2022-05-30
Glen Eira (C),VIC177,156511,1317,47117,841.5,180,6,Glen Eira,29/05/2022,2022-05-30
Glenelg (S),VIC223,19674,191,3700,970.8,29,6,Glenelg,29/05/2022,2022-05-30
Golden Plains (S),VIC230,23722,303,6002,1277.3,40,7,Golden Plains,29/05/2022,2022-05-30
Greater Bendigo (C),VIC193,118093,1365,31481,1155.9,154,7,Greater Bendigo,29/05/2022,2022-05-30
Greater Dandenong (C),VIC247,168201,1080,45969,642.1,146,6,Greater Dandenong,29/05/2022,2022-05-30
Greater Geelong (C),VIC215,258934,3413,73746,1318.1,493,7,Greater Geelong,29/05/2022,2022-05-30
Greater Shepparton (C),VIC93,66498,582,17860,875.2,64,6,Greater Shepparton,29/05/2022,2022-05-30
Hepburn (S),VIC94,15975,183,3228,1145.5,28,7,Hepburn,29/05/2022,2022-05-30
Hindmarsh (S),VIC152,5588,50,1117,894.8,7,6,Hindmarsh,29/05/2022,2022-05-30
Hobsons Bay (C),VIC235,97751,832,27130,851.1,117,6,Hobsons Bay,29/05/2022,2022-05-30
Horsham (RC),VIC153,19921,277,4783,1390.5,31,7,Horsham,29/05/2022,2022-05-30
Hume (C),VIC198,233471,1600,78462,685.3,200,6,Hume,29/05/2022,2022-05-30
Indigo (S),VIC191,16701,174,3726,1041.9,22,7,Indigo,29/05/2022,2022-05-30
Interstate,,,131,5062,0,21,0,,29/05/2022,2022-05-30
Kingston (C),VIC226,165782,1620,47741,977.2,250,6,Kingston,29/05/2022,2022-05-30
Knox (C),VIC209,164538,1687,44458,1025.3,219,7,Knox,29/05/2022,2022-05-30
Latrobe (C),VIC219,75561,823,19998,1089.2,95,7,Latrobe,29/05/2022,2022-05-30
Loddon (S),VIC185,7504,59,1231,786.2,9,6,Loddon,29/05/2022,2022-05-30
Macedon Ranges (S),VIC228,50231,460,12853,915.8,65,6,Macedon Ranges,29/05/2022,2022-05-30
Manningham (C),VIC195,127573,1118,33445,876.4,170,6,Manningham,29/05/2022,2022-05-30
Mansfield (S),VIC244,9176,56,2299,610.3,6,6,Mansfield,29/05/2022,2022-05-30
Maribyrnong (C),VIC234,93448,839,29141,897.8,121,6,Maribyrnong,29/05/2022,2022-05-30
Maroondah (C),VIC207,118558,1267,31879,1068.7,176,7,Maroondah,29/05/2022,2022-05-30
Melbourne (C),VIC132,178955,1295,53321,723.6,173,6,Melbourne,29/05/2022,2022-05-30
Melton (C),VIC237,164895,1672,60769,1014,199,7,Melton,29/05/2022,2022-05-30
Mildura (RC),VIC222,55777,393,14692,704.6,50,6,Mildura,29/05/2022,2022-05-30
Mitchell (S),VIC211,46082,457,13122,991.7,76,6,Mitchell,29/05/2022,2022-05-30
Moira (S),VIC190,29925,281,7121,939,46,6,Moira,29/05/2022,2022-05-30
Monash (C),VIC210,202847,1915,52357,944.1,274,6,Monash,29/05/2022,2022-05-30
Moonee Valley (C),VIC121,130294,1124,39450,862.7,144,6,Moonee Valley,29/05/2022,2022-05-30
Moorabool (S),VIC236,35049,414,10141,1181.2,53,7,Moorabool,29/05/2022,2022-05-30
Moreland (C),VIC131,185767,1668,58557,897.9,185,6,Moreland,29/05/2022,2022-05-30
Mornington Peninsula (S),VIC204,167636,1432,45163,854.2,186,6,Mornington Peninsula,29/05/2022,2022-05-30
Mount Alexander (S),VIC105,19754,187,4252,946.6,31,6,Mount Alexander,29/05/2022,2022-05-30
Moyne (S),VIC229,16953,153,3654,902.5,21,6,Moyne,29/05/2022,2022-05-30
Murrindindi (S),VIC250,14570,145,2850,995.2,10,6,Murrindindi,29/05/2022,2022-05-30
Nillumbik (S),VIC216,65094,689,18451,1058.5,114,7,Nillumbik,29/05/2022,2022-05-30
Northern Grampians (S),VIC166,11402,71,2408,622.7,11,6,Northern Grampians,29/05/2022,2022-05-30
Overseas,,,7,100,0,0,0,,29/05/2022,2022-05-30
Overseas Traveller,,,0,621,0,0,0,,29/05/2022,2022-05-30
Port Phillip (C),VIC208,115601,840,33684,726.6,124,6,Port Phillip,29/05/2022,2022-05-30
Pyrenees (S),VIC217,7472,65,1442,869.9,8,6,Pyrenees,29/05/2022,2022-05-30
Queenscliffe (B),VIC238,2940,23,747,782.3,3,6,Queenscliffe,29/05/2022,2022-05-30
South Gippsland (S),VIC178,29914,318,6288,1063,52,7,South Gippsland,29/05/2022,2022-05-30
Southern Grampians (S),VIC233,16100,200,3489,1242.2,22,7,Southern Grampians,29/05/2022,2022-05-30
