LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,84,1316,655.5,20,6,Alpine,16/02/2022,2022-02-17
Ararat (RC),VIC220,11845,82,1088,692.3,9,6,Ararat,16/02/2022,2022-02-17
Ballarat (C),VIC241,109505,1313,11653,1199,265,7,Ballarat,16/02/2022,2022-02-17
Banyule (C),VIC188,131631,850,17222,645.7,142,6,Banyule,16/02/2022,2022-02-17
Bass Coast (S),VIC173,36320,298,3853,820.5,37,6,Bass Coast,16/02/2022,2022-02-17
Baw Baw (S),VIC194,53396,469,6538,878.3,90,6,Baw Baw,16/02/2022,2022-02-17
Bayside (C),VIC182,106862,591,14977,553,113,6,Bayside,16/02/2022,2022-02-17
Benalla (RC),VIC199,14037,97,1163,691,16,6,Benalla,16/02/2022,2022-02-17
Boroondara (C),VIC201,183199,941,21380,513.6,154,6,Boroondara,16/02/2022,2022-02-17
Brimbank (C),VIC189,209523,1106,40607,527.9,177,6,Brimbank,16/02/2022,2022-02-17
Buloke (S),VIC183,6124,13,342,212.3,3,5,Buloke,16/02/2022,2022-02-17
Campaspe (S),VIC239,37622,371,3757,986.1,69,6,Campaspe,16/02/2022,2022-02-17
Cardinia (S),VIC212,112159,1174,17591,1046.7,179,7,Cardinia,16/02/2022,2022-02-17
Casey (C),VIC213,353872,3149,64110,889.9,530,6,Casey,16/02/2022,2022-02-17
Central Goldfields (S),VIC169,13186,71,693,538.4,10,6,Central Goldfields,16/02/2022,2022-02-17
Colac-Otway (S),VIC224,21564,153,2085,709.5,21,6,Colac-Otway,16/02/2022,2022-02-17
Corangamite (S),VIC231,16020,109,1328,680.4,25,6,Corangamite,16/02/2022,2022-02-17
Darebin (C),VIC205,164184,1116,24676,679.7,196,6,Darebin,16/02/2022,2022-02-17
East Gippsland (S),VIC243,47316,245,3557,517.8,39,6,East Gippsland,16/02/2022,2022-02-17
Frankston (C),VIC227,142643,1268,19989,888.9,188,6,Frankston,16/02/2022,2022-02-17
Gannawarra (S),VIC214,10472,45,630,429.7,6,5,Gannawarra,16/02/2022,2022-02-17
Glen Eira (C),VIC177,156511,1241,23360,792.9,228,6,Glen Eira,16/02/2022,2022-02-17
Glenelg (S),VIC223,19674,103,1267,523.5,25,6,Glenelg,16/02/2022,2022-02-17
Golden Plains (S),VIC230,23722,230,2287,969.6,45,6,Golden Plains,16/02/2022,2022-02-17
Greater Bendigo (C),VIC193,118093,834,11269,706.2,138,6,Greater Bendigo,16/02/2022,2022-02-17
Greater Dandenong (C),VIC247,168201,910,29812,541,159,6,Greater Dandenong,16/02/2022,2022-02-17
Greater Geelong (C),VIC215,258934,2107,33389,813.7,337,6,Greater Geelong,16/02/2022,2022-02-17
Greater Shepparton (C),VIC93,66498,704,9533,1058.7,134,7,Greater Shepparton,16/02/2022,2022-02-17
Hepburn (S),VIC94,15975,94,1111,588.4,7,6,Hepburn,16/02/2022,2022-02-17
Hindmarsh (S),VIC152,5588,27,363,483.2,4,5,Hindmarsh,16/02/2022,2022-02-17
Hobsons Bay (C),VIC235,97751,580,14329,593.3,95,6,Hobsons Bay,16/02/2022,2022-02-17
Horsham (RC),VIC153,19921,162,1500,813.2,37,6,Horsham,16/02/2022,2022-02-17
Hume (C),VIC198,233471,2043,53077,875.1,329,6,Hume,16/02/2022,2022-02-17
Indigo (S),VIC191,16701,94,1262,562.8,17,6,Indigo,16/02/2022,2022-02-17
Interstate,,,115,3976,0,23,0,,16/02/2022,2022-02-17
Kingston (C),VIC226,165782,1341,23631,808.9,224,6,Kingston,16/02/2022,2022-02-17
Knox (C),VIC209,164538,1321,19545,802.9,260,6,Knox,16/02/2022,2022-02-17
Latrobe (C),VIC219,75561,731,9057,967.4,126,6,Latrobe,16/02/2022,2022-02-17
Loddon (S),VIC185,7504,24,345,319.8,7,5,Loddon,16/02/2022,2022-02-17
Macedon Ranges (S),VIC228,50231,307,5333,611.2,42,6,Macedon Ranges,16/02/2022,2022-02-17
Manningham (C),VIC195,127573,809,15957,634.1,120,6,Manningham,16/02/2022,2022-02-17
Mansfield (S),VIC244,9176,73,822,795.6,14,6,Mansfield,16/02/2022,2022-02-17
Maribyrnong (C),VIC234,93448,567,16200,606.8,102,6,Maribyrnong,16/02/2022,2022-02-17
Maroondah (C),VIC207,118558,1077,14336,908.4,172,6,Maroondah,16/02/2022,2022-02-17
Melbourne (C),VIC132,178955,798,29940,445.9,141,5,Melbourne,16/02/2022,2022-02-17
