LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,53,1419,413.6,7,5,Alpine,28/02/2022,2022-03-01
Ararat (RC),VIC220,11845,67,1185,565.6,9,6,Ararat,28/02/2022,2022-03-01
Ballarat (C),VIC241,109505,1258,13820,1148.8,214,7,Ballarat,28/02/2022,2022-03-01
Banyule (C),VIC188,131631,755,18616,573.6,145,6,Banyule,28/02/2022,2022-03-01
Bass Coast (S),VIC173,36320,151,4202,415.7,15,5,Bass Coast,28/02/2022,2022-03-01
Baw Baw (S),VIC194,53396,419,7293,784.7,71,6,Baw Baw,28/02/2022,2022-03-01
Bayside (C),VIC182,106862,755,16114,706.5,167,6,Bayside,28/02/2022,2022-03-01
Benalla (RC),VIC199,14037,108,1348,769.4,22,6,Benalla,28/02/2022,2022-03-01
Boroondara (C),VIC201,183199,1104,23179,602.6,230,6,Boroondara,28/02/2022,2022-03-01
Brimbank (C),VIC189,209523,881,42057,420.5,121,5,Brimbank,28/02/2022,2022-03-01
Buloke (S),VIC183,6124,23,380,375.6,3,5,Buloke,28/02/2022,2022-03-01
Campaspe (S),VIC239,37622,321,4316,853.2,68,6,Campaspe,28/02/2022,2022-03-01
Cardinia (S),VIC212,112159,994,19397,886.2,171,6,Cardinia,28/02/2022,2022-03-01
Casey (C),VIC213,353872,2686,69051,759,443,6,Casey,28/02/2022,2022-03-01
Central Goldfields (S),VIC169,13186,48,817,364,7,5,Central Goldfields,28/02/2022,2022-03-01
Colac-Otway (S),VIC224,21564,139,2378,644.6,20,6,Colac-Otway,28/02/2022,2022-03-01
Corangamite (S),VIC231,16020,63,1450,393.3,8,5,Corangamite,28/02/2022,2022-03-01
Darebin (C),VIC205,164184,919,26214,559.7,154,6,Darebin,28/02/2022,2022-03-01
East Gippsland (S),VIC243,47316,144,3830,304.3,36,5,East Gippsland,28/02/2022,2022-03-01
Frankston (C),VIC227,142643,994,21786,696.8,157,6,Frankston,28/02/2022,2022-03-01
Gannawarra (S),VIC214,10472,41,696,391.5,6,5,Gannawarra,28/02/2022,2022-03-01
Glen Eira (C),VIC177,156511,1038,25126,663.2,197,6,Glen Eira,28/02/2022,2022-03-01
Glenelg (S),VIC223,19674,79,1404,401.5,16,5,Glenelg,28/02/2022,2022-03-01
Golden Plains (S),VIC230,23722,215,2688,906.3,39,6,Golden Plains,28/02/2022,2022-03-01
Greater Bendigo (C),VIC193,118093,682,12483,577.5,131,6,Greater Bendigo,28/02/2022,2022-03-01
Greater Dandenong (C),VIC247,168201,643,30966,382.3,100,5,Greater Dandenong,28/02/2022,2022-03-01
Greater Geelong (C),VIC215,258934,1450,36217,560,235,6,Greater Geelong,28/02/2022,2022-03-01
Greater Shepparton (C),VIC93,66498,448,10367,673.7,74,6,Greater Shepparton,28/02/2022,2022-03-01
Hepburn (S),VIC94,15975,85,1253,532.1,16,6,Hepburn,28/02/2022,2022-03-01
Hindmarsh (S),VIC152,5588,24,394,429.5,4,5,Hindmarsh,28/02/2022,2022-03-01
Hobsons Bay (C),VIC235,97751,462,15093,472.6,88,5,Hobsons Bay,28/02/2022,2022-03-01
Horsham (RC),VIC153,19921,193,1954,968.8,21,6,Horsham,28/02/2022,2022-03-01
Hume (C),VIC198,233471,1381,55650,591.5,233,6,Hume,28/02/2022,2022-03-01
Indigo (S),VIC191,16701,61,1378,365.2,11,5,Indigo,28/02/2022,2022-03-01
Interstate,,,72,4065,0,14,0,,28/02/2022,2022-03-01
Kingston (C),VIC226,165782,1027,25568,619.5,153,6,Kingston,28/02/2022,2022-03-01
Knox (C),VIC209,164538,1142,21524,694.1,198,6,Knox,28/02/2022,2022-03-01
Latrobe (C),VIC219,75561,569,10118,753,94,6,Latrobe,28/02/2022,2022-03-01
Loddon (S),VIC185,7504,14,366,186.6,6,4,Loddon,28/02/2022,2022-03-01
Macedon Ranges (S),VIC228,50231,250,5778,497.7,55,5,Macedon Ranges,28/02/2022,2022-03-01
Manningham (C),VIC195,127573,757,17232,593.4,150,6,Manningham,28/02/2022,2022-03-01
Mansfield (S),VIC244,9176,65,940,708.4,13,6,Mansfield,28/02/2022,2022-03-01
Maribyrnong (C),VIC234,93448,447,16943,478.3,44,5,Maribyrnong,28/02/2022,2022-03-01
Maroondah (C),VIC207,118558,704,15704,593.8,132,6,Maroondah,28/02/2022,2022-03-01
Melbourne (C),VIC132,178955,1021,31398,570.5,190,6,Melbourne,28/02/2022,2022-03-01
Melton (C),VIC237,164895,1256,39765,761.7,189,6,Melton,28/02/2022,2022-03-01
Mildura (RC),VIC222,55777,697,7537,1249.6,95,7,Mildura,28/02/2022,2022-03-01
Mitchell (S),VIC211,46082,377,6881,818.1,63,6,Mitchell,28/02/2022,2022-03-01
Moira (S),VIC190,29925,161,3796,538,40,6,Moira,28/02/2022,2022-03-01
Monash (C),VIC210,202847,1250,26790,616.2,190,6,Monash,28/02/2022,2022-03-01
Moonee Valley (C),VIC121,130294,694,23264,532.6,134,6,Moonee Valley,28/02/2022,2022-03-01
Moorabool (S),VIC236,35049,287,5452,818.9,40,6,Moorabool,28/02/2022,2022-03-01
Moreland (C),VIC131,185767,995,34189,535.6,174,6,Moreland,28/02/2022,2022-03-01
Mornington Peninsula (S),VIC204,167636,959,24058,572.1,153,6,Mornington Peninsula,28/02/2022,2022-03-01
Mount Alexander (S),VIC105,19754,102,1705,516.4,7,6,Mount Alexander,28/02/2022,2022-03-01
Moyne (S),VIC229,16953,62,1550,365.7,16,5,Moyne,28/02/2022,2022-03-01
Murrindindi (S),VIC250,14570,72,1299,494.2,10,5,Murrindindi,28/02/2022,2022-03-01
Nillumbik (S),VIC216,65094,374,9071,574.6,51,6,Nillumbik,28/02/2022,2022-03-01
Northern Grampians (S),VIC166,11402,38,1244,333.3,6,5,Northern Grampians,28/02/2022,2022-03-01
Overseas,,,4,82,0,2,0,,28/02/2022,2022-03-01
Overseas Traveller,,,0,621,0,0,0,,28/02/2022,2022-03-01
Port Phillip (C),VIC208,115601,696,20026,602.1,115,6,Port Phillip,28/02/2022,2022-03-01
Pyrenees (S),VIC217,7472,45,645,602.2,8,6,Pyrenees,28/02/2022,2022-03-01
Queenscliffe (B),VIC238,2940,9,399,306.1,0,5,Queenscliffe,28/02/2022,2022-03-01
South Gippsland (S),VIC178,29914,140,2551,468,22,5,South Gippsland,28/02/2022,2022-03-01
Southern Grampians (S),VIC233,16100,64,1517,397.5,7,5,Southern Grampians,28/02/2022,2022-03-01
Stonnington (C),VIC203,117768,589,18438,500.1,103,6,Stonnington,28/02/2022,2022-03-01
Strathbogie (S),VIC110,10781,39,986,361.7,7,5,Strathbogie,28/02/2022,2022-03-01
Surf Coast (S),VIC225,33456,192,5072,573.9,41,6,Surf Coast,28/02/2022,2022-03-01
Swan Hill (RC),VIC180,20649,112,2709,542.4,16,6,Swan Hill,28/02/2022,2022-03-01
Towong (S),VIC187,6040,15,357,248.3,7,5,Towong,28/02/2022,2022-03-01
Unincorporated Vic,,,1,70,0,0,0,,28/02/2022,2022-03-01
Unknown,,,119,5221,0,20,0,,28/02/2022,2022-03-01
Wangaratta (RC),VIC186,29187,227,3111,777.7,45,6,Wangaratta,28/02/2022,2022-03-01
Warrnambool (C),VIC179,35181,137,4281,389.4,19,5,Warrnambool,28/02/2022,2022-03-01
Wellington (S),VIC218,44380,289,4223,651.2,47,6,Wellington,28/02/2022,2022-03-01
West Wimmera (S),VIC232,3841,11,180,286.4,4,5,West Wimmera,28/02/2022,2022-03-01
Whitehorse (C),VIC196,178739,1041,20104,582.4,199,6,Whitehorse,28/02/2022,2022-03-01
Whittlesea (C),VIC197,230238,1686,45838,732.3,253,6,Whittlesea,28/02/2022,2022-03-01
Wodonga (C),VIC192,42083,251,5065,596.4,44,6,Wodonga,28/02/2022,2022-03-01
Wyndham (C),VIC221,270487,1464,56009,541.2,222,6,Wyndham,28/02/2022,2022-03-01
Yarra (C),VIC202,101495,417,17922,410.9,73,5,Yarra,28/02/2022,2022-03-01
Yarra Ranges (S),VIC206,159462,1159,20787,726.8,164,6,Yarra Ranges,28/02/2022,2022-03-01
Yarriambiack (S),VIC200,6639,34,440,512.1,5,6,Yarriambiack,28/02/2022,2022-03-01
