LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,42,668,327.8,2,5,Alpine,01/02/2022,2022-02-02
Ararat (RC),VIC220,11845,34,574,287,4,5,Ararat,01/02/2022,2022-02-02
Ballarat (C),VIC241,109505,505,5820,461.2,64,5,Ballarat,01/02/2022,2022-02-02
Banyule (C),VIC188,131631,582,10086,442.1,112,5,Banyule,01/02/2022,2022-02-02
Bass Coast (S),VIC173,36320,156,2143,429.5,50,5,Bass Coast,01/02/2022,2022-02-02
Baw Baw (S),VIC194,53396,322,3522,603,78,6,Baw Baw,01/02/2022,2022-02-02
Bayside (C),VIC182,106862,525,9341,491.3,161,5,Bayside,01/02/2022,2022-02-02
Benalla (RC),VIC199,14037,20,483,142.5,5,4,Benalla,01/02/2022,2022-02-02
Boroondara (C),VIC201,183199,502,12140,274,159,5,Boroondara,01/02/2022,2022-02-02
Brimbank (C),VIC189,209523,1128,29557,538.4,179,6,Brimbank,01/02/2022,2022-02-02
Buloke (S),VIC183,6124,23,214,375.6,3,5,Buloke,01/02/2022,2022-02-02
Campaspe (S),VIC239,37622,44,1516,117,7,4,Campaspe,01/02/2022,2022-02-02
Cardinia (S),VIC212,112159,697,8712,621.4,160,6,Cardinia,01/02/2022,2022-02-02
Casey (C),VIC213,353872,1691,36599,477.9,455,5,Casey,01/02/2022,2022-02-02
Central Goldfields (S),VIC169,13186,26,327,197.2,9,4,Central Goldfields,01/02/2022,2022-02-02
Colac-Otway (S),VIC224,21564,67,1082,310.7,37,5,Colac-Otway,01/02/2022,2022-02-02
Corangamite (S),VIC231,16020,43,684,268.4,3,5,Corangamite,01/02/2022,2022-02-02
Darebin (C),VIC205,164184,812,15622,494.6,129,5,Darebin,01/02/2022,2022-02-02
East Gippsland (S),VIC243,47316,58,1746,122.6,10,4,East Gippsland,01/02/2022,2022-02-02
Frankston (C),VIC227,142643,450,10215,315.5,93,5,Frankston,01/02/2022,2022-02-02
Gannawarra (S),VIC214,10472,32,276,305.6,8,5,Gannawarra,01/02/2022,2022-02-02
Glen Eira (C),VIC177,156511,868,13735,554.6,282,6,Glen Eira,01/02/2022,2022-02-02
Glenelg (S),VIC223,19674,14,656,71.2,1,3,Glenelg,01/02/2022,2022-02-02
Golden Plains (S),VIC230,23722,121,961,510.1,29,6,Golden Plains,01/02/2022,2022-02-02
Greater Bendigo (C),VIC193,118093,518,5396,438.6,81,5,Greater Bendigo,01/02/2022,2022-02-02
Greater Dandenong (C),VIC247,168201,674,18959,400.7,180,5,Greater Dandenong,01/02/2022,2022-02-02
Greater Geelong (C),VIC215,258934,1244,16637,480.4,282,5,Greater Geelong,01/02/2022,2022-02-02
Greater Shepparton (C),VIC93,66498,382,5203,574.5,187,6,Greater Shepparton,01/02/2022,2022-02-02
Hepburn (S),VIC94,15975,42,550,262.9,14,5,Hepburn,01/02/2022,2022-02-02
Hindmarsh (S),VIC152,5588,26,241,465.3,6,5,Hindmarsh,01/02/2022,2022-02-02
Hobsons Bay (C),VIC235,97751,455,8942,465.5,90,5,Hobsons Bay,01/02/2022,2022-02-02
Horsham (RC),VIC153,19921,85,815,426.7,12,5,Horsham,01/02/2022,2022-02-02
Hume (C),VIC198,233471,1871,37542,801.4,527,6,Hume,01/02/2022,2022-02-02
Indigo (S),VIC191,16701,41,618,245.5,9,5,Indigo,01/02/2022,2022-02-02
Interstate,,,163,3442,0,74,0,,01/02/2022,2022-02-02
Kingston (C),VIC226,165782,562,12980,339,183,5,Kingston,01/02/2022,2022-02-02
Knox (C),VIC209,164538,620,9177,376.8,176,5,Knox,01/02/2022,2022-02-02
Latrobe (C),VIC219,75561,330,4995,436.7,73,5,Latrobe,01/02/2022,2022-02-02
Loddon (S),VIC185,7504,18,167,239.9,4,5,Loddon,01/02/2022,2022-02-02
Macedon Ranges (S),VIC228,50231,139,2715,276.7,28,5,Macedon Ranges,01/02/2022,2022-02-02
Manningham (C),VIC195,127573,596,9659,467.2,110,5,Manningham,01/02/2022,2022-02-02
Mansfield (S),VIC244,9176,21,402,228.9,3,5,Mansfield,01/02/2022,2022-02-02
Maribyrnong (C),VIC234,93448,452,11102,483.7,89,5,Maribyrnong,01/02/2022,2022-02-02
Maroondah (C),VIC207,118558,509,7166,429.3,126,5,Maroondah,01/02/2022,2022-02-02
Melbourne (C),VIC132,178955,769,21612,429.7,251,5,Melbourne,01/02/2022,2022-02-02
Melton (C),VIC237,164895,1265,25625,767.2,190,6,Melton,01/02/2022,2022-02-02
Mildura (RC),VIC222,55777,205,3345,367.5,53,5,Mildura,01/02/2022,2022-02-02
Mitchell (S),VIC211,46082,153,2905,332,37,5,Mitchell,01/02/2022,2022-02-02
Moira (S),VIC190,29925,120,1775,401,68,5,Moira,01/02/2022,2022-02-02
Monash (C),VIC210,202847,654,13488,322.4,220,5,Monash,01/02/2022,2022-02-02
Moonee Valley (C),VIC121,130294,640,14053,491.2,107,5,Moonee Valley,01/02/2022,2022-02-02
Moorabool (S),VIC236,35049,204,2681,582,30,6,Moorabool,01/02/2022,2022-02-02
Moreland (C),VIC131,185767,935,21496,503.3,207,6,Moreland,01/02/2022,2022-02-02
Mornington Peninsula (S),VIC204,167636,627,11694,374,115,5,Mornington Peninsula,01/02/2022,2022-02-02
Mount Alexander (S),VIC105,19754,54,768,273.4,11,5,Mount Alexander,01/02/2022,2022-02-02
Moyne (S),VIC229,16953,35,774,206.5,3,5,Moyne,01/02/2022,2022-02-02
Murrindindi (S),VIC250,14570,30,543,205.9,7,5,Murrindindi,01/02/2022,2022-02-02
Nillumbik (S),VIC216,65094,283,4377,434.8,56,5,Nillumbik,01/02/2022,2022-02-02
Northern Grampians (S),VIC166,11402,65,573,570.1,5,6,Northern Grampians,01/02/2022,2022-02-02
Overseas,,,4,74,0,3,0,,01/02/2022,2022-02-02
Overseas Traveller,,,0,621,0,0,0,,01/02/2022,2022-02-02
Port Phillip (C),VIC208,115601,467,12700,404,155,5,Port Phillip,01/02/2022,2022-02-02
Pyrenees (S),VIC217,7472,38,271,508.6,9,6,Pyrenees,01/02/2022,2022-02-02
Queenscliffe (B),VIC238,2940,13,210,442.2,3,5,Queenscliffe,01/02/2022,2022-02-02
South Gippsland (S),VIC178,29914,104,1188,347.7,27,5,South Gippsland,01/02/2022,2022-02-02
Southern Grampians (S),VIC233,16100,101,829,627.3,13,6,Southern Grampians,01/02/2022,2022-02-02
Stonnington (C),VIC203,117768,412,11318,349.8,172,5,Stonnington,01/02/2022,2022-02-02
Strathbogie (S),VIC110,10781,26,381,241.2,12,5,Strathbogie,01/02/2022,2022-02-02
Surf Coast (S),VIC225,33456,187,2217,558.9,53,6,Surf Coast,01/02/2022,2022-02-02
Swan Hill (RC),VIC180,20649,51,1115,247,13,5,Swan Hill,01/02/2022,2022-02-02
Towong (S),VIC187,6040,8,151,132.5,3,4,Towong,01/02/2022,2022-02-02
Unincorporated Vic,,,1,34,0,1,0,,01/02/2022,2022-02-02
Unknown,,,197,4202,0,51,0,,01/02/2022,2022-02-02
Wangaratta (RC),VIC186,29187,94,1307,322.1,20,5,Wangaratta,01/02/2022,2022-02-02
Warrnambool (C),VIC179,35181,102,2262,289.9,21,5,Warrnambool,01/02/2022,2022-02-02
Wellington (S),VIC218,44380,122,1685,274.9,26,5,Wellington,01/02/2022,2022-02-02
West Wimmera (S),VIC232,3841,4,76,104.1,1,4,West Wimmera,01/02/2022,2022-02-02
Whitehorse (C),VIC196,178739,619,9855,346.3,145,5,Whitehorse,01/02/2022,2022-02-02
Whittlesea (C),VIC197,230238,1843,27934,800.5,311,6,Whittlesea,01/02/2022,2022-02-02
Wodonga (C),VIC192,42083,115,2334,273.3,18,5,Wodonga,01/02/2022,2022-02-02
Wyndham (C),VIC221,270487,2259,36021,835.2,570,6,Wyndham,01/02/2022,2022-02-02
Yarra (C),VIC202,101495,365,11408,359.6,105,5,Yarra,01/02/2022,2022-02-02
Yarra Ranges (S),VIC206,159462,806,9030,505.4,229,6,Yarra Ranges,01/02/2022,2022-02-02
Yarriambiack (S),VIC200,6639,21,154,316.3,6,5,Yarriambiack,01/02/2022,2022-02-02
