LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,70,1385,546.3,8,6,Alpine,23/02/2022,2022-02-24
Ararat (RC),VIC220,11845,43,1133,363,11,5,Ararat,23/02/2022,2022-02-24
Ballarat (C),VIC241,109505,1190,12902,1086.7,224,7,Ballarat,23/02/2022,2022-02-24
Banyule (C),VIC188,131631,744,18056,565.2,117,6,Banyule,23/02/2022,2022-02-24
Bass Coast (S),VIC173,36320,216,4092,594.7,25,6,Bass Coast,23/02/2022,2022-02-24
Baw Baw (S),VIC194,53396,408,6981,764.1,65,6,Baw Baw,23/02/2022,2022-02-24
Bayside (C),VIC182,106862,551,15540,515.6,125,6,Bayside,23/02/2022,2022-02-24
Benalla (RC),VIC199,14037,104,1271,740.9,21,6,Benalla,23/02/2022,2022-02-24
Boroondara (C),VIC201,183199,907,22319,495.1,159,5,Boroondara,23/02/2022,2022-02-24
Brimbank (C),VIC189,209523,926,41526,442,175,5,Brimbank,23/02/2022,2022-02-24
Buloke (S),VIC183,6124,20,365,326.6,6,5,Buloke,23/02/2022,2022-02-24
Campaspe (S),VIC239,37622,271,4064,720.3,58,6,Campaspe,23/02/2022,2022-02-24
Cardinia (S),VIC212,112159,1075,18689,958.5,174,6,Cardinia,23/02/2022,2022-02-24
Casey (C),VIC213,353872,2837,67110,801.7,451,6,Casey,23/02/2022,2022-02-24
Central Goldfields (S),VIC169,13186,81,780,614.3,3,6,Central Goldfields,23/02/2022,2022-02-24
Colac-Otway (S),VIC224,21564,160,2274,742,24,6,Colac-Otway,23/02/2022,2022-02-24
Corangamite (S),VIC231,16020,75,1404,468.2,10,5,Corangamite,23/02/2022,2022-02-24
Darebin (C),VIC205,164184,913,25575,556.1,137,6,Darebin,23/02/2022,2022-02-24
East Gippsland (S),VIC243,47316,156,3728,329.7,28,5,East Gippsland,23/02/2022,2022-02-24
Frankston (C),VIC227,142643,1050,21081,736.1,169,6,Frankston,23/02/2022,2022-02-24
Gannawarra (S),VIC214,10472,37,667,353.3,8,5,Gannawarra,23/02/2022,2022-02-24
Glen Eira (C),VIC177,156511,907,24349,579.5,158,6,Glen Eira,23/02/2022,2022-02-24
Glenelg (S),VIC223,19674,68,1342,345.6,15,5,Glenelg,23/02/2022,2022-02-24
Golden Plains (S),VIC230,23722,235,2531,990.6,43,6,Golden Plains,23/02/2022,2022-02-24
Greater Bendigo (C),VIC193,118093,662,11980,560.6,97,6,Greater Bendigo,23/02/2022,2022-02-24
