LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,85,1337,663.3,14,6,Alpine,18/02/2022,2022-02-19
Ararat (RC),VIC220,11845,65,1099,548.8,2,6,Ararat,18/02/2022,2022-02-19
Ballarat (C),VIC241,109505,1321,11992,1206.3,153,7,Ballarat,18/02/2022,2022-02-19
Banyule (C),VIC188,131631,872,17529,662.5,120,6,Banyule,18/02/2022,2022-02-19
Bass Coast (S),VIC173,36320,286,3948,787.4,40,6,Bass Coast,18/02/2022,2022-02-19
Baw Baw (S),VIC194,53396,478,6680,895.2,53,6,Baw Baw,18/02/2022,2022-02-19
Bayside (C),VIC182,106862,538,15113,503.5,58,6,Bayside,18/02/2022,2022-02-19
Benalla (RC),VIC199,14037,86,1182,612.7,14,6,Benalla,18/02/2022,2022-02-19
Boroondara (C),VIC201,183199,928,21636,506.6,129,6,Boroondara,18/02/2022,2022-02-19
Brimbank (C),VIC189,209523,1044,40856,498.3,119,5,Brimbank,18/02/2022,2022-02-19
Buloke (S),VIC183,6124,13,348,212.3,4,5,Buloke,18/02/2022,2022-02-19
Campaspe (S),VIC239,37622,374,3847,994.1,35,6,Campaspe,18/02/2022,2022-02-19
Cardinia (S),VIC212,112159,1148,17917,1023.5,157,7,Cardinia,18/02/2022,2022-02-19
Casey (C),VIC213,353872,3155,65045,891.6,434,6,Casey,18/02/2022,2022-02-19
Central Goldfields (S),VIC169,13186,80,725,606.7,13,6,Central Goldfields,18/02/2022,2022-02-19
Colac-Otway (S),VIC224,21564,180,2143,834.7,24,6,Colac-Otway,18/02/2022,2022-02-19
Corangamite (S),VIC231,16020,108,1351,674.2,15,6,Corangamite,18/02/2022,2022-02-19
Darebin (C),VIC205,164184,1070,24946,651.7,137,6,Darebin,18/02/2022,2022-02-19
East Gippsland (S),VIC243,47316,211,3610,445.9,28,5,East Gippsland,18/02/2022,2022-02-19
Frankston (C),VIC227,142643,1170,20318,820.2,163,6,Frankston,18/02/2022,2022-02-19
Gannawarra (S),VIC214,10472,41,638,391.5,5,5,Gannawarra,18/02/2022,2022-02-19
Glen Eira (C),VIC177,156511,1163,23673,743.1,157,6,Glen Eira,18/02/2022,2022-02-19
