LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,79,1363,616.5,12,6,Alpine,21/02/2022,2022-02-22
Ararat (RC),VIC220,11845,52,1113,439,4,5,Ararat,21/02/2022,2022-02-22
Ballarat (C),VIC241,109505,1390,12497,1269.3,220,7,Ballarat,21/02/2022,2022-02-22
Banyule (C),VIC188,131631,891,17838,676.9,118,6,Banyule,21/02/2022,2022-02-22
Bass Coast (S),VIC173,36320,262,4038,721.4,37,6,Bass Coast,21/02/2022,2022-02-22
Baw Baw (S),VIC194,53396,465,6836,870.9,58,6,Baw Baw,21/02/2022,2022-02-22
Bayside (C),VIC182,106862,524,15313,490.4,96,5,Bayside,21/02/2022,2022-02-22
Benalla (RC),VIC199,14037,101,1230,719.5,16,6,Benalla,21/02/2022,2022-02-22
Boroondara (C),VIC201,183199,1005,22038,548.6,155,6,Boroondara,21/02/2022,2022-02-22
Brimbank (C),VIC189,209523,986,41198,470.6,152,5,Brimbank,21/02/2022,2022-02-22
Buloke (S),VIC183,6124,22,357,359.2,5,5,Buloke,21/02/2022,2022-02-22
Campaspe (S),VIC239,37622,350,3981,930.3,57,6,Campaspe,21/02/2022,2022-02-22
Cardinia (S),VIC212,112159,1135,18344,1012,168,7,Cardinia,21/02/2022,2022-02-22
Casey (C),VIC213,353872,3205,66264,905.7,504,6,Casey,21/02/2022,2022-02-22
Central Goldfields (S),VIC169,13186,91,764,690.1,13,6,Central Goldfields,21/02/2022,2022-02-22
Colac-Otway (S),VIC224,21564,180,2216,834.7,27,6,Colac-Otway,21/02/2022,2022-02-22
Corangamite (S),VIC231,16020,110,1386,686.6,11,6,Corangamite,21/02/2022,2022-02-22
Darebin (C),VIC205,164184,1057,25285,643.8,152,6,Darebin,21/02/2022,2022-02-22
East Gippsland (S),VIC243,47316,178,3665,376.2,30,5,East Gippsland,21/02/2022,2022-02-22
Frankston (C),VIC227,142643,1148,20742,804.8,176,6,Frankston,21/02/2022,2022-02-22
Gannawarra (S),VIC214,10472,42,653,401.1,8,5,Gannawarra,21/02/2022,2022-02-22
Glen Eira (C),VIC177,156511,1071,24036,684.3,155,6,Glen Eira,21/02/2022,2022-02-22
Glenelg (S),VIC223,19674,89,1318,452.4,13,5,Glenelg,21/02/2022,2022-02-22
Golden Plains (S),VIC230,23722,248,2449,1045.4,49,7,Golden Plains,21/02/2022,2022-02-22
Greater Bendigo (C),VIC193,118093,770,11755,652,104,6,Greater Bendigo,21/02/2022,2022-02-22
Greater Dandenong (C),VIC247,168201,822,30306,488.7,110,5,Greater Dandenong,21/02/2022,2022-02-22
Greater Geelong (C),VIC215,258934,1886,34609,728.4,272,6,Greater Geelong,21/02/2022,2022-02-22
Greater Shepparton (C),VIC93,66498,611,9892,918.8,79,6,Greater Shepparton,21/02/2022,2022-02-22
Hepburn (S),VIC94,15975,88,1166,550.9,15,6,Hepburn,21/02/2022,2022-02-22
Hindmarsh (S),VIC152,5588,22,370,393.7,1,5,Hindmarsh,21/02/2022,2022-02-22
Hobsons Bay (C),VIC235,97751,505,14617,516.6,67,6,Hobsons Bay,21/02/2022,2022-02-22
Horsham (RC),VIC153,19921,310,1740,1556.1,49,7,Horsham,21/02/2022,2022-02-22
Hume (C),VIC198,233471,1883,54223,806.5,251,6,Hume,21/02/2022,2022-02-22
Indigo (S),VIC191,16701,90,1317,538.9,15,6,Indigo,21/02/2022,2022-02-22
Interstate,,,64,3993,0,10,0,,21/02/2022,2022-02-22
Kingston (C),VIC226,165782,1245,24456,751,185,6,Kingston,21/02/2022,2022-02-22
Knox (C),VIC209,164538,1257,20316,764,165,6,Knox,21/02/2022,2022-02-22
