LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,58,1412,452.6,8,5,Alpine,27/02/2022,2022-02-28
Ararat (RC),VIC220,11845,66,1177,557.2,5,6,Ararat,27/02/2022,2022-02-28
Ballarat (C),VIC241,109505,1250,13615,1141.5,172,7,Ballarat,27/02/2022,2022-02-28
Banyule (C),VIC188,131631,722,18468,548.5,116,6,Banyule,27/02/2022,2022-02-28
Bass Coast (S),VIC173,36320,169,4190,465.3,20,5,Bass Coast,27/02/2022,2022-02-28
Baw Baw (S),VIC194,53396,412,7217,771.6,69,6,Baw Baw,27/02/2022,2022-02-28
Bayside (C),VIC182,106862,693,15955,648.5,130,6,Bayside,27/02/2022,2022-02-28
Benalla (RC),VIC199,14037,103,1325,733.8,21,6,Benalla,27/02/2022,2022-02-28
Boroondara (C),VIC201,183199,1047,22956,571.5,190,6,Boroondara,27/02/2022,2022-02-28
Brimbank (C),VIC189,209523,910,41947,434.3,119,5,Brimbank,27/02/2022,2022-02-28
Buloke (S),VIC183,6124,24,376,391.9,1,5,Buloke,27/02/2022,2022-02-28
Campaspe (S),VIC239,37622,301,4249,800.1,53,6,Campaspe,27/02/2022,2022-02-28
Cardinia (S),VIC212,112159,1025,19231,913.9,130,6,Cardinia,27/02/2022,2022-02-28
Casey (C),VIC213,353872,2732,68628,772,370,6,Casey,27/02/2022,2022-02-28
Central Goldfields (S),VIC169,13186,56,811,424.7,9,5,Central Goldfields,27/02/2022,2022-02-28
Colac-Otway (S),VIC224,21564,153,2360,709.5,20,6,Colac-Otway,27/02/2022,2022-02-28
Corangamite (S),VIC231,16020,65,1442,405.7,12,5,Corangamite,27/02/2022,2022-02-28
Darebin (C),VIC205,164184,921,26067,561,118,6,Darebin,27/02/2022,2022-02-28
East Gippsland (S),VIC243,47316,140,3794,295.9,13,5,East Gippsland,27/02/2022,2022-02-28
Frankston (C),VIC227,142643,1003,21633,703.2,136,6,Frankston,27/02/2022,2022-02-28
Gannawarra (S),VIC214,10472,42,691,401.1,6,5,Gannawarra,27/02/2022,2022-02-28
Glen Eira (C),VIC177,156511,1006,24941,642.8,174,6,Glen Eira,27/02/2022,2022-02-28
Glenelg (S),VIC223,19674,72,1389,366,7,5,Glenelg,27/02/2022,2022-02-28
Golden Plains (S),VIC230,23722,227,2650,956.9,31,6,Golden Plains,27/02/2022,2022-02-28
Greater Bendigo (C),VIC193,118093,655,12346,554.6,131,6,Greater Bendigo,27/02/2022,2022-02-28
Greater Dandenong (C),VIC247,168201,663,30870,394.2,75,5,Greater Dandenong,27/02/2022,2022-02-28
Greater Geelong (C),VIC215,258934,1518,35988,586.2,190,6,Greater Geelong,27/02/2022,2022-02-28
Greater Shepparton (C),VIC93,66498,463,10289,696.3,64,6,Greater Shepparton,27/02/2022,2022-02-28
Hepburn (S),VIC94,15975,83,1237,519.6,6,6,Hepburn,27/02/2022,2022-02-28
Hindmarsh (S),VIC152,5588,23,391,411.6,5,5,Hindmarsh,27/02/2022,2022-02-28
Hobsons Bay (C),VIC235,97751,443,15008,453.2,66,5,Hobsons Bay,27/02/2022,2022-02-28
Horsham (RC),VIC153,19921,217,1933,1089.3,23,7,Horsham,27/02/2022,2022-02-28
Hume (C),VIC198,233471,1444,55425,618.5,155,6,Hume,27/02/2022,2022-02-28
Indigo (S),VIC191,16701,61,1366,365.2,7,5,Indigo,27/02/2022,2022-02-28
Interstate,,,83,4063,0,9,0,,27/02/2022,2022-02-28
Kingston (C),VIC226,165782,1064,25412,641.8,146,6,Kingston,27/02/2022,2022-02-28
Knox (C),VIC209,164538,1123,21328,682.5,176,6,Knox,27/02/2022,2022-02-28
Latrobe (C),VIC219,75561,595,10030,787.4,66,6,Latrobe,27/02/2022,2022-02-28
Loddon (S),VIC185,7504,11,360,146.6,1,4,Loddon,27/02/2022,2022-02-28
Macedon Ranges (S),VIC228,50231,244,5722,485.8,40,5,Macedon Ranges,27/02/2022,2022-02-28
Manningham (C),VIC195,127573,705,17081,552.6,130,6,Manningham,27/02/2022,2022-02-28
Mansfield (S),VIC244,9176,60,925,653.9,4,6,Mansfield,27/02/2022,2022-02-28
Maribyrnong (C),VIC234,93448,478,16905,511.5,54,6,Maribyrnong,27/02/2022,2022-02-28
Maroondah (C),VIC207,118558,723,15579,609.8,117,6,Maroondah,27/02/2022,2022-02-28
Melbourne (C),VIC132,178955,944,31215,527.5,182,6,Melbourne,27/02/2022,2022-02-28
Melton (C),VIC237,164895,1300,39583,788.4,143,6,Melton,27/02/2022,2022-02-28
Mildura (RC),VIC222,55777,724,7447,1298,98,7,Mildura,27/02/2022,2022-02-28
Mitchell (S),VIC211,46082,395,6815,857.2,60,6,Mitchell,27/02/2022,2022-02-28
Moira (S),VIC190,29925,148,3755,494.6,16,5,Moira,27/02/2022,2022-02-28
Monash (C),VIC210,202847,1259,26624,620.7,210,6,Monash,27/02/2022,2022-02-28
Moonee Valley (C),VIC121,130294,670,23126,514.2,71,6,Moonee Valley,27/02/2022,2022-02-28
Moorabool (S),VIC236,35049,291,5413,830.3,38,6,Moorabool,27/02/2022,2022-02-28
Moreland (C),VIC131,185767,968,34022,521.1,140,6,Moreland,27/02/2022,2022-02-28
Mornington Peninsula (S),VIC204,167636,974,23916,581,156,6,Mornington Peninsula,27/02/2022,2022-02-28
Mount Alexander (S),VIC105,19754,103,1699,521.4,11,6,Mount Alexander,27/02/2022,2022-02-28
Moyne (S),VIC229,16953,60,1534,353.9,5,5,Moyne,27/02/2022,2022-02-28
Murrindindi (S),VIC250,14570,76,1288,521.6,12,6,Murrindindi,27/02/2022,2022-02-28
Nillumbik (S),VIC216,65094,396,9024,608.4,55,6,Nillumbik,27/02/2022,2022-02-28
Northern Grampians (S),VIC166,11402,40,1238,350.8,5,5,Northern Grampians,27/02/2022,2022-02-28
Overseas,,,3,81,0,2,0,,27/02/2022,2022-02-28
Overseas Traveller,,,0,621,0,0,0,,27/02/2022,2022-02-28
Port Phillip (C),VIC208,115601,709,19913,613.3,119,6,Port Phillip,27/02/2022,2022-02-28
Pyrenees (S),VIC217,7472,47,638,629,6,6,Pyrenees,27/02/2022,2022-02-28
Queenscliffe (B),VIC238,2940,13,400,442.2,2,5,Queenscliffe,27/02/2022,2022-02-28
South Gippsland (S),VIC178,29914,138,2530,461.3,20,5,South Gippsland,27/02/2022,2022-02-28
Southern Grampians (S),VIC233,16100,68,1508,422.4,6,5,Southern Grampians,27/02/2022,2022-02-28
Stonnington (C),VIC203,117768,561,18333,476.4,110,5,Stonnington,27/02/2022,2022-02-28
Strathbogie (S),VIC110,10781,47,978,436,6,5,Strathbogie,27/02/2022,2022-02-28
Surf Coast (S),VIC225,33456,184,5034,550,30,6,Surf Coast,27/02/2022,2022-02-28
Swan Hill (RC),VIC180,20649,117,2692,566.6,23,6,Swan Hill,27/02/2022,2022-02-28
Towong (S),VIC187,6040,10,350,165.6,2,4,Towong,27/02/2022,2022-02-28
Unincorporated Vic,,,1,70,0,0,0,,27/02/2022,2022-02-28
Unknown,,,144,5205,0,18,0,,27/02/2022,2022-02-28
Wangaratta (RC),VIC186,29187,222,3065,760.6,25,6,Wangaratta,27/02/2022,2022-02-28
Warrnambool (C),VIC179,35181,138,4263,392.3,19,5,Warrnambool,27/02/2022,2022-02-28
Wellington (S),VIC218,44380,307,4174,691.8,37,6,Wellington,27/02/2022,2022-02-28
West Wimmera (S),VIC232,3841,8,176,208.3,2,5,West Wimmera,27/02/2022,2022-02-28
Whitehorse (C),VIC196,178739,1006,19909,562.8,174,6,Whitehorse,27/02/2022,2022-02-28
Whittlesea (C),VIC197,230238,1756,45596,762.7,242,6,Whittlesea,27/02/2022,2022-02-28
Wodonga (C),VIC192,42083,260,5020,617.8,34,6,Wodonga,27/02/2022,2022-02-28
Wyndham (C),VIC221,270487,1531,55796,566,150,6,Wyndham,27/02/2022,2022-02-28
Yarra (C),VIC202,101495,428,17854,421.7,58,5,Yarra,27/02/2022,2022-02-28
Yarra Ranges (S),VIC206,159462,1268,20633,795.2,170,6,Yarra Ranges,27/02/2022,2022-02-28
Yarriambiack (S),VIC200,6639,33,435,497.1,0,5,Yarriambiack,27/02/2022,2022-02-28
