LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,98,1210,764.8,17,6,Alpine,08/02/2022,2022-02-09
Ararat (RC),VIC220,11845,90,962,759.8,17,6,Ararat,08/02/2022,2022-02-09
Ballarat (C),VIC241,109505,1035,10053,945.2,217,6,Ballarat,08/02/2022,2022-02-09
Banyule (C),VIC188,131631,1012,16200,768.8,176,6,Banyule,08/02/2022,2022-02-09
Bass Coast (S),VIC173,36320,376,3491,1035.2,70,7,Bass Coast,08/02/2022,2022-02-09
Baw Baw (S),VIC194,53396,543,5941,1016.9,93,7,Baw Baw,08/02/2022,2022-02-09
Bayside (C),VIC182,106862,640,14237,598.9,111,6,Bayside,08/02/2022,2022-02-09
Benalla (RC),VIC199,14037,114,1039,812.1,19,6,Benalla,08/02/2022,2022-02-09
Boroondara (C),VIC201,183199,979,20190,534.4,151,6,Boroondara,08/02/2022,2022-02-09
Brimbank (C),VIC189,209523,1478,39219,705.4,235,6,Brimbank,08/02/2022,2022-02-09
Buloke (S),VIC183,6124,30,320,489.9,6,5,Buloke,08/02/2022,2022-02-09
Campaspe (S),VIC239,37622,356,3302,946.3,60,6,Campaspe,08/02/2022,2022-02-09
Cardinia (S),VIC212,112159,1571,16103,1400.7,283,7,Cardinia,08/02/2022,2022-02-09
Casey (C),VIC213,353872,3708,60162,1047.8,612,7,Casey,08/02/2022,2022-02-09
Central Goldfields (S),VIC169,13186,69,605,523.3,22,6,Central Goldfields,08/02/2022,2022-02-09
Colac-Otway (S),VIC224,21564,106,1893,491.6,16,5,Colac-Otway,08/02/2022,2022-02-09
Corangamite (S),VIC231,16020,112,1188,699.1,15,6,Corangamite,08/02/2022,2022-02-09
Darebin (C),VIC205,164184,1217,23252,741.2,209,6,Darebin,08/02/2022,2022-02-09
East Gippsland (S),VIC243,47316,339,3240,716.5,56,6,East Gippsland,08/02/2022,2022-02-09
Frankston (C),VIC227,142643,1409,18446,987.8,263,6,Frankston,08/02/2022,2022-02-09
Gannawarra (S),VIC214,10472,79,572,754.4,20,6,Gannawarra,08/02/2022,2022-02-09
Glen Eira (C),VIC177,156511,1287,21825,822.3,240,6,Glen Eira,08/02/2022,2022-02-09
Glenelg (S),VIC223,19674,75,1144,381.2,9,5,Glenelg,08/02/2022,2022-02-09
Golden Plains (S),VIC230,23722,225,2007,948.5,38,6,Golden Plains,08/02/2022,2022-02-09
Greater Bendigo (C),VIC193,118093,950,10176,804.5,154,6,Greater Bendigo,08/02/2022,2022-02-09
Greater Dandenong (C),VIC247,168201,1206,28682,717,219,6,Greater Dandenong,08/02/2022,2022-02-09
Greater Geelong (C),VIC215,258934,2543,30677,982.1,465,6,Greater Geelong,08/02/2022,2022-02-09
Greater Shepparton (C),VIC93,66498,777,8680,1168.5,126,7,Greater Shepparton,08/02/2022,2022-02-09
Hepburn (S),VIC94,15975,101,1001,632.2,22,6,Hepburn,08/02/2022,2022-02-09
Hindmarsh (S),VIC152,5588,29,333,519,5,6,Hindmarsh,08/02/2022,2022-02-09
Hobsons Bay (C),VIC235,97751,680,13594,695.6,111,6,Hobsons Bay,08/02/2022,2022-02-09
Horsham (RC),VIC153,19921,137,1303,687.7,21,6,Horsham,08/02/2022,2022-02-09
Hume (C),VIC198,233471,2483,50559,1063.5,419,7,Hume,08/02/2022,2022-02-09
Indigo (S),VIC191,16701,104,1142,622.7,26,6,Indigo,08/02/2022,2022-02-09
Interstate,,,153,3871,0,43,0,,08/02/2022,2022-02-09
Kingston (C),VIC226,165782,1334,21953,804.7,231,6,Kingston,08/02/2022,2022-02-09
Knox (C),VIC209,164538,1326,17903,805.9,218,6,Knox,08/02/2022,2022-02-09
Latrobe (C),VIC219,75561,838,8145,1109,148,7,Latrobe,08/02/2022,2022-02-09
Loddon (S),VIC185,7504,31,313,413.1,7,5,Loddon,08/02/2022,2022-02-09
Macedon Ranges (S),VIC228,50231,445,4941,885.9,72,6,Macedon Ranges,08/02/2022,2022-02-09
Manningham (C),VIC195,127573,865,14906,678,146,6,Manningham,08/02/2022,2022-02-09
Mansfield (S),VIC244,9176,52,740,566.7,4,6,Mansfield,08/02/2022,2022-02-09
Maribyrnong (C),VIC234,93448,635,15525,679.5,116,6,Maribyrnong,08/02/2022,2022-02-09
Maroondah (C),VIC207,118558,1106,13023,932.9,216,6,Maroondah,08/02/2022,2022-02-09
Melbourne (C),VIC132,178955,920,28966,514.1,150,6,Melbourne,08/02/2022,2022-02-09
Melton (C),VIC237,164895,1938,35177,1175.3,353,7,Melton,08/02/2022,2022-02-09
Mildura (RC),VIC222,55777,613,5441,1099,96,7,Mildura,08/02/2022,2022-02-09
Mitchell (S),VIC211,46082,523,5489,1134.9,114,7,Mitchell,08/02/2022,2022-02-09
Moira (S),VIC190,29925,300,3194,1002.5,52,7,Moira,08/02/2022,2022-02-09
Monash (C),VIC210,202847,1323,23230,652.2,265,6,Monash,08/02/2022,2022-02-09
Moonee Valley (C),VIC121,130294,975,20820,748.3,149,6,Moonee Valley,08/02/2022,2022-02-09
Moorabool (S),VIC236,35049,398,4409,1135.6,63,7,Moorabool,08/02/2022,2022-02-09
Moreland (C),VIC131,185767,1358,30951,731,240,6,Moreland,08/02/2022,2022-02-09
