LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,64,1391,499.5,7,5,Alpine,24/02/2022,2022-02-25
Ararat (RC),VIC220,11845,46,1144,388.3,11,5,Ararat,24/02/2022,2022-02-25
Ballarat (C),VIC241,109505,1242,13127,1134.2,230,7,Ballarat,24/02/2022,2022-02-25
Banyule (C),VIC188,131631,712,18168,540.9,108,6,Banyule,24/02/2022,2022-02-25
Bass Coast (S),VIC173,36320,199,4128,547.9,37,6,Bass Coast,24/02/2022,2022-02-25
Baw Baw (S),VIC194,53396,396,7049,741.6,67,6,Baw Baw,24/02/2022,2022-02-25
Bayside (C),VIC182,106862,588,15655,550.2,117,6,Bayside,24/02/2022,2022-02-25
Benalla (RC),VIC199,14037,107,1281,762.3,12,6,Benalla,24/02/2022,2022-02-25
Boroondara (C),VIC201,183199,959,22504,523.5,183,6,Boroondara,24/02/2022,2022-02-25
Brimbank (C),VIC189,209523,913,41636,435.8,114,5,Brimbank,24/02/2022,2022-02-25
Buloke (S),VIC183,6124,27,372,440.9,7,5,Buloke,24/02/2022,2022-02-25
Campaspe (S),VIC239,37622,285,4118,757.5,54,6,Campaspe,24/02/2022,2022-02-25
Cardinia (S),VIC212,112159,1029,18821,917.4,139,6,Cardinia,24/02/2022,2022-02-25
Casey (C),VIC213,353872,2824,67562,798,463,6,Casey,24/02/2022,2022-02-25
Central Goldfields (S),VIC169,13186,68,787,515.7,7,6,Central Goldfields,24/02/2022,2022-02-25
Colac-Otway (S),VIC224,21564,164,2305,760.5,32,6,Colac-Otway,24/02/2022,2022-02-25
Corangamite (S),VIC231,16020,73,1415,455.7,12,5,Corangamite,24/02/2022,2022-02-25
Darebin (C),VIC205,164184,910,25704,554.3,129,6,Darebin,24/02/2022,2022-02-25
East Gippsland (S),VIC243,47316,155,3751,327.6,23,5,East Gippsland,24/02/2022,2022-02-25
Frankston (C),VIC227,142643,1035,21243,725.6,162,6,Frankston,24/02/2022,2022-02-25
Gannawarra (S),VIC214,10472,39,674,372.4,7,5,Gannawarra,24/02/2022,2022-02-25
Glen Eira (C),VIC177,156511,942,24534,601.9,192,6,Glen Eira,24/02/2022,2022-02-25
Glenelg (S),VIC223,19674,69,1357,350.7,14,5,Glenelg,24/02/2022,2022-02-25
Golden Plains (S),VIC230,23722,244,2569,1028.6,39,7,Golden Plains,24/02/2022,2022-02-25
Greater Bendigo (C),VIC193,118093,637,12059,539.4,83,6,Greater Bendigo,24/02/2022,2022-02-25
Greater Dandenong (C),VIC247,168201,694,30640,412.6,115,5,Greater Dandenong,24/02/2022,2022-02-25
Greater Geelong (C),VIC215,258934,1556,35381,600.9,215,6,Greater Geelong,24/02/2022,2022-02-25
Greater Shepparton (C),VIC93,66498,481,10121,723.3,71,6,Greater Shepparton,24/02/2022,2022-02-25
Hepburn (S),VIC94,15975,82,1204,513.3,15,6,Hepburn,24/02/2022,2022-02-25
Hindmarsh (S),VIC152,5588,16,380,286.3,2,5,Hindmarsh,24/02/2022,2022-02-25
Hobsons Bay (C),VIC235,97751,422,14825,431.7,65,5,Hobsons Bay,24/02/2022,2022-02-25
Horsham (RC),VIC153,19921,259,1858,1300.1,38,7,Horsham,24/02/2022,2022-02-25
Hume (C),VIC198,233471,1600,54924,685.3,204,6,Hume,24/02/2022,2022-02-25
Indigo (S),VIC191,16701,74,1347,443.1,7,5,Indigo,24/02/2022,2022-02-25
Interstate,,,72,4030,0,16,0,,24/02/2022,2022-02-25
Kingston (C),VIC226,165782,1094,24996,659.9,185,6,Kingston,24/02/2022,2022-02-25
Knox (C),VIC209,164538,1078,20841,655.2,172,6,Knox,24/02/2022,2022-02-25
Latrobe (C),VIC219,75561,635,9823,840.4,106,6,Latrobe,24/02/2022,2022-02-25
Loddon (S),VIC185,7504,10,355,133.3,2,4,Loddon,24/02/2022,2022-02-25
Macedon Ranges (S),VIC228,50231,232,5619,461.9,33,5,Macedon Ranges,24/02/2022,2022-02-25
Manningham (C),VIC195,127573,651,16751,510.3,94,6,Manningham,24/02/2022,2022-02-25
Mansfield (S),VIC244,9176,75,902,817.3,12,6,Mansfield,24/02/2022,2022-02-25
Maribyrnong (C),VIC234,93448,483,16743,516.9,93,6,Maribyrnong,24/02/2022,2022-02-25
Maroondah (C),VIC207,118558,724,15294,610.7,101,6,Maroondah,24/02/2022,2022-02-25
Melbourne (C),VIC132,178955,808,30801,451.5,166,5,Melbourne,24/02/2022,2022-02-25
Melton (C),VIC237,164895,1433,39118,869,255,6,Melton,24/02/2022,2022-02-25
Mildura (RC),VIC222,55777,668,7152,1197.6,134,7,Mildura,24/02/2022,2022-02-25
Mitchell (S),VIC211,46082,429,6654,930.9,53,6,Mitchell,24/02/2022,2022-02-25
Moira (S),VIC190,29925,168,3703,561.4,36,6,Moira,24/02/2022,2022-02-25
Monash (C),VIC210,202847,1071,26022,528,200,6,Monash,24/02/2022,2022-02-25
Moonee Valley (C),VIC121,130294,741,22893,568.7,128,6,Moonee Valley,24/02/2022,2022-02-25
Moorabool (S),VIC236,35049,331,5288,944.4,39,6,Moorabool,24/02/2022,2022-02-25
Moreland (C),VIC131,185767,938,33636,504.9,177,6,Moreland,24/02/2022,2022-02-25
Mornington Peninsula (S),VIC204,167636,930,23511,554.8,135,6,Mornington Peninsula,24/02/2022,2022-02-25
Mount Alexander (S),VIC105,19754,100,1665,506.2,11,6,Mount Alexander,24/02/2022,2022-02-25
Moyne (S),VIC229,16953,69,1516,407,11,5,Moyne,24/02/2022,2022-02-25
Murrindindi (S),VIC250,14570,73,1257,501,15,6,Murrindindi,24/02/2022,2022-02-25
Nillumbik (S),VIC216,65094,407,8877,625.2,66,6,Nillumbik,24/02/2022,2022-02-25
Northern Grampians (S),VIC166,11402,42,1222,368.4,6,5,Northern Grampians,24/02/2022,2022-02-25
Overseas,,,2,79,0,0,0,,24/02/2022,2022-02-25
Overseas Traveller,,,0,621,0,0,0,,24/02/2022,2022-02-25
Port Phillip (C),VIC208,115601,636,19612,550.2,108,6,Port Phillip,24/02/2022,2022-02-25
Pyrenees (S),VIC217,7472,37,618,495.2,11,5,Pyrenees,24/02/2022,2022-02-25
Queenscliffe (B),VIC238,2940,11,391,374.1,0,5,Queenscliffe,24/02/2022,2022-02-25
South Gippsland (S),VIC178,29914,147,2476,491.4,21,5,South Gippsland,24/02/2022,2022-02-25
Southern Grampians (S),VIC233,16100,69,1486,428.6,10,5,Southern Grampians,24/02/2022,2022-02-25
Stonnington (C),VIC203,117768,486,18088,412.7,70,5,Stonnington,24/02/2022,2022-02-25
Strathbogie (S),VIC110,10781,37,961,343.2,10,5,Strathbogie,24/02/2022,2022-02-25
Surf Coast (S),VIC225,33456,169,4950,505.1,25,6,Surf Coast,24/02/2022,2022-02-25
Swan Hill (RC),VIC180,20649,163,2646,789.4,24,6,Swan Hill,24/02/2022,2022-02-25
Towong (S),VIC187,6040,12,344,198.7,1,4,Towong,24/02/2022,2022-02-25
Unincorporated Vic,,,1,69,0,0,0,,24/02/2022,2022-02-25
Unknown,,,124,5103,0,18,0,,24/02/2022,2022-02-25
Wangaratta (RC),VIC186,29187,240,2976,822.3,22,6,Wangaratta,24/02/2022,2022-02-25
Warrnambool (C),VIC179,35181,151,4214,429.2,18,5,Warrnambool,24/02/2022,2022-02-25
Wellington (S),VIC218,44380,322,4055,725.6,46,6,Wellington,24/02/2022,2022-02-25
West Wimmera (S),VIC232,3841,4,169,104.1,0,4,West Wimmera,24/02/2022,2022-02-25
Whitehorse (C),VIC196,178739,885,19433,495.1,163,5,Whitehorse,24/02/2022,2022-02-25
Whittlesea (C),VIC197,230238,1758,44933,763.6,273,6,Whittlesea,24/02/2022,2022-02-25
Wodonga (C),VIC192,42083,300,4938,712.9,39,6,Wodonga,24/02/2022,2022-02-25
Wyndham (C),VIC221,270487,1641,55282,606.7,232,6,Wyndham,24/02/2022,2022-02-25
Yarra (C),VIC202,101495,423,17689,416.8,70,5,Yarra,24/02/2022,2022-02-25
Yarra Ranges (S),VIC206,159462,1295,20138,812.1,189,6,Yarra Ranges,24/02/2022,2022-02-25
Yarriambiack (S),VIC200,6639,35,423,527.2,3,6,Yarriambiack,24/02/2022,2022-02-25
