LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,107,1196,835,18,6,Alpine,07/02/2022,2022-02-08
Ararat (RC),VIC220,11845,94,943,793.6,11,6,Ararat,07/02/2022,2022-02-08
Ballarat (C),VIC241,109505,1029,9845,939.7,182,6,Ballarat,07/02/2022,2022-02-08
Banyule (C),VIC188,131631,1045,16032,793.9,198,6,Banyule,07/02/2022,2022-02-08
Bass Coast (S),VIC173,36320,376,3425,1035.2,74,7,Bass Coast,07/02/2022,2022-02-08
Baw Baw (S),VIC194,53396,561,5849,1050.6,86,7,Baw Baw,07/02/2022,2022-02-08
Bayside (C),VIC182,106862,678,14122,634.5,108,6,Bayside,07/02/2022,2022-02-08
Benalla (RC),VIC199,14037,106,1018,755.1,14,6,Benalla,07/02/2022,2022-02-08
Boroondara (C),VIC201,183199,1064,20052,580.8,165,6,Boroondara,07/02/2022,2022-02-08
Brimbank (C),VIC189,209523,1572,38992,750.3,262,6,Brimbank,07/02/2022,2022-02-08
Buloke (S),VIC183,6124,28,313,457.2,10,5,Buloke,07/02/2022,2022-02-08
Campaspe (S),VIC239,37622,353,3245,938.3,92,6,Campaspe,07/02/2022,2022-02-08
Cardinia (S),VIC212,112159,1608,15823,1433.7,306,7,Cardinia,07/02/2022,2022-02-08
Casey (C),VIC213,353872,3845,59563,1086.6,677,7,Casey,07/02/2022,2022-02-08
Central Goldfields (S),VIC169,13186,56,582,424.7,11,5,Central Goldfields,07/02/2022,2022-02-08
Colac-Otway (S),VIC224,21564,113,1877,524,16,6,Colac-Otway,07/02/2022,2022-02-08
Corangamite (S),VIC231,16020,131,1178,817.7,19,6,Corangamite,07/02/2022,2022-02-08
Darebin (C),VIC205,164184,1250,23041,761.3,210,6,Darebin,07/02/2022,2022-02-08
East Gippsland (S),VIC243,47316,350,3183,739.7,63,6,East Gippsland,07/02/2022,2022-02-08
Frankston (C),VIC227,142643,1434,18182,1005.3,253,7,Frankston,07/02/2022,2022-02-08
Gannawarra (S),VIC214,10472,75,553,716.2,23,6,Gannawarra,07/02/2022,2022-02-08
Glen Eira (C),VIC177,156511,1344,21599,858.7,228,6,Glen Eira,07/02/2022,2022-02-08
Glenelg (S),VIC223,19674,95,1135,482.9,17,5,Glenelg,07/02/2022,2022-02-08
Golden Plains (S),VIC230,23722,271,1973,1142.4,51,7,Golden Plains,07/02/2022,2022-02-08
Greater Bendigo (C),VIC193,118093,963,10029,815.5,164,6,Greater Bendigo,07/02/2022,2022-02-08
