LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,0,1,0,0,0,Alpine,08/10/2021,09/10/2021
Ararat (RC),VIC220,11845,5,17,42.2,0,2,Ararat,08/10/2021,09/10/2021
Ballarat (C),VIC241,109505,48,127,43.8,3,2,Ballarat,08/10/2021,09/10/2021
Banyule (C),VIC188,131631,271,920,205.9,27,5,Banyule,08/10/2021,09/10/2021
Bass Coast (S),VIC173,36320,11,24,30.3,1,2,Bass Coast,08/10/2021,09/10/2021
Baw Baw (S),VIC194,53396,57,76,106.7,13,4,Baw Baw,08/10/2021,09/10/2021
Bayside (C),VIC182,106862,127,437,118.8,18,4,Bayside,08/10/2021,09/10/2021
Benalla (RC),VIC199,14037,5,8,35.6,1,2,Benalla,08/10/2021,09/10/2021
Boroondara (C),VIC201,183199,121,469,66,9,3,Boroondara,08/10/2021,09/10/2021
Brimbank (C),VIC189,209523,1075,3671,513.1,87,6,Brimbank,08/10/2021,09/10/2021
Buloke (S),VIC183,6124,0,0,0,0,0,Buloke,08/10/2021,09/10/2021
Campaspe (S),VIC239,37622,7,19,18.6,1,1,Campaspe,08/10/2021,09/10/2021
Cardinia (S),VIC212,112159,280,607,249.6,22,5,Cardinia,08/10/2021,09/10/2021
Casey (C),VIC213,353872,1141,2511,322.4,208,5,Casey,08/10/2021,09/10/2021
Central Goldfields (S),VIC169,13186,0,2,0,0,0,Central Goldfields,08/10/2021,09/10/2021
Colac-Otway (S),VIC224,21564,28,167,129.8,2,4,Colac-Otway,08/10/2021,09/10/2021
Corangamite (S),VIC231,16020,1,9,6.2,0,1,Corangamite,08/10/2021,09/10/2021
Darebin (C),VIC205,164184,560,1659,341.1,72,5,Darebin,08/10/2021,09/10/2021
East Gippsland (S),VIC243,47316,2,11,4.2,0,1,East Gippsland,08/10/2021,09/10/2021
Frankston (C),VIC227,142643,169,461,118.5,27,4,Frankston,08/10/2021,09/10/2021
Gannawarra (S),VIC214,10472,6,9,57.3,0,3,Gannawarra,08/10/2021,09/10/2021
Glen Eira (C),VIC177,156511,202,520,129.1,45,4,Glen Eira,08/10/2021,09/10/2021
Glenelg (S),VIC223,19674,0,19,0,0,0,Glenelg,08/10/2021,09/10/2021
Golden Plains (S),VIC230,23722,4,23,16.9,0,1,Golden Plains,08/10/2021,09/10/2021
Greater Bendigo (C),VIC193,118093,14,121,11.9,3,1,Greater Bendigo,08/10/2021,09/10/2021
Greater Dandenong (C),VIC247,168201,585,1275,347.8,79,5,Greater Dandenong,08/10/2021,09/10/2021
Greater Geelong (C),VIC215,258934,100,527,38.6,6,2,Greater Geelong,08/10/2021,09/10/2021
Greater Shepparton (C),VIC93,66498,104,306,156.4,8,4,Greater Shepparton,08/10/2021,09/10/2021
Hepburn (S),VIC94,15975,0,5,0,0,0,Hepburn,08/10/2021,09/10/2021
Hindmarsh (S),VIC152,5588,0,0,0,0,0,Hindmarsh,08/10/2021,09/10/2021
Hobsons Bay (C),VIC235,97751,282,1396,288.5,34,5,Hobsons Bay,08/10/2021,09/10/2021
Horsham (RC),VIC153,19921,1,15,5,0,1,Horsham,08/10/2021,09/10/2021
Hume (C),VIC198,233471,3339,9273,1430.2,307,7,Hume,08/10/2021,09/10/2021
Indigo (S),VIC191,16701,0,2,0,0,0,Indigo,08/10/2021,09/10/2021
Interstate,,,6,120,0,2,0,,08/10/2021,09/10/2021
Kingston (C),VIC226,165782,193,565,116.4,31,4,Kingston,08/10/2021,09/10/2021
Knox (C),VIC209,164538,247,483,150.1,35,4,Knox,08/10/2021,09/10/2021
Latrobe (C),VIC219,75561,101,161,133.7,7,4,Latrobe,08/10/2021,09/10/2021
Loddon (S),VIC185,7504,0,4,0,0,0,Loddon,08/10/2021,09/10/2021
Macedon Ranges (S),VIC228,50231,44,121,87.6,3,3,Macedon Ranges,08/10/2021,09/10/2021
Manningham (C),VIC195,127573,215,479,168.5,26,4,Manningham,08/10/2021,09/10/2021
Mansfield (S),VIC244,9176,0,10,0,0,0,Mansfield,08/10/2021,09/10/2021
Maribyrnong (C),VIC234,93448,319,1043,341.4,43,5,Maribyrnong,08/10/2021,09/10/2021
Maroondah (C),VIC207,118558,182,336,153.5,26,4,Maroondah,08/10/2021,09/10/2021
Melbourne (C),VIC132,178955,458,1631,255.9,70,5,Melbourne,08/10/2021,09/10/2021
Melton (C),VIC237,164895,1003,2657,608.3,106,6,Melton,08/10/2021,09/10/2021
Mildura (RC),VIC222,55777,37,54,66.3,20,3,Mildura,08/10/2021,09/10/2021
Mitchell (S),VIC211,46082,132,289,286.4,12,5,Mitchell,08/10/2021,09/10/2021
Moira (S),VIC190,29925,2,11,6.7,0,1,Moira,08/10/2021,09/10/2021
Monash (C),VIC210,202847,271,711,133.6,31,4,Monash,08/10/2021,09/10/2021
Moonee Valley (C),VIC121,130294,457,1597,350.7,33,5,Moonee Valley,08/10/2021,09/10/2021
Moorabool (S),VIC236,35049,47,118,134.1,6,4,Moorabool,08/10/2021,09/10/2021
Moreland (C),VIC131,185767,986,3391,530.8,93,6,Moreland,08/10/2021,09/10/2021
Mornington Peninsula (S),VIC204,167636,117,332,69.8,19,3,Mornington Peninsula,08/10/2021,09/10/2021
Mount Alexander (S),VIC105,19754,16,29,81,0,3,Mount Alexander,08/10/2021,09/10/2021
Moyne (S),VIC229,16953,5,7,29.5,0,2,Moyne,08/10/2021,09/10/2021
Murrindindi (S),VIC250,14570,6,19,41.2,1,2,Murrindindi,08/10/2021,09/10/2021
Nillumbik (S),VIC216,65094,65,238,99.9,13,3,Nillumbik,08/10/2021,09/10/2021
Northern Grampians (S),VIC166,11402,0,5,0,0,0,Northern Grampians,08/10/2021,09/10/2021
Overseas,,,0,7,0,0,0,,08/10/2021,09/10/2021
Overseas Traveller,,,0,239,0,0,0,,08/10/2021,09/10/2021
Port Phillip (C),VIC208,115601,300,757,259.5,39,5,Port Phillip,08/10/2021,09/10/2021
Pyrenees (S),VIC217,7472,4,7,53.5,1,3,Pyrenees,08/10/2021,09/10/2021
Queenscliffe (B),VIC238,2940,0,1,0,0,0,Queenscliffe,08/10/2021,09/10/2021
South Gippsland (S),VIC178,29914,12,29,40.1,0,2,South Gippsland,08/10/2021,09/10/2021
Southern Grampians (S),VIC233,16100,0,2,0,0,0,Southern Grampians,08/10/2021,09/10/2021
Stonnington (C),VIC203,117768,164,492,139.3,15,4,Stonnington,08/10/2021,09/10/2021
Strathbogie (S),VIC110,10781,2,4,18.6,1,1,Strathbogie,08/10/2021,09/10/2021
Surf Coast (S),VIC225,33456,9,26,26.9,0,2,Surf Coast,08/10/2021,09/10/2021
Swan Hill (RC),VIC180,20649,1,7,4.8,0,1,Swan Hill,08/10/2021,09/10/2021
Towong (S),VIC187,6040,0,0,0,0,0,Towong,08/10/2021,09/10/2021
Unknown,,,52,201,0,8,0,,08/10/2021,09/10/2021
Wangaratta (RC),VIC186,29187,4,7,13.7,0,1,Wangaratta,08/10/2021,09/10/2021
Warrnambool (C),VIC179,35181,20,35,56.8,0,3,Warrnambool,08/10/2021,09/10/2021
Wellington (S),VIC218,44380,3,23,6.8,0,1,Wellington,08/10/2021,09/10/2021
West Wimmera (S),VIC232,3841,0,1,0,0,0,West Wimmera,08/10/2021,09/10/2021
Whitehorse (C),VIC196,178739,110,363,61.5,16,3,Whitehorse,08/10/2021,09/10/2021
Whittlesea (C),VIC197,230238,1633,3974,709.3,201,6,Whittlesea,08/10/2021,09/10/2021
Wodonga (C),VIC192,42083,4,10,9.5,1,1,Wodonga,08/10/2021,09/10/2021
Wyndham (C),VIC221,270487,1080,4460,399.3,93,5,Wyndham,08/10/2021,09/10/2021
Yarra (C),VIC202,101495,225,850,221.7,23,5,Yarra,08/10/2021,09/10/2021
Yarra Ranges (S),VIC206,159462,121,417,75.9,17,3,Yarra Ranges,08/10/2021,09/10/2021
Yarriambiack (S),VIC200,6639,1,2,15.1,0,1,Yarriambiack,08/10/2021,09/10/2021
