LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,77,1325,600.9,13,6,Alpine,17/02/2022,2022-02-18
Ararat (RC),VIC220,11845,79,1099,666.9,10,6,Ararat,17/02/2022,2022-02-18
Ballarat (C),VIC241,109505,1352,11850,1234.6,193,7,Ballarat,17/02/2022,2022-02-18
Banyule (C),VIC188,131631,894,17406,679.2,181,6,Banyule,17/02/2022,2022-02-18
Bass Coast (S),VIC173,36320,309,3907,850.8,52,6,Bass Coast,17/02/2022,2022-02-18
Baw Baw (S),VIC194,53396,497,6629,930.8,90,6,Baw Baw,17/02/2022,2022-02-18
Bayside (C),VIC182,106862,556,15043,520.3,69,6,Bayside,17/02/2022,2022-02-18
Benalla (RC),VIC199,14037,89,1167,634,6,6,Benalla,17/02/2022,2022-02-18
Boroondara (C),VIC201,183199,930,21506,507.6,133,6,Boroondara,17/02/2022,2022-02-18
Brimbank (C),VIC189,209523,1064,40749,507.8,147,6,Brimbank,17/02/2022,2022-02-18
Buloke (S),VIC183,6124,13,344,212.3,2,5,Buloke,17/02/2022,2022-02-18
Campaspe (S),VIC239,37622,385,3813,1023.3,61,7,Campaspe,17/02/2022,2022-02-18
Cardinia (S),VIC212,112159,1150,17759,1025.3,173,7,Cardinia,17/02/2022,2022-02-18
Casey (C),VIC213,353872,3147,64589,889.3,485,6,Casey,17/02/2022,2022-02-18
Central Goldfields (S),VIC169,13186,77,712,584,18,6,Central Goldfields,17/02/2022,2022-02-18
Colac-Otway (S),VIC224,21564,173,2118,802.3,33,6,Colac-Otway,17/02/2022,2022-02-18
Corangamite (S),VIC231,16020,101,1337,630.5,8,6,Corangamite,17/02/2022,2022-02-18
Darebin (C),VIC205,164184,1087,24821,662.1,157,6,Darebin,17/02/2022,2022-02-18
East Gippsland (S),VIC243,47316,221,3582,467.1,24,5,East Gippsland,17/02/2022,2022-02-18
Frankston (C),VIC227,142643,1184,20140,830,153,6,Frankston,17/02/2022,2022-02-18
Gannawarra (S),VIC214,10472,38,633,362.9,3,5,Gannawarra,17/02/2022,2022-02-18
Glen Eira (C),VIC177,156511,1178,23497,752.7,135,6,Glen Eira,17/02/2022,2022-02-18
Glenelg (S),VIC223,19674,107,1282,543.9,16,6,Glenelg,17/02/2022,2022-02-18
Golden Plains (S),VIC230,23722,229,2314,965.3,27,6,Golden Plains,17/02/2022,2022-02-18
Greater Bendigo (C),VIC193,118093,812,11377,687.6,117,6,Greater Bendigo,17/02/2022,2022-02-18
Greater Dandenong (C),VIC247,168201,880,29924,523.2,121,6,Greater Dandenong,17/02/2022,2022-02-18
Greater Geelong (C),VIC215,258934,2031,33676,784.4,292,6,Greater Geelong,17/02/2022,2022-02-18
Greater Shepparton (C),VIC93,66498,667,9598,1003,64,7,Greater Shepparton,17/02/2022,2022-02-18
Hepburn (S),VIC94,15975,86,1123,538.3,13,6,Hepburn,17/02/2022,2022-02-18
Hindmarsh (S),VIC152,5588,25,366,447.4,3,5,Hindmarsh,17/02/2022,2022-02-18
Hobsons Bay (C),VIC235,97751,544,14387,556.5,65,6,Hobsons Bay,17/02/2022,2022-02-18
Horsham (RC),VIC153,19921,202,1561,1014,58,7,Horsham,17/02/2022,2022-02-18
Hume (C),VIC198,233471,1963,53311,840.8,240,6,Hume,17/02/2022,2022-02-18
Indigo (S),VIC191,16701,92,1273,550.9,12,6,Indigo,17/02/2022,2022-02-18
