LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,104,1148,811.6,12,6,Alpine,04/02/2022,2022-02-05
Ararat (RC),VIC220,11845,92,908,776.7,10,6,Ararat,04/02/2022,2022-02-05
Ballarat (C),VIC241,109505,1071,9411,978,128,6,Ballarat,04/02/2022,2022-02-05
Banyule (C),VIC188,131631,1116,15584,847.8,120,6,Banyule,04/02/2022,2022-02-05
Bass Coast (S),VIC173,36320,332,3228,914.1,43,6,Bass Coast,04/02/2022,2022-02-05
Baw Baw (S),VIC194,53396,648,5624,1213.6,87,7,Baw Baw,04/02/2022,2022-02-05
Bayside (C),VIC182,106862,791,13822,740.2,90,6,Bayside,04/02/2022,2022-02-05
Benalla (RC),VIC199,14037,115,975,819.3,18,6,Benalla,04/02/2022,2022-02-05
Boroondara (C),VIC201,183199,1148,19611,626.6,148,6,Boroondara,04/02/2022,2022-02-05
Brimbank (C),VIC189,209523,1803,38327,860.5,219,6,Brimbank,04/02/2022,2022-02-05
Buloke (S),VIC183,6124,31,297,506.2,4,6,Buloke,04/02/2022,2022-02-05
Campaspe (S),VIC239,37622,346,3077,919.7,57,6,Campaspe,04/02/2022,2022-02-05
Cardinia (S),VIC212,112159,1664,15100,1483.6,217,7,Cardinia,04/02/2022,2022-02-05
Casey (C),VIC213,353872,4332,57928,1224.2,475,7,Casey,04/02/2022,2022-02-05
Central Goldfields (S),VIC169,13186,73,560,553.6,7,6,Central Goldfields,04/02/2022,2022-02-05
Colac-Otway (S),VIC224,21564,188,1835,871.8,16,6,Colac-Otway,04/02/2022,2022-02-05
Corangamite (S),VIC231,16020,150,1133,936.3,19,6,Corangamite,04/02/2022,2022-02-05
Darebin (C),VIC205,164184,1365,22507,831.4,146,6,Darebin,04/02/2022,2022-02-05
East Gippsland (S),VIC243,47316,355,3036,750.3,47,6,East Gippsland,04/02/2022,2022-02-05
Frankston (C),VIC227,142643,1582,17563,1109.1,178,7,Frankston,04/02/2022,2022-02-05
Gannawarra (S),VIC214,10472,70,513,668.4,12,6,Gannawarra,04/02/2022,2022-02-05
Glen Eira (C),VIC177,156511,1487,21024,950.1,194,6,Glen Eira,04/02/2022,2022-02-05
Glenelg (S),VIC223,19674,116,1100,589.6,13,6,Glenelg,04/02/2022,2022-02-05
Golden Plains (S),VIC230,23722,316,1865,1332.1,27,7,Golden Plains,04/02/2022,2022-02-05
Greater Bendigo (C),VIC193,118093,1092,9623,924.7,146,6,Greater Bendigo,04/02/2022,2022-02-05
