LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,51,662,398,7,5,Alpine,30/01/2022,2022/1/31
Ararat (RC),VIC220,11845,47,567,396.8,2,5,Ararat,30/01/2022,2022/1/31
Ballarat (C),VIC241,109505,596,5663,544.3,61,6,Ballarat,30/01/2022,2022/1/31
Banyule (C),VIC188,131631,585,9849,444.4,44,5,Banyule,30/01/2022,2022/1/31
Bass Coast (S),VIC173,36320,144,2075,396.5,16,5,Bass Coast,30/01/2022,2022/1/31
Baw Baw (S),VIC194,53396,338,3386,633,48,6,Baw Baw,30/01/2022,2022/1/31
Bayside (C),VIC182,106862,501,9072,468.8,68,5,Bayside,30/01/2022,2022/1/31
Benalla (RC),VIC199,14037,26,471,185.2,1,4,Benalla,30/01/2022,2022/1/31
Boroondara (C),VIC201,183199,471,11867,257.1,64,5,Boroondara,30/01/2022,2022/1/31
Brimbank (C),VIC189,209523,1303,29166,621.9,108,6,Brimbank,30/01/2022,2022/1/31
Buloke (S),VIC183,6124,24,209,391.9,3,5,Buloke,30/01/2022,2022/1/31
Campaspe (S),VIC239,37622,59,1499,156.8,1,4,Campaspe,30/01/2022,2022/1/31
Cardinia (S),VIC212,112159,669,8416,596.5,99,6,Cardinia,30/01/2022,2022/1/31
Casey (C),VIC213,353872,1738,35860,491.1,219,5,Casey,30/01/2022,2022/1/31
Central Goldfields (S),VIC169,13186,32,316,242.7,2,5,Central Goldfields,30/01/2022,2022/1/31
Colac-Otway (S),VIC224,21564,54,1037,250.4,4,5,Colac-Otway,30/01/2022,2022/1/31
Corangamite (S),VIC231,16020,62,668,387,1,5,Corangamite,30/01/2022,2022/1/31
Darebin (C),VIC205,164184,900,15330,548.2,63,6,Darebin,30/01/2022,2022/1/31
East Gippsland (S),VIC243,47316,83,1732,175.4,11,4,East Gippsland,30/01/2022,2022/1/31
Frankston (C),VIC227,142643,458,10036,321.1,52,5,Frankston,30/01/2022,2022/1/31
Gannawarra (S),VIC214,10472,33,266,315.1,1,5,Gannawarra,30/01/2022,2022/1/31
Glen Eira (C),VIC177,156511,765,13243,488.8,103,5,Glen Eira,30/01/2022,2022/1/31
Glenelg (S),VIC223,19674,22,655,111.8,2,4,Glenelg,30/01/2022,2022/1/31
Golden Plains (S),VIC230,23722,126,917,531.2,14,6,Golden Plains,30/01/2022,2022/1/31
Greater Bendigo (C),VIC193,118093,623,5248,527.6,66,6,Greater Bendigo,30/01/2022,2022/1/31
Greater Dandenong (C),VIC247,168201,744,18700,442.3,106,5,Greater Dandenong,30/01/2022,2022/1/31
Greater Geelong (C),VIC215,258934,1361,16144,525.6,190,6,Greater Geelong,30/01/2022,2022/1/31
Greater Shepparton (C),VIC93,66498,293,4923,440.6,17,5,Greater Shepparton,30/01/2022,2022/1/31
Hepburn (S),VIC94,15975,47,533,294.2,5,5,Hepburn,30/01/2022,2022/1/31
Hindmarsh (S),VIC152,5588,32,230,572.7,3,6,Hindmarsh,30/01/2022,2022/1/31
Hobsons Bay (C),VIC235,97751,517,8756,528.9,55,6,Hobsons Bay,30/01/2022,2022/1/31
Horsham (RC),VIC153,19921,120,798,602.4,8,6,Horsham,30/01/2022,2022/1/31
Hume (C),VIC198,233471,1820,36579,779.5,230,6,Hume,30/01/2022,2022/1/31
Indigo (S),VIC191,16701,42,598,251.5,0,5,Indigo,30/01/2022,2022/1/31
Interstate,,,95,3345,0,20,0,,30/01/2022,2022/1/31
Kingston (C),VIC226,165782,522,12645,314.9,62,5,Kingston,30/01/2022,2022/1/31
Knox (C),VIC209,164538,606,8902,368.3,85,5,Knox,30/01/2022,2022/1/31
Latrobe (C),VIC219,75561,373,4867,493.6,19,5,Latrobe,30/01/2022,2022/1/31
Loddon (S),VIC185,7504,22,163,293.2,2,5,Loddon,30/01/2022,2022/1/31
Macedon Ranges (S),VIC228,50231,180,2670,358.3,15,5,Macedon Ranges,30/01/2022,2022/1/31
Manningham (C),VIC195,127573,721,9451,565.2,73,6,Manningham,30/01/2022,2022/1/31
Mansfield (S),VIC244,9176,23,395,250.7,6,5,Mansfield,30/01/2022,2022/1/31
Maribyrnong (C),VIC234,93448,542,10928,580,48,6,Maribyrnong,30/01/2022,2022/1/31
Maroondah (C),VIC207,118558,543,6930,458,55,5,Maroondah,30/01/2022,2022/1/31
Melbourne (C),VIC132,178955,731,21164,408.5,81,5,Melbourne,30/01/2022,2022/1/31
Melton (C),VIC237,164895,1510,25266,915.7,163,6,Melton,30/01/2022,2022/1/31
